 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.174063235808	0.055231847405	0.044982029623	0.048690013143	0.100370785216	0.029746191365	0.0656256843	0.1740335915	0.124072287	0.183184323325
a20	0.104560219087	0.0558569012041	0.0754838568277	0.116838492261	0.138693743939	0.063171940155	0.0481766732333	0.1638542665	0.1021776644	0.131186225525
a31	0.0646908643679	0.0507148371564	0.0758614210026	0.156410810025	0.14018483018	0.119614242418	0.0520791348111	0.188738232433	0.0751488391067	0.0765567608417
a29	0.0371745485717	0.0436751292727	0.0973244244275	0.171826527517	0.13333658186	0.119098009006	0.055783616137	0.191338611744	0.0626197277289	0.0878228085539
a15	0.036225834509	0.0573844625674	0.108824988536	0.15391553081	0.166097267087	0.128919093849	0.052839342579	0.103359246668	0.063353267063	0.129080970927
a31	0.0417424137741	0.0611456562836	0.0701103023407	0.136334419286	0.161066043629	0.136010538663	0.0721841966197	0.111862329443	0.0749305554543	0.134613548972
a18	0.0398323836574	0.0635991105559	0.0566748794622	0.144357527691	0.15913926053	0.0908935291543	0.0709813047666	0.138357899001	0.0895034748514	0.146660631584
a46	0.0349121930098	0.075222883486	0.0543696439007	0.14036016953	0.173293046997	0.0859967913581	0.0579146922222	0.123704302854	0.102117818317	0.152108464035
a31	0.0444697607793	0.0707054923147	0.0439221497869	0.179160299077	0.171210268832	0.104829103093	0.0675935305074	0.113196647985	0.092077162039	0.112835585052
a37	0.0541812549424	0.0671178783182	0.052049937749	0.196377252726	0.161121333211	0.105992615931	0.0712313930091	0.105103997828	0.090144938013	0.0966794121907
a31	0.0513075380541	0.0634142358481	0.0567064324243	0.200482233042	0.161842630404	0.0896184652503	0.077899070643	0.107108365076	0.0893170108043	0.102304045684
a41	0.0457548498247	0.0547300710347	0.0536553407294	0.227020375614	0.148849029068	0.0759230541901	0.095555281681	0.109808270892	0.0864440835348	0.102259651208
a31	0.0432984215082	0.0537034188316	0.0576875591431	0.222131566538	0.147548777223	0.0577726462034	0.0986188183603	0.112954177364	0.0843706315116	0.121913988203
a3	0.0396731794694	0.0576425501325	0.0753737629077	0.167982800179	0.145621809274	0.0530169505678	0.110680693253	0.122940296988	0.0892506989039	0.137817265734
a31	0.0376010262165	0.0639993851022	0.0807861666759	0.13105130486	0.123665431825	0.0500364099026	0.125560303838	0.134714740796	0.102736816701	0.149848418985
a23	0.0364792788055	0.0653377658701	0.086521252112	0.114537369687	0.113476417742	0.0439670630542	0.123606280699	0.145441874665	0.123850169034	0.146782540468
a29	0.0387472071618	0.085163055966	0.0961602211373	0.105307905629	0.0968087638473	0.0457746360981	0.118600786233	0.140811288422	0.146323762745	0.126302369956
a46	0.0442055357273	0.082128703722	0.0777627192991	0.11017452141	0.0980668422824	0.0465082543327	0.120461068544	0.141535736341	0.150687997715	0.128468607252
a23	0.0445045699224	0.0545110071673	0.0702520218664	0.108682307603	0.116218620961	0.0509754591309	0.128279771715	0.144783453114	0.144646153705	0.137146631351
</S>	0.0464152068412	0.0477378860936	0.0695560466532	0.105204391201	0.12722283178	0.0537893127655	0.132465022457	0.145863509057	0.133764929852	0.137980863475
