 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.049637047225	0.0389680810236	0.0258538370615	0.03532216829	0.4045169857	0.22610724913	0.136657022946	0.0829375929705
a21	0.0379124668567	0.0244405092201	0.0275583402466	0.10284618111	0.412657771033	0.218687385596	0.0963831952022	0.0795141402732
a31	0.0301984070789	0.0181467309586	0.0339250196622	0.169663511637	0.375547302584	0.193307851147	0.0963850749987	0.0828261041871
a21	0.028762293113	0.0142352500638	0.0313775909541	0.191697328319	0.390556602675	0.160325532233	0.103775705588	0.079269691399
a31	0.0743147123777	0.0616665492508	0.0473768456914	0.17441515434	0.302215946632	0.131074100325	0.11492337455	0.0940133121897
a13	0.1522036296	0.0984985004246	0.0622184876038	0.128554696753	0.192478803997	0.138707606115	0.138024257331	0.0893140273299
a35	0.203425579468	0.0960678262182	0.0626573931546	0.0969290191843	0.143620527106	0.157307221058	0.15864169969	0.08135074075
a37	0.207569959323	0.0970291252266	0.0633515782315	0.0663926143814	0.148655118922	0.169514939913	0.16759725699	0.0798894027367
a31	0.191621526374	0.0994502417104	0.0586392784772	0.0536318913071	0.149341403374	0.182156041304	0.186059616483	0.0790999892456
a37	0.185337964745	0.0940944655841	0.0511361338257	0.0410495513157	0.157562248925	0.190963936301	0.201358558961	0.0784971398819
a31	0.209878441895	0.0787788198463	0.0505471453419	0.0359893233719	0.171089050242	0.182236050034	0.19361492492	0.0778662648273
a24	0.198827487792	0.0771215064006	0.0485564041806	0.0384483087906	0.189246446881	0.191295923545	0.178416609373	0.0780873258758
a31	0.189351074064	0.0751180009682	0.0480237603935	0.0428865400235	0.192790095094	0.190129787582	0.171148598924	0.0905521377586
a13	0.180588923088	0.0852562981705	0.0551178231978	0.0520016437012	0.189132133431	0.175837950994	0.165667431841	0.0963977882529
a31	0.163968483029	0.0924241637767	0.0622532953326	0.0603332747671	0.17003175041	0.169380818131	0.15998889548	0.121619309018
a27	0.170213745343	0.0837178752378	0.0650838450442	0.0640874199224	0.13213529847	0.155391018777	0.169584394027	0.159786386473
a31	0.181057185514	0.0833269751019	0.0719552017481	0.0677642420275	0.11476127589	0.141103351259	0.171831820476	0.168199932891
a35	0.199561457038	0.0815201339126	0.075506287556	0.0712296796225	0.10442897943	0.131090799753	0.172944563692	0.163718083297
</S>	0.196902157219	0.0777220248123	0.071904921338	0.0708061418513	0.105948368315	0.134452313877	0.175534637846	0.166729415648
