 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
a46	0.098235490312	0.230057920083	0.05228758547	0.127412799663	0.021872954109	0.020998699335	0.030535880905	0.05855612962	0.099705774157	0.099761242213	0.068786912473	0.017768822062	0.0740197970523
a28	0.0941578290287	0.220735095336	0.0335654209307	0.154241715224	0.0221014681597	0.0194163960403	0.0342226588069	0.06090325476	0.118910966968	0.146814979171	0.0592718900577	0.0101851491567	0.0254731624876
a15	0.0671638233675	0.164080134978	0.0375308471091	0.152420339257	0.0512152010666	0.0342193843721	0.0768255716062	0.0726496314067	0.109488250229	0.180140702744	0.0338182515592	0.010333836589	0.0101140198225
a31	0.051895704507	0.134709933554	0.0426202607395	0.12244737935	0.0627374146963	0.0685931352914	0.10784941333	0.0737317127756	0.0612420895497	0.193776342048	0.0590865348464	0.0155976670437	0.0057124258016
a20	0.0517963121279	0.128357503027	0.0297239049208	0.087070436154	0.0470803018129	0.107997530701	0.119637815087	0.0967452032985	0.0421853586852	0.187925600363	0.0757759588355	0.0216153955919	0.00408870142023
a31	0.0458554281713	0.110403546944	0.0212723668812	0.0615172632353	0.0422109792143	0.1139539231	0.111394422373	0.164779105566	0.0314906082037	0.137757419722	0.0958074270318	0.0586073703313	0.00495016942921
a35	0.0343498047091	0.0923550011855	0.01241493463	0.0369613499351	0.0273925713054	0.0967121773467	0.110865946712	0.259457228269	0.0362852471532	0.07794064608	0.136431075989	0.0720685815298	0.0067654514856
a8	0.0306782641462	0.088912706254	0.0143245371165	0.041311751813	0.0363777610391	0.0928617611622	0.12245075084	0.291149971543	0.0437474371937	0.0509309531393	0.141741123708	0.0391746122863	0.0063383740908
a31	0.0244228753701	0.0896475620067	0.0191887661273	0.064688012069	0.0437370114264	0.0836053549607	0.106143210007	0.272202361088	0.0369240093219	0.0416044110264	0.181269205387	0.0284308791058	0.0081363257496
a29	0.029291002794	0.0900203636862	0.0238972663624	0.064970493783	0.0487464182155	0.0820589841602	0.104972951889	0.263129217249	0.026641314338	0.0292748897341	0.207724171238	0.0205816112466	0.0086913023972
a41	0.037598425948	0.134825920357	0.0380011540448	0.052650651281	0.0577657559852	0.0804033320201	0.0909240083497	0.234426206103	0.055170756468	0.0174864838447	0.177317622677	0.0151128586023	0.00831682681907
a37	0.035341329466	0.160606247496	0.0449787774169	0.0419113029803	0.0529000792417	0.0749662407334	0.0705046400499	0.226502427234	0.093641072446	0.0150815832856	0.160304311019	0.0147595973607	0.00850239899502
a24	0.045300488422	0.158233762101	0.0418655601036	0.0551274730001	0.0509601390739	0.0748464554711	0.0681173989166	0.215731011411	0.0918559553033	0.0140880218979	0.161667470133	0.0122233619567	0.00998291562901
a28	0.055190624674	0.158815343054	0.0419062301679	0.0930220649334	0.0567021832646	0.0713933934904	0.0660352328789	0.173486400204	0.0704225586644	0.0178739677793	0.159862741384	0.0162235672889	0.0190656901917
a31	0.0574650648113	0.146231043818	0.052133643056	0.171808843718	0.0563147578389	0.0721870512968	0.064475763513	0.120269131228	0.0461399130888	0.0177467876942	0.149236759853	0.0211193125183	0.0248719018092
a20	0.0638046829504	0.141004175939	0.063611914552	0.206635642186	0.0553587864036	0.0826789032989	0.0641996284177	0.105013917569	0.0255907182629	0.0131949593125	0.128630608316	0.0220658091681	0.0282102265951
a24	0.0817794781301	0.183593273846	0.076053393984	0.176086860135	0.0528706002679	0.087968493233	0.0534845465126	0.0857852682563	0.0177564230696	0.0120319818442	0.106114289519	0.028265518592	0.0382098675317
a31	0.0969865560434	0.209431281015	0.0794561935947	0.166498467178	0.055020845356	0.083376890811	0.0463667464109	0.0562598069388	0.0165281296539	0.0137375442747	0.0857020248103	0.03468522596	0.0559502999839
a13	0.0839216540145	0.203849320805	0.0700477557316	0.157662134966	0.0713780270387	0.078948672537	0.0451191499036	0.0691466986663	0.0191199360866	0.0162821847516	0.0852579751741	0.0433788249133	0.0558876713746
a18	0.0830894847382	0.226628266202	0.0788400941105	0.155027777855	0.0705770305996	0.0742453540457	0.0374949308412	0.0713957241221	0.0181839877822	0.0147862168772	0.0801087665914	0.0456322893978	0.0439900636782
a31	0.116196277746	0.239444215001	0.0829151462702	0.149953673835	0.0780193513999	0.0703721242152	0.0355111047804	0.0476769188407	0.0176768475774	0.0139924077057	0.0537015821038	0.0378493508793	0.0566909866421
a11	0.117251162349	0.223911481267	0.0759808113234	0.122285242115	0.0899814229333	0.0698980388717	0.0385636726535	0.0501375404802	0.0246936978491	0.0193713716086	0.0480858523413	0.0354498595931	0.0843898487634
a31	0.117150943783	0.207867350022	0.0706624194411	0.093885432965	0.0926248293111	0.0596125300906	0.0375975977712	0.0533847282934	0.031733473755	0.0324487707895	0.0545222445138	0.0421630489797	0.10634662835
a46	0.105887200128	0.188210456807	0.0681170384137	0.0836742210017	0.0989674227704	0.0585535502969	0.0436905964104	0.0545589118978	0.0370711120637	0.0397535392432	0.0601498621713	0.0461281442419	0.115237945146
a31	0.096848893176	0.171812051069	0.0601127478712	0.0646256242072	0.0963205449901	0.0564963033656	0.0469853682568	0.0647067246993	0.0405390178052	0.0567389553944	0.0753031461238	0.0488063085826	0.120704339811
a8	0.0966120254587	0.151368667023	0.0553386122904	0.0514867063291	0.09197853333	0.0517294585885	0.0543677228056	0.0780167872331	0.0449243656191	0.0656733529715	0.0817119053746	0.0508711813629	0.1259207035
</S>	0.0778979720294	0.139733226511	0.0612216598452	0.0558848808045	0.090103969865	0.0598390779942	0.0678440165028	0.0909415152166	0.0500204539896	0.0554997331357	0.0767161915873	0.0469691116815	0.12732819885
