 	credo	che	stanno	ancora	svegli	</S>
a31	0.176966768818	0.114466522768	0.180393728946	0.15510197366	0.1574072142	0.215663796959
a20	0.179578412677	0.107067749539	0.147682800195	0.228614682807	0.181565464606	0.15549088354
a21	0.167062807381	0.124662770223	0.110460775247	0.266821433949	0.205073612686	0.125918579192
a31	0.128306452088	0.185865025399	0.127757480056	0.25576639225	0.220400280293	0.0819043584929
a37	0.154241990246	0.183841841863	0.131938141307	0.249163537817	0.219065133884	0.0617493590259
a31	0.194120233579	0.141585855566	0.15800635855	0.242478245672	0.213732536735	0.0500767722713
a13	0.190070699047	0.099399770424	0.168962473783	0.250441149224	0.224447193485	0.0666787022904
a31	0.174661796058	0.0683288171767	0.177691816528	0.250549206808	0.221159686095	0.107608667963
a20	0.162225981189	0.0675026534922	0.206721794443	0.211820997469	0.213048360698	0.138680214121
a31	0.153970332299	0.0734898515307	0.217493540214	0.186172456623	0.205597121833	0.163276690707
a39	0.154548786186	0.0832623510702	0.224534974071	0.172874602874	0.201386651078	0.163392616302
a18	0.175754366749	0.101045652183	0.198719283357	0.154418530091	0.205766493759	0.164295661701
a33	0.171828966603	0.114305752128	0.188705825119	0.134717894764	0.208063806253	0.182377750567
a39	0.199754155088	0.120278065643	0.172310354706	0.118639854855	0.210072750084	0.178944818656
a31	0.219014617696	0.127676003014	0.185727303502	0.115928767218	0.194507871361	0.157145438532
a39	0.210758178232	0.127986590538	0.199682703434	0.118851563273	0.197421858454	0.145299109491
a33	0.224498648744	0.162580045646	0.168506238345	0.105277627424	0.197686158418	0.14145129223
a8	0.255686117648	0.202988089415	0.148996294982	0.094118594008	0.170735052739	0.127475858183
a31	0.245910734949	0.179189862672	0.186793105327	0.108280567069	0.16370301238	0.116122713701
a7	0.223763849116	0.141848006691	0.198466045109	0.121905016623	0.182973018593	0.131044074834
a31	0.229134295505	0.142393389964	0.188029789036	0.124611281408	0.184038923998	0.131792337238
a3	0.201823257168	0.153407706255	0.192706865679	0.130340243069	0.188082470199	0.133639466439
a31	0.203239955389	0.152735929885	0.18358775056	0.12985136469	0.189113701133	0.141471305466
a13	0.199107534463	0.159719175162	0.181973603787	0.128759537563	0.185980236378	0.144459913209
a20	0.205895957488	0.154150089254	0.160535848529	0.129969550521	0.194969379459	0.154479184603
a7	0.235788801829	0.132428225751	0.150355148243	0.13339095884	0.19687992902	0.151156962001
a35	0.23484649461	0.131538571584	0.153066598481	0.13559961428	0.194373038207	0.150575699667
a31	0.22759416287	0.144829860728	0.17631784816	0.134707421427	0.178496606069	0.138054100242
a20	0.21783015869	0.144581296443	0.18001614272	0.137253129809	0.18224572169	0.138073552434
a31	0.226734907963	0.136069269014	0.173123013573	0.138874489203	0.18545906023	0.139739266331
</S>	0.238301457981	0.138265276307	0.182542826786	0.137655532501	0.172780214115	0.130454697446
