 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.065718860031	0.0455971531019	0.11827219835	0.0907880687	0.2559333383	0.072315517	0.0249054075031	0.102681849298	0.11676674833	0.107020848123
a24	0.0262423270077	0.0622191869809	0.144662845786	0.1186362693	0.287586708433	0.076317355	0.0230526714293	0.0804034604613	0.0951725365156	0.085706643472
a16	0.0142476903039	0.102811244141	0.179643542031	0.167469832491	0.223375569144	0.0846034863333	0.0310472580284	0.0484507577651	0.0583173542921	0.0900332806631
a28	0.00999209929463	0.14008246076	0.19610768201	0.211360563868	0.186407164381	0.104488490044	0.0286593537855	0.0317614883264	0.0322256958407	0.0589150209139
a31	0.00910075029154	0.141103678071	0.169574273686	0.238182944865	0.211054674194	0.113925285081	0.0276090111259	0.0239436970821	0.0219586388396	0.0435470626893
a37	0.0174938174332	0.121831793302	0.162153417405	0.23342836621	0.230896762998	0.106369465027	0.037706680856	0.0330081382707	0.0207651820999	0.036346376159
a24	0.0314848745937	0.105271708527	0.167116693135	0.22020917813	0.232491220666	0.101557758876	0.0493136225193	0.0442324848836	0.0270253236826	0.0212971289537
a46	0.0382799741712	0.0855973245957	0.140744917845	0.21848017371	0.291691321689	0.095205489692	0.0477610681318	0.0354862146572	0.0319140684609	0.0148394451046
a31	0.0380014033637	0.0864207233519	0.113095296082	0.213602788503	0.323620445896	0.084129659964	0.0438500457986	0.0419983010484	0.038064295887	0.0172170417529
a10	0.0358396502012	0.101057560697	0.111069885894	0.197418246168	0.292389430632	0.091232664188	0.0474131116489	0.0493198943828	0.0450627993557	0.029196765391
a11	0.0397919171671	0.096575068479	0.110994978898	0.186368086323	0.268658329144	0.122710424596	0.050286328673	0.0405875776969	0.0440756296219	0.0399516689803
a31	0.0470117880424	0.11292144276	0.102957199899	0.171693803041	0.271074349315	0.123313792065	0.0497830456737	0.0479388924483	0.0392474219773	0.0340582620368
a0	0.0401755372808	0.11781343756	0.107496260966	0.173455957347	0.280813821572	0.0885962946217	0.0472632989963	0.0506279906428	0.0464477225724	0.0473096708456
a31	0.0387515182489	0.125899088027	0.120030074122	0.178188036116	0.259436258324	0.0781441820739	0.0453584595105	0.0491416171276	0.0503675776308	0.0546831913585
a39	0.0421548252783	0.142154966516	0.133657361307	0.177948074439	0.238189709908	0.0741897952246	0.0447639900378	0.0584305591959	0.0478398400703	0.0406708819295
a29	0.0346900736894	0.134469280412	0.138133114636	0.196298207613	0.252786825503	0.0591461151415	0.0417493541061	0.0583365096386	0.0486026015168	0.0357879271465
a41	0.0347997216818	0.146718500037	0.129508602059	0.199807356138	0.263298539568	0.0601887613138	0.0365289956918	0.0529113753129	0.0451348683476	0.0311032880935
a35	0.0392133141139	0.161013994712	0.112225807446	0.188839924113	0.260575786123	0.0702380681046	0.0359257157192	0.052633896551	0.0466346507272	0.0326988382132
a20	0.039684690285	0.173286900864	0.104677672382	0.182978174571	0.261774561974	0.0700757871015	0.0356921685356	0.049528903525	0.0481238091501	0.0341773358601
a31	0.0314717088907	0.199307841461	0.108405246354	0.17509803639	0.265900262858	0.0621305949005	0.0350757994651	0.0453295329097	0.0443200687951	0.0329609029151
a37	0.027680946842	0.217340989434	0.101938249825	0.166323231863	0.263616718086	0.0560495490335	0.0369815873633	0.0453004960832	0.0440499425784	0.0407182609917
a2	0.0315339609391	0.196963405878	0.104887613208	0.158531655221	0.239796605029	0.0551027394778	0.0409799232577	0.0480917114677	0.0514803566928	0.0726320074572
a20	0.040288795311	0.195852497493	0.104231348203	0.14699507574	0.200839662676	0.0586799606259	0.0464273646769	0.0545347662892	0.0637219301443	0.0884286054391
a0	0.047971918505	0.189342756764	0.0896746427743	0.143406819247	0.203732281492	0.059767029142	0.0490737969271	0.0572473493431	0.0713869436281	0.0883964744884
a31	0.046792449383	0.160356307655	0.105504796231	0.145002840749	0.200777215831	0.060441120514	0.0492639042375	0.0559164652877	0.069179935376	0.106764956869
a16	0.053497669727	0.182113650352	0.110097506144	0.131402647116	0.165189953277	0.0621820565913	0.0512945539292	0.0608864745692	0.0740277526587	0.109307724454
a31	0.058366313325	0.187629921851	0.122008614448	0.125622412705	0.130635262292	0.0648403769504	0.0550048427999	0.0659806563164	0.0784686019929	0.111442991842
a20	0.0710280621923	0.19028145135	0.126884790949	0.117371782435	0.0997557522307	0.0649287453168	0.0559984125734	0.0671000006655	0.0857027008376	0.120948288225
</S>	0.0865118373101	0.212920222975	0.105582402174	0.104232624918	0.0928276325154	0.0624245222584	0.0545963734691	0.0671851333328	0.0948736576688	0.118845573913
