 	la	pasta	vuole	sale	</S>
a8	0.17866094004	0.3859565529	0.10303154836	0.16209270633	0.170258245582
a31	0.192171149307	0.4604352423	0.09840753029	0.132209695725	0.116776392177
a28	0.177213035636	0.439434042167	0.08991376266	0.17504096365	0.118398205889
a20	0.144759314045	0.362394828122	0.1004644775	0.241797244763	0.15058414605
a31	0.175168637915	0.373593196534	0.0938228821467	0.180750860034	0.176664430501
a11	0.211780361838	0.362162304805	0.0689983908222	0.185139720865	0.171919215978
a18	0.213481452613	0.328533202668	0.0616417579807	0.245146923795	0.151196650259
a15	0.202644956004	0.321445148489	0.0815483129269	0.236474005038	0.15788755884
a31	0.159649570135	0.353477225763	0.0936368087716	0.236552511579	0.15668386886
a20	0.138950684112	0.381254689721	0.108494339853	0.23531817856	0.135982097913
a6	0.134587542904	0.387503244107	0.134520320951	0.225877199453	0.117511679638
a20	0.151097308568	0.430091378036	0.144172059184	0.185021903551	0.0896173425927
a21	0.181886300256	0.443077788679	0.140004507928	0.160405339784	0.0746260588642
a20	0.218855369419	0.42675944556	0.122295137576	0.158871910661	0.0732181328014
a0	0.258508706873	0.41149762252	0.107982424325	0.14762675182	0.0743844962005
a31	0.227533479624	0.41960906684	0.107024369175	0.14518276914	0.100650315107
a39	0.214437236341	0.416702065613	0.108363704392	0.134024525447	0.126472475436
a31	0.20712657738	0.378548503204	0.127888822331	0.135079341616	0.151356769772
a35	0.196151113393	0.353442956401	0.143438296777	0.139679101405	0.167288541331
</S>	0.226345098096	0.3444408492	0.135400999089	0.132714811602	0.161098250336
