 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
a31	0.0210629472039	0.00406179330206	0.03225908525	0.035525152673	0.028267764463	0.014914872047	0.020489387401	0.026035180046	0.13118183887	0.09315222352	0.10592708245	0.0610106488575	0.03065388736	0.0618224881042	0.120216443355	0.096505281011	0.116913918192
a8	0.0118995149307	0.00992178925279	0.0457758508407	0.0588203037625	0.062447020259	0.021860752622	0.0357964555621	0.0328454605727	0.143778762203	0.130005845187	0.12674684089	0.032628987495	0.0172216716933	0.0410001934495	0.083969771681	0.0827863033377	0.0624944714629
a31	0.00824161812003	0.0137823368208	0.0589840420928	0.0831916585554	0.0789153455597	0.0233926030317	0.0452245072783	0.0368710837694	0.110509429934	0.109677336733	0.118089953353	0.0297259344894	0.0175830114644	0.0391480734618	0.0634786026863	0.104866510666	0.0583179589401
a41	0.0091077676074	0.00920256217125	0.0630483959454	0.0693228772455	0.0585082402266	0.0211728667458	0.0538235614752	0.0527782370216	0.114178217645	0.0863777304483	0.1077484868	0.0385794285574	0.0283032448348	0.0612599177739	0.0635515629821	0.113147027222	0.0498898884758
a10	0.0118028672366	0.00636568023864	0.0508063384087	0.0314446260178	0.0359555447355	0.0172375763295	0.0596087588297	0.0734199889939	0.133164243415	0.100201858616	0.1335510226	0.0510903007131	0.0436228183249	0.0753970861446	0.049991414614	0.0868160651407	0.0395238096219
a20	0.0163609288895	0.00420475006274	0.052742209354	0.0191795544106	0.0317870598185	0.0170370451029	0.0571060847992	0.0770970371513	0.125759015405	0.115616710739	0.1398885274	0.0561953341964	0.0608517405083	0.0690145196815	0.0523495566047	0.0731611208269	0.031648797516
a31	0.0244850654467	0.00668379910135	0.0713879316474	0.0150374757355	0.0285907177928	0.0180416123264	0.0530541348764	0.0763788998411	0.114210716802	0.109206779113	0.122572324867	0.0478435397381	0.0889292577028	0.0534761917272	0.0615226843749	0.0739670332356	0.0346118153687
a37	0.023288938842	0.00697440960673	0.0532393459137	0.0114596432698	0.0204551341776	0.0185460078923	0.0427515060221	0.0710006729577	0.116648469134	0.109880727904	0.127587940156	0.0462509099	0.129695052634	0.0500554265757	0.062927917565	0.0665862327052	0.0426516123749
a31	0.0193484546365	0.00361275174496	0.0409334057955	0.0140232264479	0.0195179907519	0.0188142232121	0.0398601687027	0.0781990983326	0.110103947045	0.104148328968	0.112334229425	0.0430922507067	0.154714286451	0.0520807919919	0.0645705229883	0.0702504007817	0.0543958817396
a18	0.0149499931862	0.00268928695225	0.0348055567674	0.0154456931049	0.02053082063	0.0230877199127	0.0350506868362	0.0721708141775	0.106295688082	0.0958460733227	0.0952272536483	0.0434306594489	0.167891600144	0.0515581321973	0.0744867347161	0.0847667227606	0.0617665553099
a31	0.0128340445274	0.00325223006234	0.0306119712725	0.0133453109052	0.0193050401327	0.0231942318476	0.0295395442321	0.0628383717258	0.0971083238273	0.0927945431742	0.0852900582894	0.0451314573496	0.168722343401	0.0686005338658	0.0830862380254	0.108335543054	0.0560102006133
a46	0.0124129698545	0.00383172500005	0.0284376855642	0.011038732344	0.0148790932069	0.0157084661159	0.024551851204	0.0563169404153	0.104426841676	0.0843037683914	0.0781661094698	0.0499093320232	0.158658352334	0.0915528236219	0.0834308459818	0.130650894618	0.0517235483978
a20	0.0248146117468	0.0104461964537	0.0242506449187	0.016257059684	0.0235269380223	0.0180542477053	0.0166477720747	0.0309699803918	0.103654555159	0.104078099797	0.0962717707499	0.0570949705344	0.151637276458	0.0889262674073	0.0847995135473	0.105086966939	0.0434831314926
a31	0.0348535854723	0.0193223928994	0.0392837634769	0.0180562157958	0.0270012445808	0.0201498455084	0.0222539769516	0.0480149315173	0.0844203415863	0.106781134932	0.0935938302566	0.0515138677248	0.129641600146	0.0863591120691	0.0841203248291	0.0951951758463	0.0394386616709
a20	0.0228691330196	0.0160214119669	0.0344303663656	0.0149995986225	0.0269348374136	0.0279372250295	0.0229528388639	0.0533476693058	0.109642503842	0.100703655977	0.101563666199	0.0534105551949	0.108408585749	0.0935458277297	0.0692820065164	0.102848401815	0.0411017179503
a29	0.0208459149181	0.0160651819698	0.0338692578792	0.0222670101936	0.0463003664845	0.0387589189925	0.017605548188	0.0290408436686	0.110448173881	0.118892528192	0.128628836846	0.0563237580183	0.0816594541963	0.0799634309166	0.0790421405121	0.083946758505	0.0363418753134
