 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
a31	0.0575750747677	0.028455214717	0.074520843093	0.196135331266	0.081203529632	0.080094109116	0.35181863167	0.130197258167
a3	0.0396024157499	0.0271206746437	0.10518426698	0.303027679766	0.0934906250387	0.150910819385	0.228005689003	0.052657827731
a17	0.025329641326	0.0367548882679	0.107119406035	0.327260271962	0.11469347244	0.213805291266	0.142939438087	0.0320975976147
a28	0.0325789558676	0.0711617536693	0.0941711789093	0.256922315414	0.1205669419	0.200537399823	0.194026013662	0.0300354461113
a20	0.0429990330931	0.0884903413191	0.085995539312	0.175963090525	0.100074932553	0.176834954304	0.307356216034	0.0222859116728
a24	0.056457523433	0.073801458959	0.0763260306107	0.121896307368	0.0871714054977	0.150124708199	0.416688759665	0.0175338228829
a46	0.0714408585143	0.0580471661303	0.0637003439722	0.0955795209673	0.0873832973326	0.129559117753	0.479732936602	0.0145567588376
a19	0.0855050873661	0.0549264453374	0.0525035510727	0.119785052307	0.0793511272375	0.100277020724	0.496417243687	0.0112344802012
a46	0.11060186093	0.0596882746458	0.0489067111042	0.142196974936	0.0611804604992	0.0676374509087	0.498102000909	0.0116862874211
a31	0.103858572007	0.0557973935886	0.0530262485014	0.131244062579	0.0610461891864	0.0729759165162	0.501549312356	0.020502322087
a7	0.101418477653	0.0631380539029	0.0525990383405	0.119032828693	0.0757410658821	0.0814001669521	0.479645739652	0.027024632989
a27	0.154833959684	0.106110241234	0.0529858989735	0.098681228631	0.0682145454274	0.0654880693974	0.430802945084	0.022883105133
a11	0.194209153715	0.152512297345	0.0544571633112	0.089066774877	0.0494332956091	0.0546842064991	0.385446885961	0.0201902235343
a18	0.209150798945	0.183396005182	0.0515206301104	0.0827461620257	0.042955628203	0.0500894041664	0.360024247854	0.0201171326581
a31	0.174912252614	0.189508756661	0.0513571320768	0.0885963236752	0.0553264322277	0.0712134397088	0.341212818418	0.0278728440727
a27	0.146283388908	0.202339139974	0.0554542684523	0.0947100838917	0.0693885583359	0.0875629903296	0.312016432339	0.0322451340376
a31	0.126597931986	0.205188297245	0.0535415817241	0.0905796428306	0.0784297262786	0.0971443959499	0.293348506446	0.0551699238325
a20	0.121632338246	0.199525597695	0.048621440748	0.0861526697435	0.0876270306929	0.10694131965	0.279012829949	0.0704867746375
a11	0.146589656535	0.211399811878	0.0536663283427	0.0743201840478	0.0797113729643	0.0922953110833	0.26619812745	0.0758192022725
a31	0.122290450039	0.183720482819	0.0592887876742	0.0732117041493	0.0815264203881	0.101520092694	0.270470411283	0.107971648057
a20	0.121037170618	0.165807305953	0.0597413115447	0.0772003061164	0.087925895796	0.113284893231	0.246084154494	0.128918950952
a31	0.115768743885	0.161491282824	0.0652476155216	0.0749593416388	0.0954008106653	0.12340517361	0.216905987231	0.146821040824
a39	0.114404666882	0.146486235695	0.0718041688872	0.0755696874796	0.0990315474218	0.12945255447	0.19688448501	0.166366654581
a31	0.118266674621	0.144750863745	0.0768160054291	0.0827599180265	0.103753721941	0.131704921223	0.172811631603	0.169136264347
a8	0.116041404425	0.139707197815	0.0789396142364	0.0877047134755	0.113690785114	0.139770675274	0.151102610668	0.173043002736
</S>	0.135043055509	0.136414882588	0.0772050614582	0.0858142977378	0.111304892757	0.134334299037	0.139549471534	0.180334039068
