 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
a8	0.0594132881126	0.0579700495172	0.0881033230685	0.098220795148	0.02306242181	0.1207563227	0.1793540973	0.19970045476	0.173419234133
a31	0.0280012523993	0.0983211350105	0.119152201802	0.0633847953947	0.0175803281933	0.1371166269	0.194144583633	0.212253328549	0.130045743256
a46	0.0192620301272	0.141080522644	0.110359420295	0.0459675328916	0.0112898392311	0.1660913193	0.221496387144	0.180066142496	0.104386824299
a8	0.0189555123969	0.156271579113	0.0931081492917	0.0741419520239	0.020208772877	0.212784643167	0.219669667148	0.140112058545	0.064747688041
a20	0.0251518075994	0.155708617718	0.101605880649	0.119025610755	0.0345452608057	0.186816849256	0.165109453949	0.159519533586	0.052517009111
a31	0.0355244126731	0.148224409752	0.109189268236	0.143969782785	0.0305797151819	0.145833640285	0.161332388583	0.176091324945	0.0492550687903
a20	0.0586335247477	0.139425383962	0.105092922639	0.125098932128	0.0236138978673	0.120447670095	0.179438624928	0.196135610648	0.0521134252274
a13	0.0889424696552	0.147279898144	0.090416171553	0.0737128101093	0.0194999530691	0.107418201118	0.177448961109	0.237231388903	0.0580501478665
a14	0.0927324897677	0.160628148643	0.0864760715977	0.0571571727031	0.0161624468297	0.0955242653927	0.181459543636	0.249075054788	0.0607848198442
a0	0.0803671637386	0.125251618522	0.0801209334859	0.0648948558344	0.0179871957832	0.0779060588976	0.213852078812	0.276761242796	0.0628588710647
a31	0.0688780596489	0.108384878243	0.0752101678486	0.0889270143648	0.0174721269211	0.0600404376659	0.250363968271	0.261881216999	0.0688421503656
a37	0.052182405683	0.109200034188	0.0702537710829	0.104804776215	0.0270036844137	0.0538799166886	0.24231961509	0.270659019533	0.0696967824559
a35	0.0396035267543	0.148818008194	0.0644800860943	0.096931654345	0.0367422565046	0.0629085362962	0.182040574923	0.307614267511	0.0608610741966
a17	0.0357818864448	0.189848098478	0.0710879062314	0.096395827515	0.0398287748149	0.0594843270321	0.139198057601	0.318781193504	0.0495939194255
a31	0.0431245393816	0.208045950308	0.0714981780771	0.0992248057717	0.0366789190716	0.0447333476107	0.119801296934	0.327991398235	0.0489015810885
a15	0.0514482491072	0.210333840676	0.082915056159	0.0953545645906	0.0373202701572	0.0664697822036	0.106452848245	0.286144460212	0.0635609500095
a31	0.0566807377157	0.185927170152	0.0847790591863	0.0948856767302	0.0484763421191	0.0822979109345	0.0924532520817	0.278882404871	0.0756174639698
a46	0.0568610656272	0.189257695402	0.0924259939754	0.102936491077	0.047698409773	0.0925801427115	0.0913560620272	0.259630143224	0.0672540190566
a35	0.0470036599577	0.186960166266	0.115595622972	0.131534503659	0.059403890791	0.108425035704	0.0854969363424	0.201751770941	0.0638284403522
a20	0.0476826804792	0.174964402602	0.110549968057	0.150211546153	0.084884625997	0.0938928088347	0.0720913713808	0.18526878698	0.0804538183841
a31	0.0626627327597	0.204115364001	0.098425475619	0.133989413651	0.0853483941323	0.0740711198782	0.0647703992603	0.193618033527	0.0829990525947
a17	0.0642508925199	0.22203576026	0.105353205606	0.12788913755	0.0724340318441	0.0748603374927	0.0626682586201	0.197035314642	0.0734730568649
a20	0.0634841119066	0.192482217013	0.122156545402	0.149232122183	0.089718754548	0.0831462818309	0.0619854004067	0.160486560414	0.077308007555
a8	0.0642855225889	0.159654808121	0.118603214001	0.176760029661	0.119843918983	0.0751309442103	0.0571586928022	0.147920991138	0.080641885985
a23	0.0567235345296	0.139915846317	0.112127195267	0.186295993487	0.122059096594	0.0798981206034	0.0559400522674	0.158781200179	0.088258982195
a46	0.0548081541565	0.130261392886	0.114799341956	0.180733803829	0.109337219931	0.0826101640011	0.0615463349558	0.16382287406	0.102080726332
a8	0.0540400356188	0.122341459042	0.115034670252	0.17942165961	0.10797357751	0.0879491802004	0.0664625982519	0.16621705862	0.100559759977
a31	0.0532462001063	0.162507967474	0.100400066617	0.16082681547	0.0885901819033	0.0782585384001	0.0679312642173	0.188410789807	0.0998281767257
a17	0.0577113262354	0.190806964691	0.105905695006	0.146758413823	0.0675469345678	0.0654766016	0.0711147132058	0.191353744136	0.103325614975
a31	0.0652472180118	0.184108391764	0.110343718202	0.136071139608	0.0673682083226	0.0641730423333	0.0739186013353	0.199343191579	0.0994264936583
a37	0.0726065580706	0.181978585721	0.103200212534	0.131422043469	0.0742411920409	0.0636453126444	0.0726798657784	0.195860523193	0.104365703553
a31	0.0853939684902	0.156961581974	0.0968857068447	0.128897893623	0.081701034147	0.0658482850815	0.0786265848261	0.193104831731	0.112580112784
