 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.284251478155	0.110703713397	0.100036819645	0.0535225241662	0.057423753812	0.04361694664	0.02291025189	0.0134356798	0.07863391331	0.235464979028
a31	0.226888565855	0.106728321367	0.129958039158	0.116551167893	0.071727201986	0.0238990872533	0.0692578251833	0.0141351704333	0.04600626945	0.194848395087
a28	0.204075160718	0.0524030545477	0.131784992913	0.170808133064	0.071040937546	0.0275076895778	0.121620592394	0.0192748447178	0.03509401579	0.166390588838
a31	0.192634028863	0.034501794236	0.133173825714	0.198807160141	0.080356365648	0.0263554547699	0.146290856218	0.0211779152126	0.0301824996033	0.136520099475
a29	0.180099327311	0.0230006456847	0.129702086574	0.22240645062	0.100526347355	0.0272866424873	0.131185132253	0.0256586472289	0.0383637279744	0.121770986174
a39	0.180175366224	0.0303638824729	0.131019167938	0.223788090433	0.113440707503	0.0456332959691	0.0824380077977	0.0237439560476	0.0610832341981	0.108314284041
a31	0.214756724661	0.0777102842096	0.0969059510793	0.193911951771	0.11097066465	0.051461258103	0.0550143410192	0.0179946318692	0.074688134126	0.106586058916
a39	0.214458841994	0.119697559977	0.0626953090131	0.156930324417	0.123473303037	0.0574572365503	0.0537872140864	0.0215541315964	0.0715372032953	0.118408879354
a41	0.206618475538	0.15208211928	0.0520044451044	0.127557498432	0.14695564395	0.0672489329528	0.0514855167488	0.0255798049455	0.0660868963251	0.104380668785
a10	0.224286689046	0.201823990096	0.0531618655481	0.100408254477	0.166602774251	0.0571631411576	0.0410709680429	0.0233849733445	0.0592329890217	0.0728643470017
a31	0.220206049182	0.219585022513	0.062682160036	0.103581609292	0.169405593959	0.0411790943525	0.0473343533676	0.0287431878442	0.0598571340406	0.0474257874472
a18	0.218725290694	0.181534661372	0.0678258012253	0.103711566497	0.164963997046	0.0303920475842	0.0608936445892	0.0373849723214	0.0706017025869	0.0639663132691
a31	0.222567287531	0.134973170131	0.0800208202884	0.0947319396323	0.134053203479	0.0299657794614	0.0646296157297	0.0525937588405	0.0816316186623	0.10483281809
a3	0.232056694777	0.102782860944	0.0852340221361	0.0856582561441	0.0994063620863	0.0346586753538	0.0704194225099	0.0645829981468	0.0854869086208	0.139713807097
a18	0.212564804326	0.083917471528	0.0790448953387	0.082102477448	0.0970439636221	0.0379756872513	0.0929263786366	0.0673507679156	0.0857816095403	0.161291944566
a31	0.202209764309	0.088552959776	0.0768741938062	0.090932163416	0.094330619154	0.0376832148438	0.0887756332789	0.0682131388985	0.0743553879734	0.178072925887
a23	0.197595576903	0.078134153292	0.0673750625354	0.0865885708053	0.0959684020913	0.0508131632413	0.0940639503596	0.0667191713595	0.0807442521178	0.181997688928
</S>	0.173541475552	0.066911580646	0.0592407463677	0.0788491859026	0.100924184386	0.0649828623207	0.11894153498	0.0683678266797	0.0952344580589	0.173006138264
