 	vuole	vuole	mangiato	caldo	</S>
a37	0.19078255987	0.18774426857	0.1958801816	0.34023430085	0.0853586603
a31	0.239839654115	0.186397134117	0.0960831295867	0.434470143217	0.0432099095594
a41	0.254391870916	0.106630420386	0.0767538227156	0.493474700239	0.0687491780459
a31	0.236391506481	0.105418771191	0.0799087441212	0.494244731813	0.0840362575153
a11	0.197132092342	0.147137324073	0.0996325752564	0.464613723138	0.0914842821184
a20	0.131664986754	0.168786454544	0.159117801952	0.407212728913	0.133218010886
a31	0.134919929518	0.178308426555	0.195310041451	0.355737028438	0.135724560495
a18	0.139998768439	0.171501289612	0.219954126417	0.362544466279	0.106001345032
a31	0.179762529546	0.169690647697	0.248372527272	0.30265501476	0.0995192850773
a20	0.201950059315	0.165904717032	0.221057370491	0.29097310492	0.120114749626
a21	0.189041280972	0.156617768544	0.192087769497	0.333848386973	0.128404784409
</S>	0.187161739086	0.162332900872	0.195438378648	0.324549277486	0.130517691805
