 	i	genitori	non	li	dimentichiamo	mai	</S>
a33	0.354497005127	0.05579661085	0.09333765569	0.082120262151	0.108438979426	0.132143593035	0.173665890473
a31	0.32564753931	0.0748301062767	0.106962263371	0.167586880665	0.160055600801	0.068888139483	0.0960294822981
a8	0.263762924761	0.104716910995	0.135639048518	0.25565609155	0.158893048788	0.0322003245448	0.0491316787587
a31	0.27447016799	0.0983543235043	0.148512227666	0.260245638119	0.159910902863	0.0225847808881	0.0359219813205
a8	0.295534874458	0.110342961417	0.141227485875	0.223460132068	0.164775029614	0.0278751353847	0.0367843852735
a31	0.336725833139	0.127812901338	0.149921701738	0.186724151893	0.117892949301	0.0320625583596	0.0488598926178
a46	0.329325721484	0.111278511149	0.149791536166	0.17934655302	0.105838556683	0.0565493463285	0.0678697707126
a31	0.326233236405	0.109901606366	0.146843141089	0.160759659193	0.106586356588	0.0725629681182	0.0771130306375
a39	0.328444601046	0.105785198993	0.142140767363	0.130842875716	0.0983551109293	0.105959871776	0.0884715700792
a31	0.304280006533	0.088815490755	0.141488694388	0.12616615961	0.11190541631	0.136772097789	0.0905721349597
a24	0.293603706224	0.084663920607	0.139401840823	0.09963353229	0.100743869637	0.167253518936	0.114699617853
a15	0.244323317233	0.0633966981923	0.137207567594	0.0837345014093	0.089984066679	0.233084782299	0.148269060418
a31	0.233268014656	0.0691337646121	0.143642853058	0.0988794543158	0.10204228236	0.223060971006	0.129972656673
a28	0.215140076519	0.083678451412	0.151969005226	0.106733759215	0.10392638772	0.217213252335	0.121339075424
a31	0.20921909734	0.0979440473653	0.150308012315	0.103023785254	0.105054804173	0.208543164112	0.125907101941
a18	0.204145515847	0.107345463862	0.156076022132	0.100412956734	0.105479891391	0.197521950037	0.12901819798
a31	0.206846286682	0.113355735514	0.157564071871	0.0985351158073	0.102332263997	0.185036000012	0.136330512993
a20	0.204201239361	0.118301421071	0.156449340457	0.0988293150224	0.101291853066	0.169509391137	0.151417456398
a11	0.19611491992	0.115337132644	0.149211707492	0.0990111660208	0.100427903489	0.184044521912	0.155852676933
a13	0.220063151307	0.117584457215	0.130679217604	0.10585824334	0.104604251296	0.173083309771	0.148127382711
a17	0.243638511769	0.114015988778	0.121744227375	0.110582892267	0.108075174432	0.154755891657	0.147187318904
a20	0.25862259859	0.106808735126	0.117786233832	0.110876677109	0.110493780144	0.145031528286	0.150380446301
a39	0.272064828197	0.106080132642	0.114768825544	0.10916674337	0.109151953381	0.138862494495	0.149905022767
</S>	0.286067120098	0.108217763821	0.114076199772	0.108067107685	0.106486875491	0.131628687247	0.145456256384
