 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
a31	0.0642932113359	0.01847233913	0.013566054371	0.048021585609	0.036120376798	0.046078275203	0.02749521835	0.03448498484	0.0372552881	0.02643939536	0.09097298917	0.05500448143	0.08586130334	0.07176990856	0.07160576516	0.032400683935	0.068944729748	0.085674433402	0.085538981909
a37	0.0241664487625	0.00792039977015	0.0138445077713	0.052006405213	0.0448748326307	0.0510024063849	0.03440480707	0.035815672894	0.0487594413873	0.0279047455513	0.0933386557773	0.0772382874627	0.138651165087	0.07560038502	0.0816410083173	0.018313082791	0.0335824907518	0.0695221045681	0.0714131509273
a8	0.013322852451	0.0116095335223	0.0136885001908	0.030054125575	0.0326316408336	0.0367079020022	0.0370022698767	0.0354445495433	0.0526754563518	0.0385995919964	0.0785329906344	0.120103064578	0.197595989896	0.0717783684733	0.0639461417924	0.0117071330103	0.0232102710348	0.0547048413575	0.0766847768209
a31	0.00746898141259	0.0122844598729	0.0119498685186	0.018524963949	0.0228715783679	0.0330460418681	0.0373833860789	0.0320512305858	0.0393770255193	0.0370187085001	0.0681338876461	0.131535350799	0.219648386565	0.0655928869378	0.0901828684068	0.00964246367177	0.0184848321391	0.0904376700205	0.0543654091417
a39	0.00589280618491	0.0109778314234	0.0096996553782	0.0177755831583	0.019232742288	0.031372707844	0.035196159569	0.0339501957419	0.0369145128664	0.0383869484134	0.0870462580954	0.131962869349	0.192303217188	0.0485304734926	0.109435951602	0.0113415815129	0.0164488346384	0.103944552713	0.0595871110386
a3	0.00903495830152	0.0217082263764	0.00800993342573	0.0223092116441	0.0183024214453	0.02581503452	0.0312349826257	0.0458007607073	0.0481730517355	0.0695416952045	0.134490954298	0.139769692183	0.157194306463	0.0464008255642	0.070312321274	0.0144692387972	0.0205736100389	0.0555155228318	0.0613432531737
a8	0.0121339319517	0.0268666506264	0.0109887345019	0.029386025668	0.0236293605151	0.0259665397507	0.0318431598552	0.0510825325691	0.0539556124452	0.0980384803348	0.133475295833	0.156672485994	0.126766145088	0.0424001875214	0.046692952078	0.0136002791886	0.0305073731127	0.0343147559298	0.0516795000679
a31	0.014630542054	0.0281373784299	0.014386935192	0.0292651986693	0.0227510479784	0.0290419224436	0.0308947102184	0.0534520788764	0.0633088722151	0.112152941312	0.132168975278	0.148146541998	0.0909794581627	0.0325906521938	0.0404553614127	0.0103365772142	0.0312998073008	0.0690277781267	0.0469732139473
a7	0.0143555575161	0.0244766670131	0.0123162726353	0.0225576571764	0.0240579630195	0.0422482222392	0.0399264895628	0.0618212012521	0.070982048605	0.117833254237	0.149362130759	0.123124599933	0.0635040221209	0.0255365070779	0.0382679863376	0.0116911825954	0.0421957792789	0.0776699555093	0.0380725083051
a27	0.0196651935374	0.0448098593244	0.0205736347251	0.0482756263255	0.0327351114998	0.0474802163977	0.0447397497109	0.059932342244	0.0665539914017	0.116630736546	0.137144297586	0.111543343644	0.0506090309736	0.0245215407326	0.0430260148992	0.0142060901591	0.0505844411428	0.0343214135685	0.0326473808569
