 	lo	sentii	che	arrivò	</S>
a11	0.36283625558	0.14388876863	0.10687828767	0.14302051245	0.24337620465
a31	0.244195942747	0.145603045663	0.195304035693	0.195916130045	0.218980865823
a28	0.225652968709	0.0900921411123	0.268754421816	0.191584267048	0.223916209008
a37	0.243612571676	0.0919020396888	0.274732321188	0.17376194994	0.215991127543
a20	0.302936807759	0.125759722696	0.221627076463	0.173160642613	0.176515749528
a31	0.376386686253	0.179118790699	0.139893908821	0.187288577918	0.117312018576
a1	0.425050824418	0.159615517882	0.0805341803403	0.204268148479	0.130531332379
a0	0.422007141406	0.13970965559	0.0507526445601	0.1931855436	0.19434503308
a17	0.364693387535	0.186652423423	0.0627076032334	0.193494831733	0.19245176454
a31	0.297648845645	0.211776676321	0.108588620211	0.217142263111	0.164843600027
a0	0.248162542882	0.204082591374	0.131035098204	0.23747517977	0.179244578476
a46	0.225242174627	0.201643884658	0.139386361268	0.22834383099	0.205383729092
a31	0.179515017209	0.202351548819	0.167263138556	0.228777848997	0.222092435964
a18	0.15709375147	0.202161097606	0.181618043185	0.216688515666	0.242438587321
a31	0.15502980289	0.188900958002	0.189259874395	0.219179683222	0.247629679774
a39	0.14763175563	0.173904931067	0.189043477065	0.232948949074	0.256470893925
a31	0.148657495143	0.170401969556	0.183527536622	0.245711483691	0.251701529042
a46	0.152236602781	0.167874460385	0.166219578874	0.26408926623	0.249580109681
</S>	0.15684829209	0.170715192193	0.145374145437	0.264135877615	0.26292651124
