 	la	pasta	vuole	sale	</S>
a31	0.29120615489	0.3144286763	0.060368015204	0.1627548299	0.171242301306
a15	0.34620835957	0.2827511661	0.112689936097	0.16105496774	0.097295546858
a31	0.324207144703	0.3025134311	0.136457964466	0.132542641441	0.104278778839
a13	0.253439031321	0.353918888033	0.0854551861287	0.157738567222	0.149448298893
a31	0.210499020714	0.389428407611	0.0706183097496	0.165065431621	0.164388833424
a6	0.268599203591	0.39639829847	0.0574269670365	0.125141139547	0.152434387728
a31	0.27048792113	0.376405836823	0.0569810353122	0.174880563289	0.121244618023
a46	0.209211510977	0.357778988941	0.0845415302707	0.236640793943	0.111827151028
a31	0.187933260192	0.341658893247	0.0973535099702	0.214544569176	0.158509753716
a46	0.174599686131	0.353660918016	0.10548299827	0.169858853761	0.196397544679
a20	0.17932835791	0.354257425339	0.11572101597	0.158846601254	0.19184660856
</S>	0.203629954955	0.34753902867	0.106414082135	0.144580151997	0.19783678918
