 	mi	si	gonfiò	il	dito	</S>
a31	0.348626999401	0.143199348953	0.207414756523	0.1597354193	0.11358037702	0.027443109777
a11	0.322005851497	0.087862083345	0.195232391579	0.145587919873	0.21477053798	0.0345412257037
a31	0.344843422939	0.070643827067	0.157310650929	0.134988189751	0.24924603316	0.0429678851506
a15	0.299937318768	0.0624969259977	0.196996857122	0.147781675404	0.24577598826	0.0470112375131
a31	0.238398040377	0.0523961603846	0.249571126523	0.165612285135	0.22456414882	0.0694582165732
a0	0.305001598617	0.0389684960049	0.22253369232	0.174691087245	0.16117536928	0.0976297388064
a46	0.302869993507	0.0283524903283	0.195569994923	0.220094951348	0.143371912927	0.109740666569
a31	0.266590828312	0.0415618317961	0.207893638598	0.221468998916	0.144583835642	0.117900885702
a18	0.219780073934	0.0562442524587	0.224407593413	0.249765221439	0.129289364414	0.120513505013
a31	0.166891896515	0.0629663008462	0.230526670298	0.276675151146	0.109623559365	0.153316420562
a24	0.131117418855	0.0698292268154	0.240704456646	0.272777152382	0.0931328508417	0.192438884171
a28	0.116590064698	0.0980542931985	0.256848904829	0.255383342794	0.0829181919672	0.19020518485
a13	0.118668261226	0.133814213493	0.253844099876	0.210857921598	0.0950639356691	0.187751543663
a20	0.153064713842	0.152515353764	0.240716809559	0.185444264133	0.091862748643	0.176396085868
a17	0.208506998161	0.163284427188	0.230843965853	0.160272051578	0.0759115297477	0.161181012469
a39	0.2363172375	0.157803219929	0.232548169951	0.146112014593	0.0771828009826	0.150036559916
a20	0.255916000907	0.139207579776	0.24141832905	0.139603386798	0.0786835398609	0.145171178619
a31	0.234034529529	0.132481935725	0.260221793817	0.143889601066	0.0817894315536	0.14758271212
a41	0.21571799213	0.127070919442	0.264129630806	0.146938404955	0.0924836686512	0.153659394887
a8	0.225086064663	0.125503565881	0.250308076002	0.145680195918	0.0971195097504	0.156302595696
a37	0.232144219594	0.11928071016	0.238671754401	0.146235613173	0.101717415183	0.161950267205
a8	0.236536826238	0.118620588053	0.224260010267	0.147416623791	0.102664541394	0.170501396508
</S>	0.225273712819	0.131480023026	0.218761242633	0.150797325195	0.100205354597	0.173482342854
