 	ho	cosa	a	fare	</S>
a23	0.25886871256	0.23048283837	0.16712680176	0.2461142991	0.09740732683
a17	0.255656349407	0.24396842937	0.177909005893	0.268229314767	0.05423688527
a31	0.238812483212	0.193522076677	0.157762117678	0.366467590656	0.0434357326171
a8	0.231073616234	0.142952541526	0.162768670806	0.397326096085	0.0658790915015
a31	0.288191431145	0.123432541715	0.170895392135	0.290042199362	0.12743844558
a13	0.328171371982	0.117243501205	0.150991900912	0.233244889654	0.170348343244
a24	0.326566633127	0.155057540802	0.117653147104	0.239415830285	0.161306849815
a31	0.365609360109	0.182917041951	0.0956965481013	0.220309635828	0.135467397872
a13	0.348225490236	0.163752502561	0.119325353234	0.222317391943	0.146379242357
a31	0.286560749212	0.149207473434	0.164410785678	0.207367400648	0.192453584786
a18	0.242396201271	0.168461464085	0.181847061893	0.201645972883	0.205649324062
a0	0.205831807224	0.184968517948	0.165637881964	0.255649908961	0.187911906154
a39	0.217181408141	0.177587032296	0.145816811321	0.288875849654	0.170538902185
</S>	0.230853301771	0.169678934098	0.14021358866	0.296759591827	0.162494582793
