 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
a8	0.0289148220247	0.0677054980349	0.0658186277399	0.017302813921	0.1868909032	0.2099654253	0.05224869628	0.141242825163	0.0897320794782	0.140178338757
a31	0.015464463858	0.042475472995	0.033457793544	0.0436386251433	0.319147541527	0.2151588985	0.0487593845467	0.140049800439	0.0453502479546	0.0964977775
a7	0.00743123652227	0.0291579478299	0.0167596132008	0.0572521998814	0.463370139969	0.167006976087	0.0572476925089	0.0943147551552	0.034038403552	0.073421035742
a24	0.00555012080636	0.0298691771112	0.0162282187236	0.0508957878138	0.49970202999	0.174070021996	0.0730129528096	0.0576036065379	0.024315410752	0.0687526827596
a38	0.00703633574812	0.0273433198604	0.0319111141279	0.0544314369846	0.453771474663	0.200102001179	0.0777636845232	0.0460804216526	0.0218439888453	0.0797162212237
a31	0.0119006951274	0.0387827682659	0.0414160466933	0.0392503886669	0.386902083888	0.196100984926	0.0850259836277	0.0465702964509	0.0534565225598	0.100594236445
a10	0.0334408481745	0.0570945178042	0.0306198943178	0.0229366430143	0.307798079029	0.212616022242	0.109521637476	0.0627523608636	0.0610279922966	0.102192036707
a11	0.0548955384728	0.0728784947452	0.0232351237859	0.0146613404314	0.250166783843	0.221886163481	0.156342380825	0.0978440706212	0.0295881468922	0.078501985479
a31	0.0560681536456	0.0674578458095	0.0169240360366	0.0082870374038	0.250062114314	0.194008114827	0.191979537308	0.12505445912	0.0319698224841	0.0581888966177
a20	0.0540337467479	0.0620336181383	0.0137426591669	0.0056745590546	0.267265677305	0.188600694009	0.185345994003	0.13743802522	0.043356587048	0.0425084577712
a10	0.048088351536	0.0800401092378	0.016015957529	0.00604898061153	0.250555638768	0.195228844136	0.170743045534	0.14009575794	0.0502173760027	0.0429659562771
a31	0.0336998439889	0.0741043226428	0.0140444304403	0.00610065752584	0.237920097856	0.194933852645	0.163598758045	0.14824760548	0.0802630730809	0.0470873609384
a21	0.0418984035274	0.0577708751808	0.0155154504441	0.00761909427728	0.219388789919	0.225839396082	0.156239554882	0.141521808927	0.0928306800423	0.0413759494421
a31	0.0552650799417	0.0564734762124	0.0242414570747	0.0171518061764	0.18107478734	0.229387506761	0.147149783094	0.139539581642	0.0956000642094	0.0541164782014
a20	0.0633176930962	0.0581888611673	0.0342370849316	0.0288346016561	0.15797778278	0.22662362532	0.146229667731	0.134703209014	0.0861670073585	0.0637204802038
a13	0.0756265581681	0.0659873871279	0.0416975451172	0.034841769832	0.167275036993	0.262795831773	0.142486045477	0.106979816005	0.0527379456548	0.0495720597093
a31	0.0687046243538	0.0644800782765	0.0515081715257	0.0475269031436	0.183382686331	0.237073992391	0.127824430092	0.102738414802	0.0632724061449	0.0534882915787
a41	0.0809652749239	0.0655847745138	0.0640151474552	0.0617693387875	0.173527750377	0.21503763993	0.116054165831	0.0953043850007	0.0650201497083	0.0627213754858
a35	0.110121972748	0.0650915722301	0.0689457709584	0.0692885434045	0.170930026126	0.217724934643	0.10734220681	0.0806819846002	0.0507209607961	0.0591520212839
a31	0.105775602013	0.0576784514141	0.0727392382368	0.0825323182855	0.176828667775	0.200080988214	0.0908407885633	0.0745200627334	0.0643847323956	0.074619140759
a24	0.0992818690987	0.0643075222503	0.0757754951696	0.0866511800438	0.172126952392	0.183353256071	0.0744308694811	0.0734383544445	0.0689792947954	0.101655193942
a37	0.101887325609	0.0719564937244	0.0762940471365	0.0836845415613	0.163630960597	0.177553354024	0.068214950027	0.0706849603482	0.0665281881051	0.119565171621
a27	0.0991943619143	0.0706711855903	0.0747175914722	0.0812523591071	0.161405641266	0.172534712675	0.0720045868757	0.0685086640494	0.068721698255	0.13098920462
a20	0.102165112283	0.0691221241105	0.0715536109507	0.078118748629	0.159752519755	0.168314086558	0.0815118174252	0.0709272431498	0.067388824485	0.13114591502
a31	0.0891873664783	0.0661709170689	0.0694620840702	0.0755163722773	0.164649543518	0.160348002519	0.0771928788617	0.0713719548499	0.0881589708557	0.137941921086
a37	0.0837254550428	0.0657838284261	0.0656238293567	0.0705144993434	0.167206759439	0.158505198706	0.0720449546072	0.07207242195	0.0947735301459	0.149749537515
a31	0.0887874582716	0.0633593310837	0.0623929192689	0.0664660012385	0.169374162413	0.152153882369	0.0715087488157	0.0808079691833	0.0886015439666	0.156547982723
</S>	0.0853687973758	0.0602738002654	0.0615335734494	0.0636271579003	0.175153342707	0.140914610584	0.0678736707278	0.0879124268916	0.0954730935103	0.161869521239
