 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
a20	0.20011504055	0.0256468062395	0.0974095528	0.1255950067	0.0679998964	0.04876121157	0.11421159009	0.113063309347	0.0723592081702	0.134838366578
a31	0.198368621395	0.0110060601565	0.1416953173	0.121988483493	0.050395083	0.0390231914153	0.0983244076667	0.206286970985	0.0690734819794	0.0638383703025
a37	0.208530343816	0.0114585428901	0.115432114596	0.0985722447243	0.0513362265333	0.0388818666038	0.0851324559989	0.233677462667	0.0781645236	0.0788142112224
a21	0.201353403159	0.0265924191903	0.066884512908	0.130047877808	0.0815807951778	0.0563811080213	0.117377936173	0.151443515052	0.0731334103997	0.09520502162
a31	0.20200349273	0.0321110699763	0.0452320436893	0.168599093803	0.0845318251926	0.0559073194071	0.140154280758	0.13850110436	0.0642002002899	0.0687595584405
a7	0.201893777547	0.0230561598957	0.0324762459498	0.173645562868	0.0697163145975	0.053797562469	0.179167647886	0.142675093287	0.0659441837873	0.0576274474535
a29	0.232627436456	0.0220586606375	0.0389685862499	0.187211255823	0.0671027817325	0.0526743406697	0.187164657669	0.103822966956	0.0567353847504	0.0516339351678
a31	0.242336931685	0.0189385723951	0.0454967492566	0.202493182408	0.0747816019775	0.0512487763366	0.158956916783	0.128436560117	0.0394557587095	0.0378549652154
a29	0.186857725362	0.0115744325143	0.0588326680589	0.207788399236	0.0924052256592	0.0666241102455	0.164262862208	0.140218885345	0.0395499272175	0.0318857875086
a31	0.151535648721	0.0173583653274	0.0762997290196	0.198087447912	0.111235831486	0.0992186948818	0.172506012863	0.0992930292161	0.0408252999195	0.033639953687
a41	0.12622724264	0.0206657107532	0.0726646665399	0.169859507171	0.126999287495	0.134424346094	0.162140907028	0.0852090675129	0.0571629620272	0.0446463142078
a18	0.134142702413	0.0183115956284	0.0576444314133	0.13483908299	0.134919744365	0.159644705498	0.141669151169	0.0854321581432	0.080785728068	0.0526107147687
a31	0.152503397138	0.0240247792873	0.0624371508378	0.119969923997	0.150032624055	0.148138327966	0.139555267343	0.0762948845054	0.0719348004009	0.0551088377583
a37	0.154121702646	0.0233559115203	0.0689618524126	0.119178731599	0.163145283952	0.123537704122	0.140858046481	0.0628362826405	0.0916247376603	0.0523797240961
a3	0.144285673482	0.0207978434801	0.0598517394709	0.1064900684	0.181947413851	0.123783691641	0.125609901227	0.0490213027128	0.13577989858	0.0524324517854
a21	0.136718566161	0.0281110139255	0.0697147630636	0.0872450504667	0.188777359484	0.12990895668	0.107701490542	0.049044169401	0.1493052054	0.0534734234951
a31	0.146523592587	0.0336539236665	0.0968776050612	0.0791849957556	0.154862582228	0.11712795496	0.105922053647	0.0803708551097	0.137928610907	0.047547836005
a37	0.138287063529	0.0370904510731	0.10219734182	0.0944341655185	0.141987947343	0.0973568827867	0.101245008282	0.0939649731166	0.144203212089	0.049232977455
a31	0.11170455011	0.0514695557192	0.09266316544	0.108410361106	0.141089028914	0.0888076238889	0.0867237386273	0.0927686193055	0.15881122257	0.0675521572583
a28	0.0887471310367	0.0663549222708	0.09128368938	0.127540827702	0.132891787171	0.081496038723	0.0864596673424	0.0851944304352	0.15803759939	0.0819939298594
a31	0.0819591231456	0.0737343044056	0.0860684305267	0.133044500034	0.12687600939	0.0758024487077	0.0843292537141	0.0788500506584	0.16886061273	0.0904752884665
a8	0.0800299561152	0.0963816190338	0.0889245349756	0.140169602278	0.118047337643	0.0644628217026	0.076543453338	0.0738983399328	0.177039892917	0.0845024538688
a31	0.0771111472384	0.108305474912	0.0827731013919	0.135332809093	0.106814983548	0.0570961779142	0.072704178346	0.0754910692043	0.194240027846	0.0901310388229
</S>	0.0810312412192	0.100741702088	0.0683562308959	0.112262813046	0.096726132504	0.0558160491771	0.071332514373	0.0927559657422	0.209943185523	0.111034171211
