 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a23	0.0738676786112	0.05682210241	0.16497318605	0.11499828662	0.0755881165	0.08794468613	0.026209326817	0.062265698052	0.0985995752455	0.081043337807	0.15768802226
a31	0.0548216002699	0.0501854028833	0.201780240427	0.128869989463	0.0862097183733	0.102281195303	0.053958412705	0.118785502699	0.0736325268842	0.071677802187	0.0577976222624
a20	0.043503344762	0.0697799711344	0.140437915686	0.0919122348103	0.0848431332311	0.146356032488	0.066837974105	0.139707677326	0.0746174549334	0.0841188306423	0.0578854387499
a13	0.0437328029073	0.118692778445	0.101136478629	0.0904527426701	0.0880908710437	0.153523011603	0.0491147829743	0.103382050589	0.0980584603045	0.0890480408141	0.0647679816633
a37	0.0495487798691	0.134931581682	0.109325193076	0.117279402623	0.0992609602812	0.109124697934	0.0453140371452	0.0879602835517	0.0953907038015	0.107507450005	0.0443569061211
a31	0.0549565063084	0.102844391727	0.089564039072	0.110127126314	0.0982280511071	0.077879605958	0.0577235000562	0.0798890831992	0.0869672314405	0.194009098668	0.047811352007
a43	0.0540125282815	0.0635417883423	0.0861100610707	0.087927007794	0.095003254469	0.0776741313593	0.0959594189707	0.0667144818597	0.0769291926535	0.248992949689	0.0471351636023
a31	0.0878813679098	0.0469909147141	0.0871459140502	0.0808706787473	0.090893546023	0.101572557433	0.146951458597	0.0570236483199	0.0671303986045	0.194179939096	0.0393595666408
a24	0.0896372161193	0.045054769438	0.0589610103301	0.0730836044624	0.085764266501	0.128624080028	0.19328748665	0.05234048904	0.0777212137882	0.154744372432	0.0407814903803
a7	0.0563128203064	0.0643467384127	0.04775830193	0.0732610415875	0.094151706227	0.161213414395	0.214325462639	0.04599777568	0.0818885568427	0.124316808631	0.0364273713508
a31	0.0763302029688	0.0594003605376	0.0508590323767	0.0782752469158	0.100040341956	0.15027314802	0.210146016636	0.0482215151933	0.0694722447009	0.110812416364	0.0461694738076
a13	0.0849705793229	0.0593987231125	0.0549736557256	0.0770873280386	0.108367245985	0.147430426553	0.204217495	0.0401387746311	0.0656409047403	0.0994540459213	0.0583208174625
a28	0.0700247191743	0.0798111940375	0.0534799639085	0.0743551844795	0.126963675395	0.191046758331	0.178604269531	0.0257192975704	0.0618249285601	0.0853845104404	0.0527854920342
a20	0.0760515105914	0.0850922030125	0.0513428365695	0.0759671101598	0.131956958398	0.219279555777	0.166654772312	0.0230671962835	0.0522478491887	0.0731493022801	0.0451907077114
a31	0.0766559422971	0.0726160206042	0.0603696785898	0.0930351687199	0.131084811399	0.190270779526	0.155557821154	0.0354715132478	0.0489011655182	0.0876465022267	0.0483906012771
a37	0.102143704912	0.0703915096681	0.0635991727966	0.100363947973	0.142381748733	0.160747210842	0.121021697408	0.0373448109826	0.0476799022194	0.0970027406756	0.0573235538524
a1	0.133280964704	0.0773912720227	0.0701644615322	0.107464262858	0.156033943578	0.177517048481	0.0935637066591	0.0274844178742	0.0388742335398	0.0644725738252	0.0537531136708
a28	0.138035090335	0.0668557898742	0.0717363122441	0.114138725153	0.153735966526	0.21027947996	0.0739069751485	0.0258764420914	0.0333015351133	0.0474473834084	0.0646862975436
a1	0.143682612612	0.0611613416914	0.0635798368814	0.113783564918	0.153695877775	0.225062298453	0.0597376669142	0.0279355510305	0.0327249208511	0.0431509326028	0.0754853951145
a28	0.143141287424	0.0622210634305	0.0627251984938	0.112994659506	0.158001586858	0.216099644818	0.0514757387584	0.0321938104102	0.034062283217	0.0420591288009	0.0850255972182
a31	0.111642697408	0.0568149067435	0.0690720869646	0.116916535569	0.163658806286	0.207586917873	0.0509188597623	0.0424024317567	0.0362381898857	0.048708738267	0.0960398246061
a20	0.0989372089893	0.0584111513812	0.0765190951882	0.122181124256	0.158551278362	0.187020751291	0.0506033226322	0.0514856379389	0.0397586308419	0.0590119735557	0.0975198180887
a31	0.0953192484031	0.0659970225737	0.0805902570627	0.117713107085	0.146449891187	0.165156918564	0.0499013132925	0.0543432835796	0.0426893926606	0.0703653579852	0.111474211627
a20	0.0816198744877	0.0668054301046	0.0803158956876	0.115972150095	0.140588771196	0.151841710988	0.0487065089179	0.0568439839265	0.0463924293335	0.0812296156617	0.129683637006
a31	0.0790318529626	0.0676707088749	0.0750842900692	0.106731741698	0.136945808399	0.147547569463	0.049993380728	0.0606590436422	0.0508680093912	0.0865666671539	0.138900939411
a8	0.0923311707609	0.071788896465	0.0704975163964	0.095529622566	0.129919889266	0.140216237221	0.0488062190887	0.0655654392141	0.0510017699437	0.0903959011846	0.143947363346
</S>	0.11571412124	0.0740829471325	0.0638919608982	0.087990741883	0.121564894333	0.13323991661	0.0459425928084	0.067721690307	0.0501977893719	0.0915391967923	0.148114178773
