 	un	forno	che	fa	buon	pane	</S>
a31	0.180410633779	0.17607105388	0.098273715	0.12323630995	0.056554018594	0.120300243	0.24515400804
a20	0.135209087107	0.190313008663	0.121702997223	0.143637469031	0.0744347285527	0.144256107107	0.190446583096
a28	0.11816049037	0.181008791692	0.13614671163	0.129195855541	0.0734289840762	0.211190955742	0.150868203781
a31	0.115706093845	0.223266857659	0.157490582877	0.117061207817	0.0563374066961	0.212205859147	0.117931997196
a18	0.156953801698	0.273767533609	0.150351958626	0.103718320852	0.040534630696	0.159858957882	0.114814804385
a13	0.214714965684	0.286205017339	0.126873080809	0.0892992231473	0.0388202533753	0.135017803827	0.109069658326
a39	0.296591771759	0.293102110042	0.10283051087	0.0568776541438	0.0552832134038	0.115389335942	0.0799253853687
a20	0.392845802413	0.26147121439	0.07678533369	0.0356799243706	0.0609915915193	0.106360435794	0.0658656694762
a31	0.342505990584	0.252524640663	0.10998000783	0.0463956764549	0.0885330623091	0.100129898378	0.0599307109587
a20	0.253167082184	0.254031055834	0.143369641743	0.064307606485	0.116398311463	0.110144116826	0.0585821771129
a39	0.244244770544	0.256167995625	0.139064720981	0.0703785490283	0.111249747034	0.110121934909	0.068772259631
a18	0.225209649941	0.266947066742	0.140419725794	0.0822327365428	0.101568398945	0.0960660459497	0.0875563614703
a39	0.19940525838	0.267867629981	0.140114392131	0.0889656947809	0.101598427715	0.0937905054632	0.10825807867
a46	0.171647065593	0.263740467594	0.149326353244	0.0956443335936	0.105172146038	0.103411639354	0.111057987503
a38	0.145621562798	0.255618910531	0.168663368281	0.102710050531	0.105052914813	0.114871614185	0.107461586501
a39	0.126436118399	0.244571181177	0.17839476516	0.112219985244	0.112119879138	0.119016392062	0.107241685567
a31	0.114718472	0.211096108992	0.162566450987	0.135319071881	0.141848724046	0.124731506687	0.109719669656
a18	0.1164181932	0.210260012197	0.161198123596	0.136404797094	0.143976389482	0.124590583562	0.107151889552
a31	0.1259018964	0.206641175332	0.159377369399	0.139642257765	0.129028873294	0.123517157854	0.115891241451
a41	0.129228266333	0.187171308777	0.151677848333	0.147156735255	0.131330632431	0.126657440885	0.126777739884
a35	0.130309836978	0.198487792926	0.162267036444	0.135901677485	0.128771123477	0.122539044228	0.121723469628
a31	0.139882140993	0.179230685909	0.147464258748	0.144345340228	0.132428785826	0.124631236409	0.132017543009
a28	0.142120810664	0.171772548236	0.142739295516	0.142272617143	0.128111688342	0.121320814136	0.151662220736
a27	0.149810542755	0.189417208745	0.152824449505	0.125064164381	0.124006101181	0.114983929712	0.143893598979
a13	0.170136889585	0.194460713582	0.151188471102	0.120584114794	0.125889733727	0.114394235837	0.12334583626
a46	0.167909611662	0.201156410527	0.161286920634	0.121746660931	0.125355166909	0.112650016212	0.10989521062
a24	0.165919526287	0.201116301509	0.165661536211	0.124100169644	0.124530729303	0.113041489804	0.10563023874
a39	0.176792102696	0.200848559836	0.164615653404	0.121261742281	0.123074068701	0.110819691668	0.10258817318
a31	0.175186138765	0.181344712612	0.153271884468	0.133671626494	0.129587810834	0.116719379623	0.11021844966
a11	0.169357320988	0.163327271137	0.143809963089	0.137345550498	0.134331603945	0.123132033874	0.128696259487
a31	0.166362940996	0.154201881646	0.13576694243	0.135410555833	0.134137094648	0.128834702625	0.145285886429
a21	0.155068815599	0.146196731949	0.130217081943	0.138344605944	0.139426590216	0.133535418608	0.15721075401
</S>	0.147214257299	0.154867337574	0.139144911972	0.129985773972	0.141055804108	0.131058729304	0.156673179305
