 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.0565260317504	0.0573520131001	0.04959694189	0.0255209442338	0.0806201809745	0.0763994738554	0.09905299678	0.07547479252	0.04414739592	0.14897028305	0.102314372853	0.061510737865	0.122513840119
a31	0.0252639514858	0.0654178004601	0.0558303465833	0.0262373162945	0.0730444354878	0.120585028253	0.0711989301933	0.0629303561867	0.08072995096	0.180520026592	0.115894410718	0.057794659455	0.0645527747988
a23	0.0113126285457	0.0403622465447	0.0375391485044	0.0207167897647	0.0563342504466	0.134685563128	0.144057117531	0.0800116371289	0.135977265193	0.156323794473	0.0880404702727	0.0560535917083	0.0385854670337
a31	0.00446828529091	0.0165371642864	0.0160026153097	0.0178865760717	0.0489755332415	0.104392603896	0.14816483859	0.103583664752	0.124319446044	0.118330281271	0.197892268024	0.0667535759261	0.0326931154722
a39	0.00541742094908	0.00817379846531	0.0125973958422	0.0168674038514	0.0589823344025	0.0917556762524	0.0736923404767	0.09115515056	0.065352199668	0.10145618877	0.318389448275	0.121113079142	0.0350475501161
a8	0.0257215344451	0.0115438771615	0.0282066659681	0.0260968149727	0.0946117498675	0.0798534756508	0.0525153734522	0.0758004822	0.038534029656	0.08595971439	0.257970155958	0.170293175647	0.0528929535707
a31	0.0294745428662	0.0110340856661	0.0319712821047	0.0290002216722	0.0865305380958	0.0735828809503	0.0398144047747	0.069464077844	0.0269679397253	0.0747722904613	0.310618908919	0.167015446016	0.0497533818409
a13	0.0181292943241	0.0152528421164	0.0445607172236	0.0338946854219	0.0590481624786	0.0711954945734	0.0321887738156	0.061105409982	0.0209290111151	0.0864464020184	0.34086167304	0.181156472679	0.035231071731
a31	0.016952043762	0.017968251091	0.0502719272879	0.0342894348751	0.0493908900129	0.0704530043011	0.0293054346652	0.0565865571333	0.0196080410424	0.0879011564061	0.323414938013	0.2111469481	0.0327113901903
a46	0.0195892083549	0.0248936873202	0.04847523674	0.034839487468	0.038362715191	0.071371400727	0.0312630355551	0.0561703183271	0.0272389314048	0.079676817782	0.317671913558	0.220092214267	0.0303550340368
a35	0.0289540084746	0.0390846150239	0.0690299455613	0.0496624079292	0.0346262964637	0.0780720328623	0.035483175825	0.0549614429297	0.0308947699616	0.080208221354	0.257576548739	0.211312671922	0.0301338515123
a24	0.0304645829615	0.0433840421286	0.0753200342178	0.0502506282973	0.0306700354866	0.0818832681188	0.0331969694557	0.0579316178479	0.0262885377205	0.0732783737313	0.3014715559	0.166428182534	0.0294321598348
a18	0.0283555017985	0.0573925467495	0.0678667730193	0.0420989199871	0.0295131021115	0.0773493851983	0.0259851542639	0.0652026420204	0.0299230435068	0.0700853710104	0.346260377087	0.131119215765	0.0288479607669
a17	0.0278599910462	0.0775597347698	0.0577716539331	0.0374574202844	0.0342785974078	0.0776576200505	0.0280217511637	0.0788392673771	0.0394414588423	0.0696339884035	0.329068793829	0.111817712762	0.0305920059323
a43	0.0277087228374	0.0904850937053	0.0607650930017	0.0392468564335	0.0396372524913	0.0876270628266	0.0373906953076	0.090778373995	0.0496444445274	0.0628019622678	0.292370133276	0.0951417455007	0.0264025661361
a31	0.0274593364225	0.0949133785238	0.0580550742379	0.0512620978345	0.0611387637658	0.0942889429215	0.0583129308179	0.0943945143511	0.0538772212825	0.0625052056893	0.245054958825	0.0770914702002	0.0216461129787
a20	0.0243210907242	0.102446687268	0.050207670586	0.0568912532782	0.0714974479219	0.0971724526872	0.0681489535393	0.0998662631637	0.0574610856608	0.0608159665631	0.213693222675	0.0734746774667	0.0240032368796
