 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
a39	0.0298662665705	0.0511652364402	0.0147190306257	0.00684582772706	0.0220525498434	0.0689682108007	0.09302597203	0.12723228133	0.027912440403	0.06298252788	0.12701192466	0.05501541391	0.09155376342	0.097142180197	0.0292218803973	0.018257578128	0.0770269500732
a31	0.0405180573227	0.0597433387525	0.016656875322	0.00549087713199	0.0128409030251	0.0463225897738	0.143376308061	0.142589855437	0.0331930039317	0.0715965016264	0.149601457817	0.0635134418267	0.0444804606827	0.103789325053	0.019746641251	0.0158686665421	0.0306717167209
a20	0.0454937626702	0.0675118163406	0.0198082083561	0.00781352397413	0.00807323800335	0.036766146518	0.122388899478	0.0932958684654	0.0691838788479	0.0845811688085	0.12943405943	0.110717774339	0.0485067902036	0.101278560109	0.0181974509097	0.018633352025	0.0183155072106
a31	0.024397073952	0.0313413635979	0.0134265458018	0.00915676284323	0.0044889190798	0.0253181072812	0.058661917108	0.0761209239949	0.0786790216226	0.101362439003	0.10069054731	0.136263224746	0.0900545396505	0.0952184633542	0.0427947856284	0.0923533523899	0.0196720201015
a21	0.0133549406713	0.0155947443567	0.0111241371703	0.0108369122235	0.00772726979964	0.0241440386103	0.0470394405913	0.067713198625	0.0695991626742	0.093933160601	0.08272594047	0.122744811882	0.100331930079	0.0848597705027	0.0722917965415	0.143620345353	0.0323584186728
a31	0.00872428198895	0.00893148168169	0.00943825786042	0.0124946186701	0.0084958671082	0.0224836693675	0.0371116498838	0.0587121172483	0.111150318203	0.0963120660337	0.09482212799	0.107943640761	0.074065876733	0.0669814263656	0.11752427219	0.12413805842	0.0406702978
a13	0.00419386095177	0.00376197921596	0.00476066443486	0.010074472871	0.00510130039695	0.0166467772008	0.0316336976613	0.0520580345294	0.125070013019	0.0933539560179	0.10881105035	0.0914793379203	0.0499122790643	0.0452844505539	0.166695873504	0.151476470375	0.0396858078639
a8	0.00783812774206	0.00363400570232	0.00599108245669	0.00959306427367	0.0139537667871	0.0379585374454	0.0557748840298	0.0521667153258	0.106508709411	0.076293042846	0.10937470255	0.0660485815401	0.0318543042948	0.0710869858996	0.145094877297	0.170055048489	0.0367736011195
a24	0.0123137491194	0.00531054449277	0.0124570447402	0.0145515498409	0.0244318635754	0.0591907626851	0.0690134219706	0.0665696911609	0.0913451769083	0.0568539728887	0.0870731130833	0.035849504196	0.0252832629383	0.0780421196295	0.176253300174	0.146339092138	0.0391218591292
a8	0.0122811419048	0.00542255263492	0.0148680578047	0.0173024331442	0.028028616174	0.0605021128639	0.0686274873202	0.0839029756632	0.0689597093388	0.0501009450029	0.0771792739544	0.0302328293413	0.0299477572528	0.0755647438498	0.204320352118	0.123556255721	0.0492027681261
a31	0.0154627501449	0.00457121035364	0.0147279678522	0.031161721169	0.0269589767454	0.0516543122927	0.0782228570187	0.0755208696877	0.0590873585423	0.0611377318876	0.0751372188581	0.0381348400871	0.0400310557176	0.0977561456099	0.191284037199	0.0921582230137	0.0469927318174
a29	0.0146556318998	0.00487518967521	0.0149050533799	0.0363276320477	0.0185628819334	0.0332390263748	0.0626665830556	0.0646836111292	0.0749778869941	0.0877559774825	0.094388576686	0.0470948455557	0.0512812659992	0.0998361022233	0.202194714266	0.0557722389779	0.0367827803245
