 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.0413669605952	0.110382687028	0.10969601463	0.170591860064	0.1167651225	0.24799496591	0.148343611122	0.05485879228
a23	0.03090040979	0.155852070801	0.0977415575905	0.174372144203	0.119026928574	0.248467089036	0.13495669019	0.03868313516
a20	0.0366859961752	0.175254781886	0.090688804731	0.231521028293	0.103487878181	0.153274292378	0.113737547394	0.0953496990267
a28	0.0461925475517	0.172292001915	0.100242641226	0.212313283075	0.0805643075642	0.0946412296593	0.165014940967	0.128739055636
a31	0.0645122976859	0.256711470232	0.0889887133735	0.153435525957	0.0693618053411	0.0617326374178	0.184475069938	0.12078247531
a17	0.093845753932	0.240632437258	0.0996704425803	0.114356443711	0.0680672831037	0.0561859103039	0.215597890532	0.111643843887
a31	0.103198548609	0.15112381632	0.15150392816	0.099780655316	0.0742842943264	0.0678582532346	0.255312068247	0.0969384440637
a19	0.0708517194975	0.0934491118067	0.186872875887	0.152376279472	0.0823455874421	0.0720578378782	0.253312676142	0.0887339242572
a31	0.0539160263394	0.0670508024089	0.175072300482	0.187637834857	0.107681333281	0.0885086112927	0.241806943616	0.0783261661391
a20	0.0464893456725	0.0581169998696	0.210733369627	0.205282607019	0.124229754027	0.102544795431	0.180754626405	0.071848513633
a31	0.0469469862738	0.0530192984232	0.212759213742	0.22080161274	0.132662352076	0.0973163604103	0.146703681535	0.0897904953977
a20	0.0562360529431	0.0570089110811	0.178079577781	0.231705767913	0.142477841025	0.0964021019034	0.141332997312	0.0967567427116
a31	0.063595664283	0.0581477631337	0.165666364927	0.245245764438	0.136374545208	0.0919185102011	0.126575318837	0.112476060184
a20	0.0735316257895	0.0697007202112	0.139538405309	0.238798718679	0.124973882669	0.0990525961737	0.124242026706	0.130162025193
a24	0.073282356211	0.0800216177197	0.151597067503	0.265800779826	0.0968843593563	0.0897563751512	0.103553189595	0.139104266646
a31	0.0846695882573	0.0884907781292	0.145450669568	0.250186257942	0.0850113887854	0.0688445771704	0.090146197865	0.187200546726
a38	0.10417335969	0.107603362043	0.126031411523	0.236205843114	0.0760961899951	0.0730556230701	0.0784249352883	0.198409279201
a31	0.1333475135	0.119430012541	0.117468513108	0.234101605238	0.0606183241317	0.0680029782634	0.0693776747628	0.197653387224
a28	0.155448524506	0.125268741087	0.110580046303	0.217430557813	0.0544436085772	0.0774161891878	0.0629763727609	0.196435957173
a20	0.148625508461	0.134737948749	0.110855496701	0.218690862938	0.0496911175924	0.0862712074959	0.0632122041603	0.187915655979
a31	0.154322229817	0.123012217363	0.1123182841	0.230136890313	0.0498976200641	0.0684856875053	0.0667153249468	0.195111761937
a24	0.158935459822	0.129195322054	0.1105220171	0.219748278238	0.0549127492214	0.0703679151884	0.0688079026756	0.187510369531
a8	0.140675195959	0.129077984431	0.109742688567	0.226283243146	0.0568480687405	0.0734275191228	0.0755463326585	0.188398979997
a38	0.123005595922	0.10925156489	0.117510913589	0.247737935649	0.0582975111802	0.0633564540609	0.0812613905862	0.199578633732
</S>	0.114821984109	0.103408804945	0.125001506795	0.253225461325	0.0609372045901	0.0602476004305	0.0812778481931	0.201079573388
