 	lo	sentii	che	viene	</S>
a43	0.3261105746	0.201097134	0.17623670556	0.2210852736	0.075470308326
a17	0.393396953267	0.201612048667	0.140230725627	0.229833389267	0.034926894882
a11	0.411141910489	0.133028351682	0.141928139809	0.283726596556	0.030175021054
a31	0.28452726623	0.126018942554	0.25294193947	0.308183021165	0.0283288487913
a46	0.25278696941	0.164441038145	0.282201355357	0.280277181702	0.0202934657544
a6	0.28803113507	0.219939102102	0.227669952186	0.241846435167	0.0225133814088
a31	0.292410072157	0.274295013927	0.198553213302	0.215897210769	0.0188444889563
a15	0.333764339252	0.228525568536	0.182075197914	0.223137227503	0.0324976708854
a20	0.358260684617	0.168238572939	0.188937409878	0.219753197368	0.0648101433085
a31	0.270755593739	0.215846002866	0.227695874559	0.209319532589	0.0763830057428
a17	0.215018020313	0.237731004642	0.23365642712	0.22978244833	0.0838121146609
a31	0.177716347971	0.242420468214	0.24280906804	0.239756921043	0.097297196687
a13	0.156731991924	0.238997394405	0.25322190168	0.235410705548	0.115638001496
a39	0.162037882641	0.246369521002	0.23946432856	0.209170377183	0.142957892699
a46	0.157047119147	0.256776310334	0.22543809072	0.185268715061	0.175469774166
a31	0.142423465916	0.246139630045	0.209555072107	0.211756096754	0.190125741522
a18	0.130244736772	0.225475655682	0.211214494036	0.224431076651	0.208634044374
</S>	0.134030501386	0.204855354141	0.219539047018	0.208511431325	0.233063682387
