 	il	morto	vuole	pianto	</S>
a31	0.21500263287	0.29918502808	0.08804319245	0.20371102253	0.194058113415
a28	0.191143319797	0.325496584778	0.124854652465	0.20226267095	0.156242770757
a17	0.206547693015	0.355082530837	0.143429044413	0.134323462623	0.160617288111
a31	0.187391368088	0.394141267426	0.114165321734	0.161023805508	0.143278260147
a20	0.188681486303	0.458444921709	0.066945704826	0.171976053156	0.113951838574
a0	0.195690011543	0.462318149203	0.0598353765367	0.180211683005	0.101944778333
a31	0.17702665816	0.436084285601	0.0821480250722	0.192306583002	0.112434448644
a13	0.149494022737	0.433576892867	0.0964510120241	0.201662297001	0.118815767681
a6	0.102764229192	0.425852999356	0.124078366581	0.2386073224	0.108697071394
a31	0.0989852105347	0.393556786852	0.13605651338	0.261500961733	0.109900506431
a46	0.101781511412	0.355177210284	0.15805383878	0.271471861911	0.11351555641
a37	0.112171719413	0.343931823961	0.16786514366	0.25469883137	0.121332471137
a31	0.137270919705	0.357090190654	0.135477892307	0.218693046857	0.151467945446
a46	0.133727274416	0.327885112151	0.138612969922	0.221862209619	0.177912446749
a31	0.156568170539	0.30752639665	0.139040572114	0.204076572806	0.19278830143
a46	0.173264440506	0.294137506217	0.130661395138	0.197730628202	0.20420603379
a8	0.176940962375	0.285218327406	0.130520633339	0.214649182134	0.192670900863
a31	0.201026351518	0.306852939802	0.133361542544	0.181757217445	0.177001955554
a8	0.203510439466	0.303330125067	0.129936848345	0.177830777948	0.185391814918
</S>	0.200043862163	0.288724462234	0.122247324072	0.195468916674	0.193515439359
