 	Valeria	legge	il	giornale	</S>
a31	0.38432583865	0.152005957556	0.0915119103	0.2315883053	0.14056799488
a39	0.318708497523	0.132191815769	0.130105832343	0.281106616252	0.137887256954
a8	0.267932039301	0.117127418036	0.162917288558	0.310491654641	0.141531612238
a31	0.30363714594	0.176493265913	0.126424686053	0.27372839539	0.119716525782
a11	0.429115496755	0.173299760305	0.082277931631	0.231718186748	0.0835886517853
a13	0.491573142848	0.152993903768	0.131576776957	0.175864266448	0.0479919336171
a31	0.484357965464	0.180042919413	0.147451839529	0.145239344108	0.042907948657
a18	0.542055767775	0.156884741068	0.0979187955997	0.159182239731	0.0439584592237
a37	0.611890652105	0.112994366191	0.0786239584466	0.144238545462	0.0522524697879
a11	0.643588926542	0.100736554622	0.0730513302889	0.108773662072	0.0738495212093
a41	0.659973125687	0.0919325146293	0.0697274459563	0.0932319386411	0.0851349814591
a14	0.649846878762	0.0931663343191	0.0721978878454	0.0920346995692	0.0927542041224
a31	0.597281009921	0.0891206830604	0.0931013003051	0.11713300208	0.103364008767
a35	0.53495631064	0.0967621914575	0.111214487552	0.150315671569	0.106751324276
a31	0.458344655547	0.120969104086	0.115044955851	0.17460292397	0.131038327025
a41	0.388424307182	0.140242148095	0.12372151915	0.18390876459	0.163703233742
a31	0.316232702661	0.173283853765	0.132417241583	0.20229056733	0.175775618847
a35	0.230106489154	0.177775645922	0.141393430661	0.23830198151	0.212422444549
a31	0.204274151718	0.178365711974	0.14256000062	0.24775111417	0.22704901485
a8	0.183151050839	0.180584651325	0.14234596854	0.26182062439	0.232097705217
a20	0.186948438213	0.152205193775	0.142104553847	0.27005766013	0.248684165339
a31	0.208247703071	0.161322132592	0.145222487949	0.257233357377	0.22797434198
a37	0.196474070357	0.168492121397	0.147902673316	0.266475260459	0.22065588786
</S>	0.191596533179	0.158872052499	0.142367486658	0.27685808723	0.23030583943
