 	avete	cucinato	le	verdure	</S>
a31	0.2519795362	0.2891122642	0.2250168518	0.103016701088	0.130874640464
a46	0.275317624713	0.237367217453	0.21919069376	0.168645888755	0.0994785693373
a20	0.267205255871	0.19983306532	0.206279063367	0.255164610852	0.0715180129524
a31	0.23502616241	0.221868840755	0.188344898009	0.272451432715	0.0823086728841
a17	0.270342300623	0.222427125918	0.151892882603	0.247241794229	0.108095901695
a31	0.320144963028	0.247398150973	0.133864181001	0.17466730149	0.123925408532
a35	0.268076442876	0.278180890724	0.157194895734	0.134076536883	0.162471233711
a31	0.247015674492	0.251588054908	0.165425583245	0.122447140628	0.21352355457
a46	0.225853689031	0.228436749969	0.177247221215	0.151671325943	0.21679101719
a38	0.199593706477	0.205844029323	0.180667388805	0.213638314981	0.200256557397
a17	0.209268835559	0.175276563974	0.157801124802	0.26600233646	0.191651128666
</S>	0.20307629198	0.168166207787	0.151811691801	0.28496495993	0.191980828633
