 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.18074990393	0.19066853129	0.1899049362	0.124866769951	0.172117969841	0.141691903182
a31	0.229101789163	0.177328276233	0.240513073127	0.08531383119	0.191420610441	0.0763224241183
a24	0.261938332641	0.170765869187	0.226362610516	0.043808930876	0.26149939642	0.0356248585628
a37	0.280124733751	0.188358984302	0.189290649272	0.0366622919127	0.273820163047	0.0317431930993
a14	0.338762960199	0.150707415994	0.186436393824	0.0475281232976	0.235822874116	0.0407422364244
a29	0.408544677526	0.105335002158	0.190352382408	0.0632176477772	0.181703711332	0.0508465641681
a0	0.453304064768	0.0799272770793	0.171339918169	0.0869828909004	0.148608682551	0.0598371658227
a29	0.477276009888	0.0735525763864	0.143600683956	0.105577558869	0.12088915329	0.0791040411409
a20	0.459468640263	0.0788651714621	0.128622705785	0.117072544616	0.107119476223	0.10885148228
a31	0.376240196588	0.0986265744207	0.113175615328	0.138769308912	0.162790696108	0.110397619333
a24	0.297593561196	0.13238306434	0.116301151843	0.148383926944	0.196233816436	0.109104483511
a46	0.224061424332	0.174052389247	0.160032241148	0.152639714848	0.172149752212	0.11706447677
a31	0.213192230377	0.174654795282	0.175555291316	0.159346365283	0.164463626337	0.11278768883
a0	0.223507673392	0.190422430894	0.182492574572	0.139903139628	0.149777959446	0.113896220117
a20	0.189795033064	0.207760141898	0.218784465124	0.126720315009	0.129371775482	0.127568265039
a31	0.183859780688	0.153474821766	0.222713466641	0.155400027003	0.144424216894	0.14012767688
a46	0.188992636629	0.153912776122	0.198978225014	0.160436404668	0.147979168698	0.149700784093
</S>	0.195472361415	0.184643168061	0.185578649707	0.142425500834	0.133114645749	0.158765676547
