 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.08026468742	0.11498090844	0.16749923564	0.1933349117	0.04032766508	0.150159610302	0.139201732214	0.114231263905
a31	0.0504107999433	0.0790734205133	0.213209504713	0.274177678367	0.0311429117373	0.110281255171	0.185202060139	0.0565023718735
a21	0.0251079647778	0.0735690879958	0.295252365127	0.244281223389	0.0212739769104	0.0637431770408	0.234436693605	0.042335510578
a28	0.0367763584866	0.113350020257	0.356301227918	0.140753373996	0.0212091474148	0.0422323355947	0.212329678557	0.0770478668303
a35	0.0656961426229	0.148165542706	0.323438480619	0.0981696629987	0.0230298730876	0.0345464452942	0.192847264627	0.114106595868
a24	0.076926359541	0.214005887189	0.260496600433	0.1032669624	0.0249089248423	0.0401852869041	0.170772296156	0.109437680921
a46	0.0893988201403	0.256380597196	0.191383773271	0.13511341936	0.0445877022305	0.068916110676	0.136844931119	0.0773746369337
a31	0.104024045513	0.289739321065	0.134339466344	0.153022356347	0.0577756000988	0.0905262882647	0.11940386368	0.0511690521312
a24	0.118146013704	0.260353453488	0.0988727701347	0.166489932316	0.0549492060089	0.107938750796	0.140481057027	0.0527688041304
a46	0.127436088035	0.146273793129	0.0828768268182	0.200378506839	0.070366033383	0.137678413532	0.161617277742	0.0733730378101
a20	0.116491578878	0.0898227348763	0.0719237125794	0.236492840013	0.080281459061	0.143801314111	0.159122285247	0.102064060837
a31	0.102107193679	0.0939692917588	0.0540552264598	0.275799395138	0.0779438219137	0.129940720617	0.154143125616	0.112041222299
a6	0.095419714933	0.116658924966	0.0424864095533	0.275903333446	0.0809000169312	0.115900410986	0.151570802739	0.121160381653
a20	0.0851340060577	0.123425202302	0.0468461603844	0.243911338882	0.0858635390437	0.120287140129	0.145882559246	0.148650053884
a31	0.0692135092392	0.102800932367	0.0461225403281	0.254704021227	0.106846725215	0.138927790576	0.130788531215	0.150595972828
a45	0.0700330704731	0.0950980911557	0.050240792776	0.315531884809	0.120637379072	0.130400941259	0.109538559205	0.108519321243
a20	0.080303793711	0.115048994752	0.0646051131253	0.292556235736	0.104339336357	0.110315594686	0.114799030402	0.118031920181
a31	0.078908571717	0.116061132557	0.0580310023751	0.256882198512	0.109774663386	0.111758725229	0.111674531467	0.156909159107
a46	0.0818935993257	0.113852825559	0.0593333880584	0.258967359837	0.110120509529	0.10237014501	0.107903722556	0.165558423216
a31	0.101079167155	0.12681594821	0.0658714665728	0.244699567812	0.097929531843	0.0851495740033	0.103469975252	0.174984755852
</S>	0.112391928008	0.13095158064	0.0616779660164	0.242836964706	0.101839189522	0.0836025950017	0.091423096126	0.175276683596
