 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.07412432679	0.160310444636	0.0740451494	0.11685728619	0.07206155876	0.0326342954	0.12838785516	0.16944226326	0.1721368323
a46	0.051731352172	0.15657943312	0.07474740574	0.14095140901	0.103843008093	0.0457232929933	0.12272525128	0.213313287241	0.0903855768118
a31	0.0297581967993	0.0959190184073	0.0827016944133	0.14959278679	0.159412983478	0.0793599279311	0.11146415588	0.213725416661	0.0780658340491
a27	0.0271424660291	0.0984071339014	0.149478420498	0.17661373943	0.146737374939	0.0741584375104	0.097805722648	0.174297294814	0.0553594112781
a41	0.032798658239	0.109380449679	0.174331712666	0.207633345103	0.146274147513	0.0457528498368	0.056132900304	0.194601209318	0.0330947289011
a1	0.030524679973	0.0759084360223	0.133115566675	0.234287194928	0.157573196971	0.0378602948789	0.049242981568	0.254842886471	0.0266447714386
a21	0.0388376007777	0.0780720343874	0.130472661378	0.239431545776	0.129898622524	0.0389016634263	0.055700165056	0.257007582775	0.0316781330711
a31	0.0517728217659	0.118240738976	0.144116950993	0.217995946125	0.124701239741	0.0466201823621	0.0704331124853	0.190666741518	0.035452263837
a13	0.0471902339353	0.112800277512	0.144056247024	0.246427064575	0.135373390547	0.0413821842074	0.0657382877464	0.166309654509	0.040722645419
a31	0.0757437310651	0.0981078831373	0.136149000035	0.229836902318	0.147284556782	0.0373637083358	0.0593345606335	0.164531598086	0.0516480524663
a41	0.110894787895	0.0932151578124	0.139428549478	0.214903025566	0.145760322794	0.0461861258453	0.0617214395445	0.137347785529	0.0505428003554
a35	0.114913494685	0.0853926846908	0.138795942493	0.231410490189	0.117385678598	0.0565864366818	0.0577451261348	0.141018090676	0.0567520479851
a31	0.129183404668	0.0802452684503	0.126599703831	0.18186559773	0.108480959599	0.0611658750273	0.0729265711983	0.150848073759	0.0886845314617
a14	0.128666407049	0.0776715684301	0.12194467361	0.162951303243	0.1087790616	0.0813945392758	0.0880259092794	0.133626125513	0.0969404024206
a28	0.130046900223	0.09031731673	0.127163182803	0.175668421748	0.1010212492	0.0946524282253	0.0875664020465	0.105353223211	0.0882108822069
a31	0.149237867894	0.0879449901367	0.130698835468	0.148220668916	0.0886657940667	0.0830161084084	0.0903168138222	0.104807160764	0.117091774602
a0	0.149328092805	0.0935612081856	0.133637195489	0.134666515305	0.0885684396889	0.0841467300028	0.0942619879274	0.0988531806547	0.122976654067
a31	0.149024576975	0.0953186231485	0.13201226263	0.130068090302	0.0951205236296	0.0833239496009	0.0940695486291	0.0941989435049	0.126863478022
a46	0.152141220412	0.0995439453162	0.13126479421	0.125536397167	0.0939697485432	0.0770891278003	0.0919790131897	0.0894155165683	0.139060229074
a17	0.147806588584	0.111470156905	0.118091589003	0.133453595522	0.0980685766477	0.0768984414001	0.0927028764432	0.0829960021894	0.138512159091
</S>	0.145997077132	0.109343888453	0.104039998401	0.131476949661	0.101386070624	0.076708514	0.0967258668216	0.0874452424947	0.146876378046
