 	prima	di	andare	alla	scuola	</S>
a7	0.136071716852	0.35026051952	0.252224657764	0.039522271182	0.175515320239	0.0464055316902
a11	0.151564575185	0.430114395073	0.271381920355	0.0218470978473	0.106421652348	0.0186703378817
a43	0.152629709152	0.354811585758	0.313360756338	0.0377869235838	0.119068298652	0.0223426988894
a20	0.179723738136	0.278352513119	0.310297294099	0.0528499427306	0.152554880311	0.0262216446351
a31	0.183226562956	0.295854118306	0.296759828466	0.0469179159075	0.155527731548	0.0217138735797
a20	0.175068191209	0.335186869302	0.229348883709	0.0518423221332	0.156375919027	0.0521778338636
a31	0.17661368787	0.368634474167	0.169268652623	0.0589367634577	0.14837301535	0.0781734121522
a20	0.173434719157	0.364313185189	0.136652739628	0.0665219825026	0.136151001117	0.122926383038
a31	0.185100343452	0.315070020863	0.110866236129	0.0805259982709	0.138289909832	0.170147499466
a20	0.193414670884	0.271382144954	0.0986978293097	0.0853695264236	0.149885097544	0.201250735155
a31	0.191274835628	0.215295983985	0.0761713761699	0.0818772132745	0.165703589515	0.269676997718
</S>	0.186951021814	0.183208122493	0.073224783685	0.0804268101373	0.168909391257	0.307279857859
