 	il	lenzuolo	vuole	lavato	</S>
a31	0.19681796	0.31670109963	0.044495980638	0.2171809746	0.224803970393
a7	0.137782916167	0.350111726177	0.0562376996187	0.292396361067	0.163471294953
a31	0.143333506956	0.321766206439	0.0616563850036	0.353026076556	0.120217828229
a0	0.137587535311	0.230744702693	0.0491998913685	0.432137542185	0.150330335141
a17	0.077976235295	0.252268029691	0.0398618481495	0.435277449395	0.19461643516
a13	0.078853136231	0.364578158177	0.0329481085525	0.345295452598	0.1783251251
a31	0.0906215870103	0.341701726326	0.0401658867415	0.377333827666	0.15017695678
a17	0.0748797119368	0.244276733289	0.0754621036998	0.475775542755	0.129605912993
a8	0.0525385246989	0.199878246276	0.122675253439	0.492484761518	0.132423223698
a31	0.0646105230196	0.179780020825	0.135358559283	0.449196201573	0.171054699213
a24	0.0939489874332	0.200514683255	0.138812231768	0.392383914524	0.174340193071
a46	0.145642023571	0.233790899865	0.143326737816	0.338466764708	0.138773597624
a24	0.211995937904	0.232189637222	0.136740942999	0.301642640769	0.117430856475
a37	0.235423873995	0.226106670741	0.137378995493	0.28336176159	0.117728690158
a31	0.193496121512	0.196938621647	0.149933686191	0.302443173197	0.157188378053
</S>	0.156289064556	0.170814034223	0.158622851736	0.324900199599	0.189373827027
