 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.23994776319	0.144698804046	0.0196807877124	0.006918966152	0.0154642259111	0.026016638205	0.337309353545	0.209963443726
a46	0.279599651687	0.105044421119	0.0222890198931	0.0229715556747	0.0247782788333	0.0209530120869	0.364374346582	0.159989700121
a39	0.291015238926	0.132091692713	0.0523685275434	0.0776763183456	0.046234726547	0.0199927855782	0.271719905194	0.108900806096
a31	0.261587984775	0.151399497838	0.100424219177	0.112613378327	0.0653030282183	0.0105895374851	0.230032510898	0.068049845956
a20	0.255731374178	0.129268468113	0.146889527578	0.109180473571	0.0776617812831	0.0050950694247	0.227990015599	0.0481832889373
a31	0.268271902179	0.105684070671	0.165110336589	0.121587668996	0.0634894135491	0.00491347989957	0.22405203024	0.0468910925304
a15	0.280550953562	0.12256705025	0.12348007196	0.117048192005	0.0468614317194	0.00956007727986	0.218582634353	0.0813495811408
a11	0.280308366223	0.13326143691	0.0858316919515	0.113451330808	0.0691465204459	0.01184181153	0.186556193864	0.119602634937
a31	0.268276034741	0.0947383090367	0.110758839321	0.133775939821	0.083149726795	0.02137078179	0.185022339961	0.102908014384
a46	0.250042746347	0.123585204866	0.109082979601	0.123251143355	0.0827019605347	0.0332216080133	0.16783642754	0.110277919875
a31	0.248103904349	0.137280486409	0.100435056676	0.133662837034	0.0964036740379	0.0321941380391	0.132239207891	0.119680695403
a46	0.257313406343	0.137382302503	0.0987608779927	0.138746969403	0.111370940533	0.0348517693477	0.100186388348	0.121387343999
a31	0.262166583241	0.137466528801	0.0892677204826	0.129989440006	0.121715214261	0.0436901779692	0.086745741996	0.12895859253
a15	0.275038883534	0.131256860334	0.0852870438632	0.121882106242	0.121010265059	0.0561146102831	0.083563880812	0.125846365991
a31	0.284138515131	0.129142105778	0.0744406535815	0.105375432821	0.120196662914	0.0708340722504	0.0741894522907	0.141683131021
a20	0.288900044337	0.120700243393	0.0707283338504	0.103293895974	0.112482151183	0.0851666829728	0.0809162265169	0.137812435671
a18	0.303078783339	0.141646049531	0.0679932977496	0.0878805448913	0.0980057181503	0.0954177830576	0.0934475595056	0.11253026483
a46	0.312627669513	0.145325799777	0.0695119462227	0.0784367048371	0.0882955570489	0.0970219970192	0.0943094501685	0.114470872437
a31	0.317211706704	0.153142217059	0.0674500225882	0.0826767679564	0.0863066148542	0.0914600523464	0.0807303866562	0.121022223736
a15	0.299558724635	0.157452196886	0.0688923805865	0.0857295045428	0.0844759198891	0.0900066191221	0.0911448372187	0.122739803916
a31	0.297921767478	0.161587119329	0.0714453294708	0.0890867748903	0.0828892205748	0.0854412189674	0.0975776581596	0.114050896539
a37	0.300604505559	0.163464747343	0.0704431880447	0.0905831551928	0.0830671686803	0.0826115838491	0.104768574073	0.104457066993
a35	0.28418388132	0.149330824648	0.0727098814182	0.0854572409409	0.0829139693644	0.0897877209497	0.131130633291	0.104485833258
a31	0.29931469084	0.160746047549	0.0723929338776	0.0906734307303	0.0826115801249	0.0834881406499	0.113305585364	0.0974675919527
a46	0.297773552947	0.163163133716	0.0754159008304	0.0930631718948	0.080973461839	0.0781132470833	0.107924756521	0.103572782264
a31	0.296487720982	0.155572724572	0.078816023144	0.0981035358276	0.0818057948846	0.0764552410171	0.108572171154	0.104186787252
a11	0.295071258327	0.156261293457	0.0791900730407	0.100743285114	0.0828589212258	0.076560994195	0.112259287231	0.0970549017017
a31	0.291558546776	0.150386381486	0.0807017995765	0.105241993066	0.084995765264	0.0775397394743	0.114844137437	0.0947316599892
a46	0.292045223992	0.141796047762	0.0828108110804	0.108340241417	0.0872991459574	0.0787625875008	0.109699162839	0.0992467906917
a20	0.272922448131	0.131894654654	0.0852662647648	0.0993545509257	0.0892362891198	0.0882795713669	0.125950450213	0.107095770251
</S>	0.267420686666	0.125466590327	0.0862982422464	0.0990347174429	0.0915170031869	0.0927973294835	0.132130620107	0.105334812425
