 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
a20	0.0363483962815	0.0141002770539	0.0082708216066	0.081050277136	0.11986399297	0.102509174025	0.17551177943	0.35302101366	0.109324282775
a8	0.0143579651372	0.00638391561857	0.00411650228	0.039359722752	0.260336352037	0.12373660234	0.16562665041	0.335561400113	0.0505208847617
a31	0.00858112590542	0.00752442551766	0.00398656767651	0.0254702528507	0.270738673412	0.15523078394	0.134658278137	0.333504372918	0.060305521677
a23	0.0120372015625	0.0533676888267	0.00773791475458	0.0323783933036	0.170724472504	0.149303472453	0.136007854579	0.375437116293	0.0630058989381
a31	0.0178752563628	0.0754984321362	0.00796516711005	0.0319050611932	0.122572029998	0.0848414234268	0.117846976126	0.497145534098	0.044350121322
a10	0.0214809445509	0.0455848562588	0.00358718940898	0.0210376124497	0.0877907576627	0.0482302856656	0.0952860751753	0.640146357366	0.036855902954
a24	0.0332193273016	0.0397338496357	0.00195228540672	0.0243927146859	0.0950651469409	0.0285851116677	0.0824183527918	0.660038032455	0.034595144698
a31	0.0609915835672	0.0367687445919	0.00187186950223	0.0230349780998	0.07843828607	0.0203920393507	0.0640074657306	0.674883274818	0.0396117440327
a41	0.109717897984	0.031755987707	0.00283668625921	0.0265769124147	0.0654827890197	0.0229513576158	0.0492975250435	0.645314486939	0.0460663500642
a7	0.118298166501	0.0388735916867	0.00356798283068	0.0309166425653	0.0633978160012	0.0258555904016	0.0435317384478	0.63194691298	0.0436115331747
a5	0.092956209891	0.0429348940076	0.00732776215677	0.0246793600399	0.0398643248451	0.0226627867437	0.0362835579226	0.694184220327	0.0391068771316
a37	0.0904960234837	0.0358465938812	0.0115703776361	0.0408062276493	0.0338161208017	0.0263704743537	0.0607843323875	0.653983080776	0.0463267761372
a31	0.0721079754546	0.0263523709757	0.0114802057775	0.0944123581418	0.0420217278439	0.0371282105598	0.105606069469	0.543967282925	0.0669237839657
a46	0.0713393055895	0.0247519547812	0.0117381599265	0.0993714163073	0.0841184030813	0.0391598219341	0.13643831399	0.461695518975	0.0713871050019
a8	0.0745743505612	0.0223090844237	0.0136298110922	0.0857674792571	0.117998579154	0.0379511718562	0.165600345803	0.428619369258	0.0535498398673
a31	0.0609680024037	0.0238397394272	0.0211029350779	0.116749871177	0.0993270394447	0.0436730855476	0.165415536814	0.382913225819	0.0860105947891
a29	0.0965330043852	0.0387939410273	0.0280013088218	0.148402787818	0.0865869378149	0.0495608057162	0.117709280878	0.328637023073	0.105774921736
a11	0.127726415166	0.0546243635251	0.0365987138686	0.165964538609	0.0765714155383	0.0450471712816	0.0787241775727	0.333330672758	0.081412534872
a37	0.110426443959	0.0619775604841	0.0520534755209	0.155133485643	0.0651405883128	0.0409926258416	0.0720800947842	0.359668197253	0.082527543144
a31	0.0932716756283	0.075050307852	0.053823349336	0.131953890448	0.0605096307936	0.045485362752	0.0706378212461	0.354200922218	0.115067055398
a24	0.0961852969648	0.093547355546	0.0481996487277	0.122695113129	0.0594075012205	0.0504174501868	0.0655231112534	0.324368236939	0.139656308563
a31	0.0965961725416	0.103773056114	0.0451559584522	0.103386769528	0.0551268922902	0.0483718470895	0.0583209747465	0.31643664638	0.172831714684
a33	0.0892946032919	0.115094701261	0.0419729693463	0.09002643669	0.0642177699134	0.052389407676	0.0596752860242	0.305236523593	0.182092322204
a20	0.0886342877553	0.132759087945	0.0574062804301	0.0909521231327	0.0720365585045	0.0580332273089	0.0654570485881	0.277144360931	0.157577033615
</S>	0.0896290615276	0.143965422262	0.073080356215	0.0852006226764	0.0659755974522	0.0573237842645	0.063112754294	0.262614440465	0.159097967308
