 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
a23	0.0391515773117	0.0379754909113	0.05636437315	0.057321501385	0.07511358687	0.22858752616	0.04913667015	0.07412603153	0.1892154018	0.193007851456
a31	0.0305008549897	0.0386630457193	0.05821256285	0.070170374405	0.10888934069	0.314999025387	0.0649489762167	0.06688691133	0.16017440422	0.0865544940831
a10	0.0154898655676	0.0480691135278	0.0676285550167	0.0786340991817	0.152827589297	0.287069820729	0.0780390145389	0.0635706567567	0.152885188656	0.0557860778772
a41	0.00834218671553	0.0686002462895	0.0949875287656	0.102491353794	0.195900760099	0.215386469376	0.0625883046463	0.0500509452322	0.163203279275	0.0384489154447
a24	0.0118421138088	0.0708467331414	0.0915655932619	0.106083664078	0.2103706787	0.150767529059	0.0560073206821	0.0432205607441	0.229380873452	0.0299149399981
a46	0.0222853235753	0.0994135689518	0.0724100144673	0.0858073931927	0.19021805788	0.106371963553	0.0527176588407	0.0448075499814	0.296991188084	0.0289772944727
a24	0.0507832907301	0.105864024697	0.0543412259091	0.0634772412509	0.156865164073	0.0807887110843	0.0567010394269	0.0518839499938	0.344601228561	0.0346941279776
a37	0.0880936768257	0.0824425843857	0.040387139883	0.0633715752503	0.132746606758	0.0622467821281	0.0616152816756	0.0530254720646	0.374051784187	0.0420190859925
a46	0.111300965745	0.0671695366952	0.0333119132877	0.0671974244168	0.119699240186	0.074030613376	0.0704367739585	0.0454571821549	0.371998083129	0.0393982584642
a31	0.0910702833786	0.0553125512651	0.0245791495492	0.0508074623389	0.0988778401287	0.077382906392	0.0901774420195	0.0600675680516	0.406165798776	0.0455590075547
a20	0.0578205203425	0.0476502712484	0.0204104645964	0.0500013595396	0.0814210149762	0.079754778664	0.0991181850398	0.0647984770172	0.450890979392	0.0481339517849
a8	0.0564210499162	0.0560918109095	0.0254207111721	0.0600849687399	0.0890099991254	0.111056676555	0.0989462936999	0.0534526624057	0.410187187464	0.039328632075
a31	0.0452589766866	0.0730225221032	0.025363054884	0.05578856458	0.102863045975	0.105054967318	0.100870665353	0.0685211863352	0.371366931021	0.0518900820383
a10	0.0322998672129	0.0625820147611	0.032578324148	0.0638198306	0.107970574125	0.124642325973	0.0910637592843	0.0630290614784	0.35348046334	0.0685337793461
a31	0.0270606545905	0.0578643298004	0.0394780455427	0.07223064634	0.104752835975	0.151134467524	0.0933390162081	0.0540359566595	0.33293946718	0.0671645750487
a10	0.0347230180799	0.0809460974308	0.0419821068036	0.0791946110533	0.0973091050583	0.144317558861	0.0906834065827	0.0575051009532	0.31538879946	0.0579501938829
a11	0.0466333185552	0.0868238579276	0.0475297618239	0.103045719664	0.100253591286	0.162805973074	0.0667050188609	0.0521232604444	0.28654845742	0.0475310380676
a37	0.0435343712603	0.0867860077825	0.0464097427813	0.110072195828	0.101087479695	0.170894904358	0.058669033487	0.0619187601415	0.271080382873	0.0495471216625
a31	0.0365145047022	0.0955724770942	0.0494414327671	0.0961578940427	0.0884161142983	0.142153128086	0.065595765149	0.0791851652472	0.273790222691	0.0731732975542
a20	0.048472530907	0.0992099915047	0.0504780353577	0.0890651912942	0.0849720998328	0.109270880682	0.062348747903	0.0780613998824	0.290679008497	0.0874420987114
a41	0.0669945299472	0.109599951822	0.0616093108106	0.0975588136354	0.0788659502309	0.113089495514	0.0487215645677	0.0597301613608	0.282581351966	0.0812488484505
a11	0.081200363834	0.111543432227	0.0668875402675	0.104199309762	0.065336815537	0.138734485227	0.0484799136092	0.0485653947469	0.257542041655	0.0775106947968
a27	0.09788105159	0.114992777966	0.0568505511085	0.104610280814	0.0566186017323	0.132733938978	0.0530368831697	0.0478753342356	0.254957395552	0.0804431936989
a0	0.0960194197432	0.113734746707	0.0611790493322	0.10981488674	0.0568602429774	0.111567840715	0.0590429992099	0.0507023427919	0.258833077451	0.082245415549
a20	0.0837652034631	0.104029327556	0.0665532760081	0.116817467847	0.0648389343991	0.100908708224	0.0648338847433	0.053125095084	0.263860851217	0.081267272139
a31	0.0665596564563	0.0992781110127	0.0701504425847	0.105850265914	0.062909750453	0.0921615859513	0.0688448037811	0.0663566071613	0.284897178272	0.0829916106263
a17	0.0665254846262	0.102612525337	0.06594771225	0.0928793608873	0.060572608631	0.0848512919718	0.0671564971537	0.0732145753538	0.291797748757	0.0944422012914
