 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.0721129564942	0.18751206945	0.09490522888	0.14489685327	0.031149266795	0.160148613531	0.08714528982	0.0543130420213	0.16781670342
a28	0.0350353223328	0.123868702307	0.100622719684	0.16506318797	0.036447428685	0.222262476406	0.09810592732	0.0496395020348	0.168954737891
a37	0.0304807921535	0.144076708898	0.153898834512	0.174312465723	0.041310025467	0.23583295051	0.0572043005133	0.0399175273804	0.122966400354
a31	0.0343393195952	0.140640830904	0.239452714584	0.209451280574	0.0489941084743	0.185092162935	0.0369134777644	0.0327412160975	0.072374914198
a11	0.0239169129071	0.127023026661	0.266704991155	0.212580136191	0.0434921940448	0.161915155473	0.0576585558548	0.0378001997326	0.068908839426
a31	0.022396398231	0.109598964447	0.250080177878	0.242999451064	0.0436166842349	0.141279844369	0.0625880590449	0.0361349063955	0.0913055217487
a20	0.0384826277617	0.0968441653557	0.229145177193	0.270205641355	0.0455191752116	0.120751263903	0.0395595192816	0.0398978140165	0.119594631856
a31	0.0455426309052	0.129189058059	0.223816262631	0.246452989652	0.0508223751639	0.106374552753	0.0410379420939	0.0455442825768	0.111219924752
a39	0.0510987772744	0.148976827446	0.231493524497	0.229196954417	0.053790358058	0.0923865555478	0.0423512418313	0.0563182580323	0.0943875176507
a31	0.0627860191841	0.151240780109	0.210075891452	0.216445692939	0.0511788519093	0.0931681491447	0.0465621624438	0.0741849258641	0.0943575372569
a13	0.069250245354	0.15897565295	0.186420054911	0.21313067778	0.0486895669098	0.0917903162089	0.0509929125813	0.0837064855747	0.0970440949923
a31	0.073890411304	0.152148858763	0.161048062064	0.218945841393	0.0479809448633	0.0915128478596	0.0515242797271	0.101478367278	0.101470387531
a13	0.0779807907947	0.150889526854	0.149025428508	0.225711927931	0.0476686669211	0.0901961498032	0.053249583129	0.111758169893	0.093519748997
a31	0.0811672951716	0.144953735885	0.137925323589	0.23080259551	0.0460114607404	0.0856560902231	0.0548575043963	0.124703232364	0.093922748419
a39	0.0881937742345	0.145163870595	0.13223853611	0.235490914237	0.0469708237135	0.0840236617637	0.0553999452654	0.125010425321	0.0875080322997
a11	0.109910523262	0.170819749458	0.13360596165	0.243571013012	0.0431095159045	0.0783532661279	0.0521837947885	0.108894767774	0.0595514007066
a46	0.137881870694	0.200479911473	0.119400565017	0.213663865604	0.0455818650348	0.082685116922	0.0490472824962	0.099492354458	0.0517671794422
a18	0.164637057098	0.196213542251	0.102111244592	0.180639717901	0.0541181872783	0.0963652652073	0.0505130944654	0.0991212172193	0.0562806847407
a31	0.171046322206	0.177785944817	0.0880257082507	0.170108552967	0.0572783048928	0.0985775366758	0.0634962380418	0.10390091594	0.0697804794136
a39	0.173081273515	0.183450896839	0.0928464633169	0.164749377756	0.0556689190309	0.0989197191586	0.0630404604806	0.0982220181133	0.0700208774045
a18	0.196438636965	0.174753816413	0.0851675692656	0.150423358419	0.0602381342103	0.11552022212	0.0566704764935	0.0966982230378	0.0640895688882
a46	0.205143694335	0.167629237904	0.0786538672485	0.13951182884	0.0629921990701	0.12477856664	0.0568537672178	0.0984027532126	0.0660340854227
a31	0.185819478845	0.165405777968	0.0791952350162	0.14564142348	0.06338589629	0.119026133947	0.0676857592059	0.101889798471	0.0719504935809
</S>	0.171758063122	0.150332390184	0.0762191740081	0.15663945334	0.065857461345	0.113314701774	0.0809188011029	0.107744561636	0.0772153933904
