 	le	melanzane	vogliono	ee	girate	</S>
a31	0.152265975181	0.222615907567	0.0343697650626	0.27040119075	0.1070662057	0.213280959566
a20	0.1258208971	0.212222787372	0.0151413717093	0.35199515567	0.1026447687	0.192175023943
a18	0.0958760410017	0.189123046184	0.0116159646544	0.377621939297	0.1319486131	0.193814407798
a20	0.0613392294959	0.19674905993	0.0138451647428	0.388540187752	0.164477427367	0.175048943114
a38	0.062420608762	0.246878701163	0.0216746973209	0.352673138884	0.176602472056	0.139750370073
a17	0.082322667402	0.271277959624	0.0344181794736	0.296219852048	0.199757778085	0.116003562951
a31	0.084876959884	0.307919644804	0.0445133257079	0.267497733769	0.208016028295	0.0871763108303
a20	0.103788310255	0.339157897661	0.067254992286	0.22512379119	0.194943564498	0.0697314344768
a41	0.132738985598	0.349872326814	0.0965175863087	0.165091368197	0.177808778099	0.0779709434123
a29	0.144102036213	0.349667565405	0.0972472792362	0.136513809732	0.1875816083	0.0848877033374
a11	0.140280489711	0.299706742068	0.0953171966787	0.138510866777	0.224002356167	0.102182372379
a31	0.108301237889	0.231890345023	0.102231446333	0.195513403792	0.246637042056	0.11542654026
a8	0.0884479034817	0.199690645074	0.122000363551	0.205710425264	0.241434628685	0.142716045687
a31	0.0886175155239	0.182526015691	0.13649583809	0.194834225421	0.215904719962	0.181621694962
a1	0.090581494138	0.165026776164	0.150620491337	0.192937479474	0.190222830654	0.210610925921
a31	0.104124101229	0.164189267188	0.154352768026	0.169731307158	0.176146722485	0.231455825774
a3	0.111100872812	0.160463207863	0.149176851655	0.169504264119	0.172164596828	0.237590196458
a31	0.126133955117	0.155368888954	0.141805376772	0.163498191906	0.172234864876	0.240958710819
a8	0.134304009319	0.153539824318	0.132704072811	0.164607593435	0.175815818225	0.239028678206
a23	0.1225511218	0.170937952106	0.129035091404	0.164466963545	0.172598573808	0.240410309735
a31	0.132744302958	0.169559596835	0.111343338121	0.169955505982	0.175679693003	0.240717570778
a46	0.146658081417	0.163250411078	0.11462887296	0.173820280127	0.176265777001	0.225376567859
a37	0.151692075972	0.190581831293	0.114616343187	0.166741125109	0.1650089526	0.211359655686
a46	0.156158426697	0.219494957698	0.104004492862	0.159429666036	0.156228876933	0.204683559095
a24	0.146873084386	0.230426781566	0.100138713154	0.155175878079	0.153050814778	0.214334716232
a31	0.132506356777	0.192563182922	0.099522118018	0.169790809093	0.170213750259	0.235403775611
a46	0.128507474994	0.187670130041	0.100775700306	0.171741239698	0.175357598286	0.235947855337
a31	0.137705046498	0.18658696968	0.101600191269	0.172507602299	0.177975996295	0.223624204079
a8	0.148022114973	0.17527613156	0.102079431923	0.175509866166	0.182704778365	0.216407677993
a24	0.155890273438	0.192237261853	0.101894363841	0.164495525389	0.172783380722	0.212699198531
a8	0.160237054779	0.199555883284	0.099345354547	0.16105606913	0.172993077574	0.206812582444
a31	0.154500563543	0.180860647095	0.101723567509	0.173990909377	0.185850277525	0.203074047321
</S>	0.151626621657	0.152319962547	0.105930135344	0.188732070689	0.196400984763	0.204990218921
