 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.098409045452	0.198834950608	0.0810616615155	0.15552471605	0.11135535093	0.09333033859	0.078573483516	0.182910450804
a31	0.0915943303853	0.195717064079	0.0893530188422	0.214107019753	0.132018602446	0.0788172345633	0.102655844099	0.0957368740309
a8	0.0855982734884	0.153109149895	0.100840286181	0.245863337121	0.138647425638	0.0813150454278	0.1389010703	0.0557254115401
a31	0.0871558542741	0.177419493559	0.108678867538	0.291495275107	0.102940208679	0.0663016278093	0.125467619568	0.0405410742667
a17	0.0909671724067	0.172479174569	0.0919703519547	0.271834729002	0.0911433474263	0.0831327005364	0.152244358887	0.0462281754649
a18	0.127632139233	0.160635533953	0.0918957190696	0.223317201661	0.0912717448088	0.100164103245	0.133493439912	0.0715901200136
a31	0.137546606544	0.192180631654	0.0784060879632	0.25346548818	0.0870208175363	0.0931830113483	0.0814225151441	0.0767748400004
a17	0.147346178668	0.23131961777	0.0674400164037	0.238677888127	0.0795410698454	0.0848189045161	0.086973337448	0.063882986836
a30	0.177299861576	0.272569433449	0.0704077365039	0.211302782176	0.0638405280818	0.071664482372	0.0771455492047	0.0557696378749
a17	0.182818918165	0.30705543311	0.067815348208	0.194848001259	0.0620230430939	0.0692172653907	0.0591691104816	0.0570529003315
a39	0.180549326162	0.32646578893	0.0582926032427	0.163145384953	0.0697813665913	0.0730392207302	0.0651965961139	0.0635297217209
a17	0.181949429254	0.349103968577	0.0561940271542	0.152423033851	0.0708080777571	0.0693584961767	0.0582573212193	0.0619056550669
a31	0.161045270218	0.359315140859	0.0632281627247	0.146179407084	0.0742194807524	0.0899316114589	0.0449334838124	0.0611474508861
a17	0.138229196219	0.34365759498	0.0749778967282	0.157528255628	0.0746599331508	0.090203094753	0.0488790232908	0.071865006604
a20	0.14583290582	0.31748736602	0.0858669330427	0.159904360343	0.0688487391836	0.072694943511	0.0650925742863	0.0842721801343
a27	0.15593227194	0.301778101007	0.0982472407676	0.153873253381	0.0591302909279	0.077531734517	0.0694225572781	0.0840845633884
a20	0.14629933038	0.280295495002	0.107750246589	0.153218603527	0.057303816176	0.0777182193923	0.0731252917927	0.1042890266
a31	0.118161118627	0.273253043001	0.095594856303	0.160224202576	0.0603866588453	0.0879180453974	0.0740933181576	0.130368789922
a18	0.104237416709	0.261350484067	0.104464950808	0.179838930992	0.0698509518018	0.0871480145325	0.0725674848059	0.120541796252
a31	0.0957913884363	0.227400260422	0.125812062236	0.207105310331	0.0742867367339	0.0775068629775	0.066320558888	0.125776836118
a13	0.0893283965454	0.212717133141	0.140330748445	0.21022210271	0.0842428176446	0.0728493088592	0.058972771242	0.13133673722
a20	0.0951226522485	0.21988810338	0.162387868548	0.189370833217	0.0996659196149	0.0647309359531	0.0559516321607	0.112882059333
a31	0.0848276636162	0.213125107393	0.147281509836	0.204183504919	0.0933393561383	0.0693120929844	0.0605176412336	0.12741311639
a28	0.0815255128721	0.195622504464	0.143983600799	0.200459497706	0.0981865881128	0.0714914631948	0.0613708275512	0.147360014122
a31	0.079698155224	0.186348154888	0.14246797316	0.197360000835	0.103469798704	0.0754464756649	0.0619321141364	0.153277339558
a8	0.0813922571413	0.168806063296	0.13925699278	0.212211398145	0.113593260635	0.0832869256216	0.0620186971981	0.139434416407
a17	0.0899643721804	0.156941628032	0.158425754753	0.204513483495	0.131988605278	0.0809900064739	0.0581965172927	0.118979647019
a8	0.0914117675268	0.153696246944	0.171209547364	0.209524744078	0.133897587759	0.0812753982913	0.0588001599909	0.10018455556
a23	0.0900842369089	0.151036490981	0.186435194601	0.221557391293	0.13214022612	0.0775455833638	0.0584054236436	0.0827954503087
a8	0.0869168496363	0.14544151966	0.193241461254	0.233469767898	0.130436931973	0.0736078339213	0.0600541001012	0.0768315353796
a20	0.0847737246788	0.14380626522	0.175391028478	0.222233105866	0.133709062124	0.0786373781738	0.0675572340137	0.0938922029032
a31	0.0795567614263	0.150131424807	0.137464494869	0.217631404522	0.123427185775	0.0860295105913	0.0881384637552	0.117620760077
a39	0.0866971147421	0.160433508669	0.129933108672	0.214183127174	0.118964889325	0.0860376045304	0.0893363376891	0.114414321005
a18	0.094161970714	0.17394200289	0.149297715364	0.194691419591	0.130912752042	0.0818242955101	0.0722854252564	0.102884424334
a37	0.0887866987713	0.185741067363	0.151935255508	0.185635838224	0.133743179214	0.0798309341034	0.0685215065521	0.10580552589
a31	0.0828536431238	0.168199784188	0.127995655356	0.200920963801	0.124529660071	0.0913816168345	0.0796138118187	0.124504861458
a8	0.0870401718413	0.145121204729	0.134641698905	0.212848971834	0.124302677357	0.0984346214115	0.0817155095609	0.115895130442
a23	0.0950119700138	0.14399393491	0.174214139948	0.210903347945	0.133051049786	0.0875699055372	0.0679287513136	0.0873268951827
a37	0.0900598026713	0.154521815303	0.172683324276	0.203711280562	0.133892533395	0.0815347525791	0.0660703325045	0.0975261671229
a8	0.0962736464238	0.168235154101	0.159660228265	0.192961538767	0.134649638132	0.080790067193	0.0641878812948	0.103241846978
</S>	0.106886169512	0.169314151051	0.162162387392	0.196920606384	0.134407005366	0.0798565928965	0.0600975606874	0.090355515574
