 	voglio	che	Maria	che	venga	domani	</S>
a8	0.16566735191	0.122679504117	0.0206266295965	0.19113812701	0.122701629296	0.131240629628	0.245946118773
a31	0.128928702197	0.107593907164	0.0709833820368	0.23408703235	0.206536606163	0.113556760381	0.138313611429
a8	0.0952960132923	0.125886788588	0.13468156884	0.18335346653	0.259245229206	0.142501029527	0.059035914009
a31	0.114294744695	0.138560310313	0.161543402588	0.159923943201	0.2335334375	0.156045928289	0.036098248713
a24	0.14783460995	0.109132141071	0.183171679833	0.188079262038	0.170586311157	0.16358869347	0.037607311171
a31	0.180079898715	0.106357526187	0.195987201316	0.202737517326	0.0946404184094	0.16260932533	0.0575881195237
a46	0.206643563448	0.10471326097	0.176302077672	0.191578766975	0.0766468230698	0.158241868577	0.0858736480412
a31	0.196030531556	0.101662812385	0.126957835398	0.222548363058	0.0847222503566	0.147634415692	0.120443805347
a29	0.182411668605	0.131718228728	0.077428051714	0.194466634666	0.101897307052	0.141266628664	0.170811506449
a20	0.179590345888	0.164696379776	0.0465826622823	0.131591571869	0.116837337017	0.164787688088	0.195914038416
a0	0.182928755963	0.156627566592	0.0331040763564	0.0990224584897	0.133606278139	0.204683946963	0.190026919205
a31	0.190927143988	0.125562775397	0.0361016933888	0.0887283113632	0.161092439646	0.204083806321	0.193503814002
a23	0.179380942816	0.132588023866	0.0459419321696	0.0885970797211	0.168291415549	0.201133547774	0.184067039201
a31	0.179462050359	0.148771062355	0.0527938809499	0.0841247908404	0.15025490005	0.194332920925	0.19026039132
a18	0.176524712853	0.164099354452	0.0614932840033	0.0877596355468	0.14770623415	0.186185546042	0.17623124396
a37	0.139779701684	0.187891562684	0.0668371416878	0.0907303815156	0.147235784717	0.216953022481	0.150572421853
a31	0.164716262761	0.179726837161	0.0713904361359	0.0983044193719	0.127918522332	0.187522442827	0.170421088584
a20	0.171865074654	0.19980315332	0.0722818691053	0.0959148485906	0.108344386537	0.169356866542	0.182433793761
a31	0.183722050085	0.200165356973	0.0649455865818	0.0922202305302	0.102386261479	0.169799288714	0.18676121158
</S>	0.224839089243	0.171662298486	0.0601496051409	0.0970555595651	0.10124544969	0.152022820657	0.19302515888
