 	la	donna	pulisce	la	casa	l'	uomo	no	</S>
a23	0.0460229894953	0.006856149393	0.15991119276	0.17797598168	0.037260281335	0.08275380701	0.2196941038	0.121172434044	0.14835306538
a31	0.0396090434686	0.0210358577369	0.28130181056	0.195046104813	0.028335616065	0.0757650996167	0.1344409902	0.103936774777	0.120528718527
a24	0.0317347161989	0.0297724541022	0.347069259233	0.137671174271	0.0381870421817	0.0806004102322	0.101819888593	0.121730281659	0.111414783716
a31	0.0382232867766	0.0183791252434	0.322177823791	0.119429793824	0.0488752894872	0.125633278691	0.0886617504177	0.152831549826	0.085788093348
a35	0.0932648567878	0.0155138916188	0.250267560584	0.103530217375	0.0503949857971	0.144595454697	0.0817553504992	0.197227173162	0.0634505069143
a28	0.143853935368	0.0141252900713	0.146840719915	0.084125824625	0.049695921047	0.129751471066	0.0891864080864	0.289039136701	0.0533813149471
a37	0.1787060063	0.00878992222777	0.103369385572	0.082866158275	0.050284807489	0.092924202062	0.110540237049	0.332478600767	0.040040716449
a39	0.21639125316	0.0104749431573	0.108820480257	0.104280113958	0.0478613424697	0.064322343314	0.110399290183	0.303963829056	0.0334864363897
a20	0.223619090353	0.0181586058704	0.188353413752	0.116207859053	0.0385887717872	0.0498117965113	0.102805622534	0.224135294952	0.0383195649499
a31	0.166057687891	0.0236014089048	0.251130856451	0.0994734843643	0.0317485306197	0.0402224889884	0.116648294755	0.224022924517	0.04709433837
a44	0.106184498246	0.0306205850496	0.300702539884	0.0958995086014	0.0350240728152	0.0527784686068	0.138168160421	0.201359116974	0.03926306561
a31	0.0827217551667	0.0278025218745	0.322111708961	0.0950463152671	0.0365535028157	0.0590883635963	0.139837121614	0.210461391689	0.0263773326653
a34	0.0704426383642	0.0223159287028	0.29602801532	0.099746473889	0.0390725039272	0.0582088175134	0.142642215139	0.226066674332	0.0454767441304
a31	0.0829809867614	0.0367809870809	0.26820897644	0.13190020883	0.0565997749091	0.0660652502711	0.122650258973	0.168202809184	0.0666107598768
a18	0.0929876103851	0.0662382045423	0.24641009948	0.145071324277	0.063742630903	0.0626465374237	0.114554676258	0.145549663395	0.0627992640923
a31	0.127760676286	0.0742602493068	0.23738764616	0.136658158092	0.062631303901	0.0554113944079	0.110009404086	0.116936660332	0.0789445150974
a18	0.149433547961	0.0847594538353	0.225598522387	0.123742886697	0.062214349367	0.0522059068693	0.103475725295	0.111334810377	0.0872347990991
a7	0.164614555166	0.0916043931441	0.214941778329	0.109443854232	0.0562308521223	0.0521117290231	0.148234469165	0.093122686059	0.069695670593
a17	0.186018411634	0.0749650196347	0.211974313243	0.106094163211	0.0517406104408	0.050322122141	0.179113356988	0.0797437716197	0.060028227991
a31	0.182243096397	0.0686584767682	0.219868389081	0.110103907337	0.0520796540136	0.0506383607137	0.154774666196	0.0857940721399	0.075839371297
a24	0.190485642999	0.0698319661887	0.206271496494	0.109302519779	0.0539115631379	0.0527021455046	0.128412945799	0.0943000943133	0.0947816102323
a31	0.1936138724	0.0702688058529	0.198457978298	0.107343815593	0.0533500661793	0.0528034301015	0.117666518066	0.0986476327711	0.107847881144
a43	0.166178453327	0.0848830365643	0.190064279833	0.108992527598	0.0558544946598	0.0549648089005	0.116609488089	0.097970153657	0.124482754481
a39	0.162269008056	0.0896793305108	0.173975840878	0.103362528866	0.0605245116199	0.0606221241002	0.14837371203	0.0862053153523	0.114987615487
a31	0.173625545205	0.0705003237583	0.170819430893	0.103508230622	0.0625751950066	0.0623581402334	0.13637125621	0.102241133184	0.118000736962
</S>	0.168525475473	0.0649773012811	0.176108201947	0.107717674711	0.0616783819033	0.0607887204167	0.109636254905	0.119684607992	0.130883379541
