 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	0.0380242693586	0.13186721995	0.1076209173	0.08973639526	0.1625663034	0.09415354311	0.059746273417	0.133812170798	0.182472901779
a13	0.0301765797273	0.16712138041	0.1196739801	0.0969278743533	0.171001654607	0.11327801571	0.0711044934837	0.113027042731	0.117688969558
a20	0.0298176472044	0.17625566423	0.100521205033	0.0858438406511	0.139799953809	0.145337231837	0.105262409428	0.132064531484	0.085097519558
a7	0.0185602817015	0.165032221343	0.126417614344	0.0996884665504	0.145236396536	0.169846664346	0.0952200073627	0.130464283201	0.0495340629624
a36	0.0260436972238	0.175762271201	0.156031213048	0.113761473717	0.148866295045	0.156588323715	0.0748325413142	0.117200923867	0.0309132540069
a7	0.0341322447779	0.1858236739	0.174802069683	0.121623929372	0.133709475682	0.125983266372	0.0778419848781	0.122954062022	0.023129303932
a31	0.024760048026	0.167252694974	0.154105336088	0.101418444984	0.110354113961	0.133667290017	0.122058716493	0.164424615941	0.02195873509
a37	0.0164962806727	0.153212012959	0.137280061623	0.0706484051213	0.098892660387	0.191279375766	0.121593763498	0.15990958956	0.0506878257773
a31	0.0126994860562	0.150342210186	0.138897181728	0.0471846946204	0.0860740893957	0.231452790555	0.0824902050993	0.1854194775	0.0654398536204
a37	0.0106974433967	0.171339654215	0.129085861896	0.0396511680535	0.0897203563986	0.277479981952	0.0656198250331	0.1730083781	0.0433973437368
a41	0.0139851548156	0.176885724265	0.130412197565	0.0526228251512	0.119340208466	0.315669993251	0.0679682716777	0.0892045515667	0.0339110867636
a21	0.0168434770719	0.159745877455	0.132505217788	0.0616830527171	0.158111995755	0.304590844284	0.0751406468926	0.0632171549889	0.0281617359825
a31	0.014949998404	0.176272904352	0.119267232463	0.0580553375057	0.171368285385	0.265813596761	0.0858133772309	0.0852340613296	0.0232252011008
a39	0.0128004231747	0.217391463517	0.108673814821	0.0723633756352	0.164834623128	0.217364013454	0.0811365686103	0.101846373217	0.0235893332003
a13	0.0126124684916	0.223216938972	0.111477892874	0.101875218812	0.170895648843	0.192682339498	0.0693115290701	0.0865709017123	0.0313570609474
a31	0.0137189959372	0.217886504124	0.0976859386913	0.0945803503373	0.169238405014	0.177774577713	0.0999094331567	0.0968171673041	0.0323886295098
a20	0.0139534680924	0.253187699041	0.0879850303638	0.0949938048458	0.151630124538	0.148527865438	0.100944981312	0.117688039541	0.0310889837779
a31	0.0205435334441	0.260488005414	0.0802508016546	0.0949552724153	0.127217418646	0.131155523079	0.116289684897	0.130601135954	0.038498638914
a35	0.0230902575347	0.251701943005	0.0841189034182	0.0970318790918	0.122581021682	0.121501809226	0.142880346179	0.116539033225	0.0405548265564
a31	0.0320641283782	0.260391976868	0.0878160354727	0.100228472411	0.115657660894	0.107342466609	0.137984531606	0.113035126115	0.0454796121105
a26	0.0363997140621	0.256892547623	0.0899722008909	0.100456548444	0.118041918798	0.099934108603	0.140640893569	0.108424025445	0.0492380482802
a9	0.02929872459	0.305767953874	0.11221411003	0.118913456295	0.111337031593	0.0869772240677	0.12370171649	0.0733489558283	0.0384408366007
a33	0.0315791747433	0.380366116625	0.124427065743	0.122161552085	0.104376454291	0.0707459267092	0.0843536482967	0.0523626243028	0.0296274635509
a31	0.0408767851011	0.332496836208	0.107615840008	0.106338192462	0.113389679697	0.0864524256564	0.0821423642989	0.0873692791876	0.0433186227503
a39	0.0461719750237	0.283026023403	0.0858076082293	0.0931340045873	0.118045983979	0.101438799019	0.100723644066	0.109724665909	0.0619272949508
a24	0.0417195843746	0.327195776468	0.0839141058098	0.0902831016824	0.12547007484	0.086319482073	0.090027803642	0.076585099643	0.0784849492603
a37	0.0417826820502	0.384045664489	0.0817163659366	0.0886727368208	0.11274836008	0.0729572836243	0.0779541288673	0.0580250077743	0.0820977365661
a7	0.0456053236234	0.418115490496	0.0806708422455	0.0950289467669	0.10529179366	0.0602306941414	0.0751019710624	0.0471502743914	0.0728046315987
a17	0.0501398865645	0.435912871499	0.0867196807485	0.0952262546263	0.0931678739867	0.0561504777338	0.0747761462075	0.0397048701971	0.0682019265156
a24	0.0528784688582	0.450168661833	0.0849380619162	0.0888239727861	0.0793054505489	0.0614578542446	0.0790508876158	0.037008948899	0.0663676930579
a34	0.0513809291467	0.413814127278	0.0766690039054	0.0774093804487	0.0701216013163	0.0845774496415	0.109351011299	0.047113176733	0.0695633270026
a37	0.0447551716342	0.380623579093	0.0682952327685	0.0701881400762	0.0734486970521	0.109055660594	0.12223603156	0.056828657711	0.0745688434835
a31	0.0509434005274	0.374394961698	0.0732400498562	0.0721516649587	0.0756965655574	0.101178029531	0.109066366487	0.0668604475703	0.0764685259938
a37	0.0570308951358	0.373730179633	0.0856817471054	0.0761296356309	0.0644460987725	0.0865040854437	0.104343032609	0.0692195449234	0.0829147959079
a41	0.0663715977919	0.383824866278	0.0867828533885	0.0740950145483	0.0597853554375	0.0930257712146	0.092436506483	0.0539291606411	0.089748901316
a31	0.08905326162	0.358047573826	0.0962908495295	0.0762595263961	0.0623375819058	0.0886015099849	0.0846477265943	0.061194524947	0.08356746388
a28	0.0879469040587	0.350270816609	0.0976093377298	0.0746086194767	0.0577453942153	0.0833829827083	0.0931727105781	0.074527772649	0.0807354679347
a20	0.0871203364976	0.361305761803	0.0946357876633	0.0643160253769	0.0506115364918	0.0866881156561	0.100032125946	0.068239475683	0.0870508422516
a17	0.0941268052165	0.357642388601	0.102819169488	0.0592782917236	0.0502382375639	0.084789663972	0.0982091583687	0.0599243778277	0.0929719023772
a31	0.0979417498275	0.333720705934	0.106843127296	0.0693015432925	0.060422178688	0.080318907124	0.0922466936362	0.0630043442759	0.0962007293137
a24	0.0950641410145	0.329522671978	0.0969303498987	0.0722929095815	0.060252395796	0.0786572758547	0.0987816479121	0.0688811533586	0.0996174532612
a20	0.0958690748635	0.343054711593	0.0805813181662	0.0599606728578	0.0504141477987	0.0820219973649	0.113856190457	0.0698193378529	0.104422562312
</S>	0.106146430982	0.336065210796	0.0760259491831	0.0557481656889	0.0501169747993	0.0819968027825	0.115678660859	0.0710811166265	0.107140695541
