 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
a31	0.126894600638	0.030355156801	0.133060725003	0.110346408132	0.104873971277	0.075675623706	0.116138393947	0.075095118919	0.11038131209	0.11717866545
a28	0.0724173393066	0.0271915292315	0.11744708983	0.144347993264	0.182674965759	0.0889472921353	0.159926463812	0.059151373485	0.0762560812269	0.071639875268
a31	0.0348140418169	0.025821272736	0.0902942640033	0.124139423415	0.296728787586	0.0649452212998	0.143899025548	0.0585677221726	0.0871553285019	0.073634919972
a17	0.0188427724619	0.0196401657296	0.0918814320744	0.162064724528	0.311996359529	0.0684425604466	0.142518510087	0.0605518622297	0.0668967584836	0.0571648491117
a31	0.0256938215851	0.0200248080908	0.0838513568748	0.215790628624	0.274590481376	0.0708070887142	0.123952636494	0.0782243335635	0.0606531885909	0.0464116488136
a20	0.037704367227	0.0193122396607	0.0596685945283	0.221236330732	0.276946429525	0.0768466908014	0.103091518679	0.0904194984059	0.0625541525652	0.0522201695466
a31	0.0421599961707	0.0191958092039	0.0538629634228	0.272689798369	0.234455419708	0.0773640321371	0.087460885373	0.0945540562904	0.0707947871073	0.0474622510043
a20	0.0658500024172	0.018732823729	0.0735803801809	0.287761178793	0.199223637169	0.060412091673	0.0859098367647	0.0946628928368	0.0750127326064	0.0388544304401
a35	0.0969418151247	0.022812826963	0.1080163599	0.230515445869	0.163655376323	0.053252121215	0.11178607812	0.0839283479807	0.0643054369635	0.064786202912
a36	0.117716724236	0.036112470401	0.123145224453	0.168839873555	0.123090364641	0.045495817063	0.112402639101	0.0978993944847	0.0866662923718	0.088631208464
a31	0.100575166097	0.0420808649003	0.121281981261	0.131165822582	0.093029497947	0.045874450569	0.090158413326	0.124246627086	0.150051738917	0.101535430055
a20	0.0753353230297	0.0554088135001	0.123086842393	0.107910139073	0.0869560587557	0.0457487239963	0.0692252298935	0.134849485397	0.193092362519	0.108386996685
a17	0.0935563220206	0.0794921663134	0.133797259247	0.0860693502363	0.0909119389586	0.0542031086854	0.070064077705	0.122230644594	0.176154728518	0.0935203789617
a28	0.106912964359	0.104297113104	0.124744545692	0.0667317316301	0.0869373923195	0.0638499665751	0.0772966219373	0.117958234625	0.144604001637	0.106667421121
a31	0.094445932325	0.121965926841	0.1063085012	0.0655910462614	0.0744404203732	0.0532525472584	0.0700598631591	0.146071837542	0.125969234812	0.141894701174
a24	0.0806141183663	0.134807278187	0.10958633902	0.0667201767271	0.0714701757244	0.0475069456861	0.0682088165197	0.149685737314	0.122255733871	0.149144688058
a31	0.0817443333801	0.144246494576	0.0982309394867	0.058375560449	0.0673144131748	0.0420246544287	0.0746271715066	0.150175878105	0.128018231557	0.155242323686
a15	0.0821520953754	0.134812090652	0.108136677669	0.0633364437963	0.0649785383916	0.0356244714762	0.0778886435222	0.150161068435	0.130352273586	0.152557696829
a31	0.0978181375071	0.128947066444	0.103083682323	0.0596937938054	0.0641700068639	0.0344495837587	0.0816992343274	0.147664447612	0.139746990462	0.142727054143
a46	0.108283191582	0.120944174481	0.0827509275277	0.0543914032685	0.0639519339546	0.0377694077862	0.0849394959091	0.150621501537	0.141800051707	0.154547925981
a41	0.119619080461	0.1096578848	0.0834116319626	0.0606663387295	0.0767430467515	0.0473283692621	0.0972968108364	0.134100525112	0.119877687656	0.151298651194
</S>	0.13844339541	0.10766731586	0.0703960897313	0.0575060696847	0.0781223162257	0.052849881131	0.102936817518	0.133455594756	0.112514893028	0.146107650897
