 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.0949671779797	0.146758120524	0.1311024715	0.202976744506	0.066465507795	0.059208336105	0.039408830192	0.111447806363	0.0614737601426	0.08619122328
a37	0.0798002432303	0.124871247757	0.1415495587	0.227752641306	0.100068218105	0.0518118007883	0.0493221507793	0.133169922429	0.0540943637946	0.0375598277667
a31	0.050470128986	0.0911399792323	0.13714605974	0.192488839786	0.161254742182	0.0580054675961	0.0470022554524	0.151801717036	0.0868163961555	0.0238744045489
a20	0.0268038405773	0.0528822188041	0.15209286462	0.165814573209	0.169616160567	0.102324228972	0.0369451742559	0.172253808483	0.0890899495566	0.032177174469
a31	0.0308569841971	0.0942905314147	0.178772440407	0.13489419167	0.112903290922	0.131539921697	0.0553840228051	0.169480193158	0.0563943740872	0.035484046443
a13	0.0453586306717	0.123143877055	0.174000609669	0.0969571272233	0.120148859907	0.119717373166	0.0787712729884	0.170542661806	0.0386391562167	0.0327204317749
a31	0.0433752356052	0.100729264115	0.156347957423	0.0887074278211	0.147989163969	0.097948288722	0.114479251029	0.179072976202	0.0365210574282	0.0348293731835
a20	0.0335315990204	0.117339900965	0.149545193008	0.10203988224	0.132578745323	0.081191620374	0.149333650903	0.168228141401	0.0365655058161	0.0296457594132
a17	0.0327238236888	0.124694745635	0.151085821003	0.1026346656	0.103649546574	0.0817738931247	0.151790038728	0.1770889198	0.0420942947254	0.0324642531177
a20	0.0338248490563	0.101654425278	0.157819856868	0.0927295931667	0.0873584591247	0.111118890028	0.134433465643	0.169285287267	0.0559980023525	0.0557771807526
a31	0.0398037137221	0.0931371565593	0.174156504823	0.0945539727222	0.0718681681749	0.134154658743	0.101610440881	0.154475971556	0.0646224765748	0.0716169514309
a20	0.05066049422	0.101062868453	0.167253925008	0.0991338800007	0.0569521318583	0.121219833981	0.088774026427	0.148245092852	0.0702632719916	0.0964344841903
a31	0.053586224296	0.0994892100843	0.157769100963	0.102066279847	0.0404782781194	0.0943866326937	0.0855540546957	0.142514411017	0.0817924472372	0.14236336627
a3	0.048065841012	0.0931816520281	0.156868763948	0.100011349702	0.0353185992731	0.100026607611	0.0787699913852	0.138140151206	0.0780256543857	0.17159138803
a8	0.0487859370973	0.086921953076	0.130977932449	0.092707379634	0.0392110965977	0.115157062337	0.0853108910617	0.144049153735	0.0692610738886	0.187617508943
</S>	0.0531652519487	0.085842196138	0.127893972325	0.087900239617	0.0427286098589	0.108711110369	0.0881009705309	0.144084593867	0.0683175463843	0.193255494671
