 	la	casa	la	costruisce	il	mastro	</S>
a20	0.138069184848	0.065512333203	0.066220297886	0.13635778945	0.08111671622	0.32617720815	0.186546460369
a17	0.115554528434	0.0288571868582	0.077008637266	0.141406896137	0.0523522906475	0.46014231085	0.124678137948
a10	0.053855520144	0.0143207853972	0.0797444852593	0.140376671406	0.0604517246267	0.58457305215	0.066677767228
a24	0.033127891288	0.011526572336	0.0333342085904	0.135133869769	0.0646873496602	0.614246019383	0.107944105783
a46	0.0399174502667	0.0101262609114	0.0171752847675	0.117240065276	0.0637164465414	0.591925809128	0.159898700028
a8	0.103100416046	0.00800992956487	0.0148913896625	0.109870974385	0.0767042660338	0.512168159043	0.175254880336
a14	0.187122242155	0.0129431569076	0.0193828366075	0.136047561562	0.125188531278	0.377358642348	0.141957039845
a31	0.183930879552	0.0223333702872	0.0215369387825	0.182937606721	0.156705993626	0.344749003116	0.0878062120817
a20	0.159675111024	0.0234443354744	0.0200158896142	0.190444831554	0.129583788722	0.372920555039	0.103915482294
a41	0.172400119741	0.0222437077695	0.0242785272181	0.187979320765	0.115554965354	0.37202851268	0.105514841185
a29	0.188701530914	0.0293471370565	0.033155345446	0.208177713655	0.123980922985	0.335748287027	0.080889067175
a31	0.166194051491	0.0412089857555	0.035343726762	0.245682850018	0.117957811328	0.318686399142	0.0749261749183
a30	0.141166410684	0.0597392245752	0.0478506721607	0.252441530139	0.135186588376	0.288408125114	0.0752074349394
a31	0.130700794057	0.0840246402727	0.0608775085202	0.258531328046	0.133439387659	0.237665703905	0.0947606331731
a28	0.132032775982	0.110667707039	0.0681130196401	0.278337331349	0.101798264486	0.196000333635	0.113050575118
a31	0.152619706707	0.115687701337	0.0721399276134	0.25571706825	0.0839399996953	0.169638976745	0.150256637295
a17	0.149256728082	0.10546427171	0.0697218282045	0.22722323555	0.0821675936318	0.176702336448	0.189464030821
a20	0.146507375727	0.10232132143	0.0767640960682	0.223235685517	0.101418845344	0.157137083083	0.192615602474
a31	0.145779252862	0.0960234057227	0.0791558319027	0.230140089306	0.0998845201147	0.145169011161	0.203847888491
a20	0.142522251607	0.0932377946136	0.0755491757142	0.204986221635	0.0946241505716	0.161685109654	0.227395292697
a29	0.151598326249	0.0986739400012	0.0814020965047	0.189448845612	0.109820318924	0.155694168085	0.213362311006
a31	0.145283362596	0.0996516632337	0.0850876854216	0.206194018937	0.111953350575	0.151304355695	0.200525574019
</S>	0.132348536498	0.0974819696419	0.0817822689908	0.216813820069	0.103217755287	0.160199117848	0.208156537876
