 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.180634322355	0.156593100761	0.06994909703	0.062148338835	0.120650815135	0.19243416534	0.090401069074	0.127189118583
a8	0.180908730088	0.180671311973	0.0612737031524	0.027722748917	0.163652239899	0.194607819033	0.0975517560407	0.0936117159711
a31	0.263323820229	0.237221651276	0.0374062984324	0.0346584896646	0.193386552003	0.09160137112	0.0719647171449	0.0704371231234
a41	0.241055271182	0.193014051987	0.06670238739	0.0693950957705	0.22993299357	0.0759773295223	0.0785878977636	0.0453349784002
a31	0.176208076279	0.129294839562	0.09109074053	0.132781916785	0.237394478269	0.0921283796408	0.104680851227	0.0364207008554
a0	0.149033662087	0.115390692424	0.0972185739967	0.139231847268	0.232517854699	0.11523530388	0.11174510641	0.0396269444465
a31	0.153439428285	0.106484531311	0.0916749764502	0.122075331036	0.22530379886	0.143173503693	0.111372425183	0.0464760056888
a39	0.188408215906	0.0930269296257	0.0544200419947	0.100394912292	0.217155627367	0.184535086964	0.117191013694	0.0448681829596
a31	0.148213796765	0.0771089859792	0.0416388503116	0.071712942164	0.227858529669	0.285978316921	0.107480450431	0.0400081424565
a10	0.110235461962	0.0611976403111	0.0445164344572	0.0607353041613	0.232001091623	0.37119796744	0.083642525777	0.0364735857855
a20	0.121164216713	0.0797599292484	0.0361684031057	0.0321190995404	0.252950498808	0.37032348668	0.066864779159	0.0406495915952
a31	0.13017207125	0.0962549472761	0.0614119930686	0.0441004729801	0.249482495936	0.314593285493	0.0530479610197	0.0509367836984
a10	0.122371023325	0.0992159138974	0.0804470646695	0.0521093693267	0.245073467512	0.246861727164	0.0755285988999	0.0783928498728
a20	0.108660264157	0.103227867564	0.0624627212032	0.0467707559089	0.252462917637	0.202571376321	0.102570736793	0.121273368211
a31	0.108703902959	0.0962871381347	0.0874903349344	0.071325967903	0.225089783079	0.17615523404	0.0956867343977	0.139260897457
a13	0.107409505053	0.0921624197249	0.0965655454115	0.0843305831677	0.21021557156	0.14928119728	0.0990022492659	0.161032922812
a20	0.098959801431	0.0858445172283	0.0848983423038	0.0896981869892	0.210869509253	0.134242887427	0.110915708689	0.184571064037
a31	0.106468992224	0.0811396879428	0.114082445168	0.12551236393	0.179817271884	0.119731348476	0.10253304703	0.170714855359
a28	0.106317400021	0.0831391815143	0.122767060256	0.143892294177	0.165527792295	0.114274291159	0.10058254841	0.1634994202
a24	0.105859662954	0.0902159079048	0.128534818619	0.133092050992	0.150334449432	0.11231059672	0.104046282003	0.175606218867
a46	0.111638505451	0.0982727135683	0.157651663206	0.130297059997	0.118683224144	0.101234626573	0.095731347201	0.186490865716
a39	0.113274828277	0.101806386256	0.175822000069	0.135954822199	0.103993822381	0.0963029214577	0.092667798267	0.180177433092
a46	0.124046140539	0.106681993752	0.187812137356	0.136074891866	0.0967472300603	0.0950166301526	0.0942103111557	0.159410672371
a8	0.141756187066	0.117590165051	0.192169693385	0.128873925222	0.0905616588201	0.0942738335842	0.0920438694519	0.142730676904
</S>	0.152161508883	0.123478261426	0.192142954092	0.124404012611	0.0881019957101	0.0947256049921	0.090418192126	0.134567480952
