 	avete	cucinato	le	verdure	</S>
a39	0.21419923354	0.2279430868	0.3262726865	0.15240389485	0.07918110098
a31	0.24069154936	0.204668115133	0.378174069233	0.134748295033	0.0417179626631
a35	0.235215463347	0.21352150004	0.328019410811	0.184845567127	0.0383980652708
a31	0.169192717989	0.179239948609	0.264024289137	0.292694369909	0.0948486910236
a20	0.15406993209	0.128595195183	0.231015895312	0.332607028723	0.153711944481
a31	0.155559842523	0.132195675108	0.213938309837	0.301776750408	0.196529408567
a20	0.154107932921	0.152073481503	0.210061291012	0.269278404563	0.214478871789
a39	0.161716576174	0.173609504101	0.222296631804	0.259307145868	0.183070117596
a28	0.147220045138	0.193996746234	0.236473451801	0.253221372489	0.169088367732
a31	0.162066587406	0.188634165745	0.2028498202	0.260665411563	0.185784015577
</S>	0.178118747603	0.184084734772	0.1735755845	0.264046500781	0.200174435888
