 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.0871505413329	0.0260414428106	0.055553253829	0.024010273386	0.061622187768	0.06468603495	0.075417120255	0.15791626235	0.0823754384	0.087507668149	0.077333183579	0.075426443745	0.124960160679
a24	0.0433079545361	0.026409627676	0.0631884789823	0.0277620408296	0.054689770614	0.0648938258367	0.111153517762	0.147233604583	0.0921459097667	0.183994336418	0.0640640608063	0.0737098055183	0.0474470755699
a28	0.0339211817636	0.0260972017207	0.0383844804608	0.0266962741788	0.0588449438313	0.0781323424989	0.161721686314	0.0897914396677	0.0750549087689	0.243219316423	0.0452043182288	0.0969667518128	0.0259651609542
a39	0.0419260053031	0.0226147118956	0.0287371914469	0.0275611301596	0.0609375686038	0.0884946506996	0.171034809133	0.108252787763	0.080730457765	0.17734406297	0.0540800987716	0.119127362624	0.0191591763078
a17	0.0712309222998	0.0245504253739	0.0294905854156	0.0335079367372	0.0619283830013	0.0861645849132	0.143180036024	0.155011068141	0.087388321047	0.113050838855	0.0708262373125	0.104172020828	0.019498651365
a31	0.0705349749719	0.0207471563261	0.0289850515075	0.0347673839967	0.0576915584626	0.0753274310591	0.107248452159	0.157572170128	0.0945984905857	0.123487522521	0.105234363904	0.105295967609	0.0185094827943
a20	0.042806475124	0.014230730463	0.021368607177	0.0275458513167	0.0523732865664	0.079683952035	0.110981610607	0.136598411204	0.12283117287	0.162533768848	0.114354917448	0.0965603026763	0.0181309200941
a31	0.032583551128	0.0109320342604	0.0163295217245	0.0223410286241	0.0465544831721	0.0834830402057	0.117759870686	0.129433571841	0.141648360545	0.175250417733	0.127208921873	0.0710030993654	0.0254721199007
a17	0.0251605091183	0.00859871025667	0.0133176271348	0.0204461776564	0.0427514613574	0.0803965077952	0.107291747845	0.124817412754	0.161563225516	0.150167848512	0.176522766401	0.0594624619885	0.0295035688802
a8	0.0315667075337	0.0129347208011	0.0122258907303	0.0236468754761	0.0500730650691	0.0851958706537	0.118381301648	0.129416819453	0.168364936797	0.112832771774	0.161340437262	0.0705053699162	0.0235152481887
a31	0.0369834574232	0.0160340828653	0.0146550333088	0.026099722486	0.0577259461444	0.0836978202999	0.109944048815	0.116537538532	0.125037979341	0.125776936448	0.148107047693	0.113273732092	0.0261266659649
a8	0.0298313618144	0.0118502962978	0.0144631795696	0.0236209077487	0.0542823221928	0.0874026702	0.116305790538	0.107898147324	0.115790642088	0.118039749681	0.178882980252	0.108592341131	0.0330396148056
a24	0.0278517559581	0.0151826304433	0.0161466592399	0.0232828951569	0.0555855513243	0.0955738343333	0.127891683675	0.121063331941	0.108233695063	0.102572517776	0.152861634893	0.12067819641	0.0330756246125
a31	0.0301743618327	0.0175434931851	0.0172972746833	0.021672455593	0.0594796566281	0.0922596316778	0.114888433408	0.113608893147	0.0803345617223	0.119871081885	0.136995946993	0.156854199337	0.0390200207535
a20	0.0292088230776	0.0140681250884	0.0170512921011	0.019924357051	0.0649854346427	0.0929306395726	0.123955011736	0.107598065782	0.101714409891	0.0953532122197	0.16652466966	0.125223228312	0.0414627242072
a31	0.0360932614259	0.0132059566695	0.017699551667	0.0195819791237	0.0712318060142	0.0963726241242	0.129430891645	0.107660706261	0.11601105667	0.0830686214566	0.146242601453	0.110711706437	0.0526892155357
a41	0.0406936968553	0.0138669234298	0.021394852749	0.0209767185012	0.0789382159381	0.0997303039747	0.133321559748	0.104341197954	0.107398096723	0.0936588718202	0.133198121322	0.100799601079	0.0516818335879
a31	0.0394763948784	0.0152737045193	0.0211235018763	0.0211967372837	0.081765419926	0.104547731245	0.135214237736	0.0973953915847	0.107213399212	0.105887010492	0.123641116627	0.0847356154263	0.0625297491253
a13	0.0394875852261	0.0169077224491	0.0228014170654	0.0224716126846	0.0760758924153	0.0997672108683	0.120944528532	0.0867434950616	0.122660574843	0.116035440568	0.10989980538	0.0873186007021	0.0788861146071
a37	0.032635616282	0.0252427118764	0.0287218083085	0.0213991680815	0.0720422474318	0.115308775023	0.153410441111	0.0895517329539	0.1017395526	0.080020929724	0.138381256851	0.0752086552607	0.0663371158304
a8	0.0293398675007	0.0269812138455	0.0356487813162	0.0220218290938	0.0859312198773	0.152602486674	0.179991809504	0.0929180511846	0.0518852780207	0.0431663338076	0.149582698442	0.0678755938669	0.0620548560555
a39	0.0321709801936	0.0265715811218	0.0396854113187	0.0252351557313	0.104389146226	0.175196541625	0.164321321835	0.0904220202615	0.0345356889136	0.0492123396548	0.128952887587	0.066660160889	0.0626467665545
a20	0.0351129017979	0.0322777095473	0.0336061685529	0.0234611703038	0.103945820475	0.182542422208	0.151385668545	0.0902281577538	0.0311147221605	0.0754992191356	0.110223610636	0.0630628095097	0.0675396138382
a24	0.0322213251593	0.0336616404984	0.0280723108843	0.0223621059746	0.0922819028917	0.179752733003	0.141626232602	0.0953852789179	0.0335989250802	0.104789564993	0.0965406835343	0.0619966269299	0.0777106654067
a18	0.0286818218531	0.0347955723668	0.0252725753614	0.0220003671249	0.0830601874306	0.173422863734	0.134161981354	0.102024863906	0.0375099457357	0.129390789944	0.0845362477774	0.0621697354366	0.0829730418242
a23	0.0273172942844	0.0298980973669	0.0303184388805	0.0239637014616	0.0794234206769	0.163786829245	0.125885312185	0.104605991435	0.0371657380795	0.122490442937	0.0919676554861	0.0753674091422	0.0878096600314
a24	0.0256388087615	0.026417433745	0.0293145804802	0.0265568034672	0.0744437576923	0.146968816895	0.119376594308	0.110175275525	0.0414907953665	0.103211882323	0.114288654508	0.0816135698874	0.100503020058
a31	0.0257528284538	0.0265763938577	0.0218131327867	0.0267380701757	0.0815583875641	0.147805840445	0.125729157749	0.118962920822	0.0512671894688	0.0831645125122	0.110921137374	0.0813034636325	0.0984069649873
a20	0.0335969003513	0.0288228207059	0.0249050463556	0.0296690150319	0.0974373210547	0.150676154615	0.140821571183	0.122774828807	0.0513490740356	0.0623187252624	0.084957152362	0.0755895003375	0.0970818867444
a3	0.0388700033971	0.036270347562	0.0340605893519	0.0357418755906	0.111533267885	0.138113573138	0.138097995661	0.126434273402	0.0462007996019	0.0595598686329	0.076563121162	0.0593063206725	0.0992479558139
a31	0.0373940154124	0.041599914034	0.037727951904	0.0389019428769	0.115757117428	0.136734400179	0.132724469887	0.125385013334	0.0432141607246	0.0599825485774	0.0720069713511	0.0679095457908	0.0906619394387
a13	0.0394615303108	0.0414756069647	0.0377235262147	0.0400947150856	0.115336179409	0.142307521593	0.144393113696	0.118258914911	0.0413853516775	0.0503066212099	0.0611348218081	0.0708370804903	0.0972850174612
