 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.03774116353	0.0141626805466	0.0707005821945	0.346521921561	0.17444794243	0.255829684584	0.100596019303
a31	0.0150524005717	0.0168287598787	0.0789480172122	0.432702967494	0.121190328303	0.278625507744	0.0566520250096
a4	0.0150916438462	0.0188992473477	0.0831296905137	0.408486793065	0.107235524841	0.275671948901	0.0914851572152
a46	0.0459843262376	0.0148435997706	0.0471275420742	0.313615227355	0.115720363347	0.322662893394	0.14004603929
a31	0.0573853906008	0.0140203029949	0.0365105765394	0.304621262731	0.114530750982	0.311134142198	0.161797569257
a28	0.0394462737051	0.013271108615	0.0249989812811	0.361440520123	0.130577141194	0.258350030999	0.171915930039
a27	0.0517632423884	0.0192400001263	0.0306885493604	0.385807834508	0.144470498931	0.215154089866	0.152875772936
a31	0.049030302727	0.016338397415	0.0255442584841	0.419427472889	0.19535256793	0.172922908651	0.121384092303
a49	0.0230549442261	0.0080660994528	0.0181320327427	0.436349520083	0.241347241463	0.18320651798	0.0898436587671
a23	0.029136537312	0.00579561731	0.015967481047	0.459441536228	0.232929260954	0.185029835613	0.0716997479306
a31	0.0416231245522	0.0117335379838	0.018913677283	0.421339190143	0.291144870985	0.156384834604	0.0588607608245
a29	0.0501928206256	0.0270207711415	0.0227797425964	0.381993083248	0.326559428395	0.148718636548	0.0427354962872
a17	0.0604683274164	0.0429316306132	0.0216132208915	0.426422770883	0.276200216398	0.141414049427	0.0309497783035
a20	0.0630445265942	0.0539321766664	0.0318411362672	0.452342188294	0.230839157133	0.134208432807	0.0337923895639
a17	0.0644273290057	0.0603452317621	0.0485390952987	0.432817514098	0.219565948311	0.124831407149	0.0494734716493
a31	0.0595780035842	0.0619536084494	0.0922129196159	0.388584860366	0.214792656037	0.11116992601	0.0717080306271
a20	0.0546985299047	0.0704087037991	0.13908528695	0.294552735789	0.213962747279	0.123289220137	0.104002802096
a31	0.0598329476022	0.0739334048824	0.128373967472	0.190335481823	0.213645932426	0.189673737779	0.144204563232
a3	0.0720944341834	0.078514061925	0.105109073065	0.149508709568	0.209251457409	0.217839544593	0.167682743144
a31	0.0778429601265	0.0791529029679	0.0868436305588	0.130196629723	0.207735391736	0.223001426864	0.195227069281
a8	0.0838916681882	0.0760734353893	0.068257093562	0.126571412041	0.184551366579	0.231513148688	0.229141874754
</S>	0.0926331510771	0.0826275898927	0.0681813609544	0.137946319021	0.17023526529	0.210625713544	0.237750589317
