 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a31	0.0155646133276	0.0086092987362	0.0162319413335	0.023233212146	0.036914294406	0.061975557792	0.04517379919	0.09051548846	0.07119000652	0.12690463689	0.07357344119	0.17502488307	0.13417289466	0.120915933099
a27	0.00922838864952	0.0279128762146	0.0202326105018	0.0256146733897	0.0518907541107	0.0626685078933	0.0473235019624	0.1016426436	0.0917787644667	0.212611092897	0.0568379188127	0.10788334789	0.1077666722	0.0766082427554
a20	0.0161835657963	0.0424213113188	0.0226590355153	0.0218084539151	0.0657542006749	0.0406898064578	0.0435400169332	0.105227247433	0.0888515436222	0.272395022266	0.0543402240602	0.0834521445833	0.0728516824333	0.0698257411618
a31	0.0212240133298	0.0252445766834	0.0176291556322	0.0161062402471	0.069569417959	0.0375743736646	0.0480250318022	0.143676885468	0.106973984807	0.230157411522	0.0630105052827	0.0904228761744	0.0773865335844	0.0529989771413
a37	0.0265531393887	0.0167932825753	0.00873370976187	0.0102694942217	0.0504236463537	0.0286938072469	0.0390012148148	0.167343290109	0.136820318069	0.157954855574	0.0801245156169	0.141639740971	0.0853961606748	0.05025281405
a31	0.0341908524319	0.0165028495208	0.00644185252569	0.0093989059947	0.0355118245779	0.0340119715576	0.04059841516	0.163224158024	0.136779095823	0.134410094991	0.0904375101656	0.158564548624	0.0920044928916	0.0479234353656
a27	0.0340074039413	0.0124752620367	0.0051086998923	0.0091341453189	0.0280347045726	0.0363580052599	0.0429460452314	0.155968425959	0.119720474008	0.127438640407	0.117179454837	0.166848729575	0.101721287364	0.0430587345019
a37	0.0389703581078	0.0118919313484	0.00507159695077	0.0098012145303	0.0260788948242	0.038330444152	0.0382348727517	0.13620180794	0.102613245203	0.106577255479	0.144383097361	0.205902909792	0.102130658988	0.0338117078006
a31	0.0364777141759	0.0134302161374	0.00687502997492	0.0130852630061	0.0248665080181	0.0399395523387	0.0406032379826	0.118680071964	0.102601690848	0.106655314893	0.133326757987	0.226722288131	0.096893976396	0.0398423567669
a22	0.0238924340253	0.00891936052997	0.00644838231564	0.0123350711754	0.0217813367674	0.0335130806709	0.0451528580775	0.134692613218	0.101229617329	0.102605148864	0.119974525036	0.225623947777	0.111038376465	0.052793238989
a31	0.0193122637951	0.00916783772056	0.00999196487788	0.0189782210918	0.0230732236471	0.027164130387	0.0417361888258	0.130254235988	0.085438815043	0.095145370988	0.132690484292	0.224238677886	0.129841823222	0.0529667661963
