 	avete	fatto	già	le	verdure	</S>
a6	0.0975961072048	0.19811801163	0.135569470692	0.129347233	0.20265108743	0.236718097111
a46	0.0631165280715	0.338541145563	0.127819173664	0.106305701287	0.192985734143	0.171231712224
a21	0.0547371406972	0.436247654321	0.11719796182	0.115036421849	0.159808612574	0.116972180068
a20	0.114098441608	0.405152647134	0.0994065297039	0.0962452001497	0.158415181546	0.126681968275
a24	0.210750027365	0.339090916305	0.0895665575792	0.0719238470099	0.17240266087	0.116265981944
a31	0.221362611159	0.282397881024	0.101221343509	0.0717175854033	0.221310607437	0.101989984888
a14	0.191633833072	0.275256922237	0.124926295627	0.0819845185544	0.236645883546	0.0895525594893
a41	0.188818310547	0.267759142556	0.150109702386	0.0772480596315	0.215623087915	0.10044168685
a37	0.164544460655	0.235880404209	0.189684314251	0.0903606633438	0.202101059038	0.11742908877
a31	0.12801217047	0.22629771659	0.207538721857	0.142889141048	0.189298281013	0.10596397553
a6	0.0941403120533	0.18006572527	0.214348841366	0.192370269816	0.195088216938	0.12398663865
a46	0.0711628928811	0.12908021073	0.255696799455	0.179166542872	0.184354414779	0.180539147272
a31	0.0934260737537	0.178213365043	0.249341162285	0.162059348891	0.146628799326	0.170331258399
a17	0.0957624833579	0.208695214348	0.240123862428	0.156210765297	0.130479206242	0.168728469413
a20	0.111373672226	0.185987553049	0.244541769476	0.128060003232	0.132886501014	0.197150502569
a31	0.154846804537	0.17810025795	0.213196466559	0.133066910077	0.125789791338	0.194999775512
a17	0.145062381712	0.16753225665	0.21954303212	0.141475717492	0.128096035913	0.198290574657
a20	0.16198320234	0.165642744883	0.222662658773	0.123884462164	0.122972352771	0.202854580686
a31	0.201095449654	0.175562475361	0.201498016324	0.111630929521	0.10606704119	0.204146108059
a20	0.181029766405	0.19248210192	0.190816600708	0.103865748107	0.106736239063	0.225069550926
a17	0.171241774064	0.20876966104	0.187583083303	0.101393328502	0.108636072354	0.222376077342
a31	0.19688244117	0.228701504013	0.179159515168	0.096346109834	0.097518021118	0.201392418226
a23	0.170180416043	0.241658695671	0.170200123389	0.0939134739447	0.106368292173	0.217679019747
a31	0.165959903261	0.269170744557	0.152958401396	0.0887412076482	0.105356371591	0.217813381749
a8	0.170003572981	0.287157096586	0.143757729065	0.0866212357494	0.10199839653	0.210461969193
a31	0.173828296237	0.299170384595	0.136211677222	0.0871969264498	0.101167986643	0.202424736534
a28	0.190488256875	0.298301274198	0.132469661674	0.0870311578833	0.103037229548	0.188672423004
a21	0.182896638344	0.260108626733	0.154451352491	0.0937032288944	0.114125552916	0.194714593021
a31	0.205878245204	0.273817981844	0.14541793043	0.0879813387648	0.099700417572	0.187204077555
</S>	0.219197787841	0.304203059322	0.127985311215	0.0816589304824	0.088675947286	0.178278957289
