 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.175586111233	0.157701049938	0.0808106745685	0.095078105553	0.06266060735	0.0159007948313	0.061846602496	0.28187696607	0.068539116985
a24	0.107007081564	0.112470101456	0.114671672919	0.15887290302	0.095802117967	0.0650757843486	0.0628216499553	0.238875209018	0.0444035120619
a28	0.0503035515725	0.0925357654167	0.132426090304	0.279688107267	0.0809341730465	0.0765973921372	0.0420399845138	0.207334036789	0.0381409222622
a31	0.0337399629175	0.0900076144522	0.130793163959	0.336869629956	0.0832263047743	0.0411013752363	0.0441350897379	0.204844133236	0.035282732851
a8	0.0499932674125	0.0815312441574	0.132493727365	0.271715216452	0.12721663512	0.0662357237037	0.0549160786406	0.181804292674	0.0340938221381
a0	0.0984599614708	0.0923833581591	0.122445510518	0.186305290284	0.145029907099	0.0781214711526	0.0494529666469	0.203114857197	0.0246867021589
a31	0.112162447657	0.130275457653	0.109277635623	0.156186134695	0.101626310206	0.0536619023575	0.055670758749	0.251285463114	0.029853909157
a39	0.098003106379	0.148394114151	0.0935804725329	0.125543852765	0.046363511618	0.0352787812245	0.0901931101163	0.318223175038	0.0444198775857
a31	0.0900403672397	0.133684508717	0.0876792423968	0.096520392855	0.026368292062	0.0267770049535	0.105245238372	0.362130479013	0.0715544707952
a8	0.0937478738932	0.156173883839	0.08111042719	0.0922325834183	0.0190814301051	0.0235830191705	0.0875765828907	0.356732520338	0.0897616839317
a31	0.115877052224	0.172124791146	0.0706588992104	0.0902975508061	0.0190022373261	0.0311673647828	0.0790304513969	0.305873667246	0.115967988911
a24	0.126606684908	0.180087988849	0.0726909174595	0.0875286326687	0.024470608234	0.0386981196876	0.0672718062656	0.254821545282	0.14782368497
a46	0.128052346903	0.214537003016	0.0729687454692	0.0757590841562	0.0269806269633	0.0366534227225	0.0555513493552	0.238961382161	0.15053602759
a31	0.160176315134	0.204795311472	0.0633901735897	0.0848523878521	0.0299536471278	0.0530038524742	0.0564782087184	0.20166658392	0.14568351753
a1	0.167484466025	0.194505736491	0.0625448634332	0.090090971584	0.0331969821559	0.0583675683181	0.0598866779728	0.19071236164	0.143210370577
a31	0.162571071922	0.186703292897	0.0634169178277	0.0948757707613	0.037731400512	0.069748046946	0.0654137669909	0.185113154547	0.134426569726
</S>	0.177773880561	0.166134591449	0.0598307423838	0.110930274581	0.041146655636	0.091966227373	0.0697308875955	0.161201751574	0.121284984863
