 	il	morto	vuole	pianto	</S>
a46	0.1524849918	0.33776518311	0.10669584808	0.17417110083	0.2288828729
a23	0.178738688187	0.338874104783	0.131435021631	0.1797188673	0.171233320023
a20	0.230151602989	0.330183668428	0.198216889395	0.13286131459	0.108586518014
a31	0.159558381103	0.379958617436	0.215364723758	0.147526029859	0.0975922457327
a21	0.15362589247	0.445414448845	0.126564202239	0.158359981602	0.116035478518
a11	0.146239589381	0.475920740648	0.0768434217997	0.185542068387	0.115454171519
a10	0.0957628919157	0.491247362949	0.0609520488466	0.235067990396	0.116969690293
a27	0.0954795231652	0.472198719983	0.0799313986355	0.240954888465	0.111435460658
a17	0.103604499402	0.436504716061	0.118516575679	0.241022540222	0.100351675153
a31	0.0936708382793	0.406602599354	0.18453975124	0.228321274207	0.086865538271
a37	0.0840407286051	0.367111216718	0.213738020027	0.237076957802	0.0980330561237
a31	0.0716855042977	0.369029166039	0.179466940182	0.274851202334	0.104967164375
a37	0.0813836072686	0.358446120546	0.177337226901	0.282935358511	0.0998976788583
a17	0.118288894806	0.316700474182	0.168795388367	0.278150514304	0.118064724086
a31	0.131923338339	0.309413584061	0.149014644449	0.249215528235	0.160432897995
a10	0.152683828846	0.29544108282	0.143015117876	0.233027969878	0.175832007898
a7	0.194994478815	0.27115523834	0.130399694092	0.231110944159	0.172339657233
a31	0.179023574185	0.256821177713	0.127903587764	0.21442380012	0.221827849878
a33	0.161345747528	0.268943120038	0.130342055321	0.205045544707	0.234323510693
a29	0.184332702049	0.282177903813	0.131396071774	0.195013728569	0.207079574564
a41	0.204308768696	0.288999952271	0.134928332925	0.174324909856	0.197438030588
a31	0.198747066719	0.295726929424	0.142073612695	0.158696536952	0.204755856276
a39	0.197007337166	0.296544709808	0.140380333818	0.150216956584	0.215850653572
</S>	0.209271301683	0.291800089904	0.133942286709	0.150732210692	0.214254095686
