 	mia	figlia	vuole	andare	</S>
a46	0.27341715135	0.24830277763	0.158591486041	0.20209661768	0.11759197388
a31	0.29423743735	0.267596280877	0.111523262941	0.219560935573	0.107082083664
a7	0.22950553905	0.259384878272	0.090171814931	0.236625494598	0.184312266279
a20	0.168555500083	0.231555963757	0.107853786694	0.265632067566	0.2264026748
a31	0.202283467961	0.258265452032	0.0882409236513	0.257610824055	0.193599322587
a46	0.239023016014	0.271115773924	0.0492921919458	0.283386532552	0.157182471516
a31	0.227502653431	0.329796195775	0.0563114469506	0.257736119051	0.128653570972
a46	0.209452507477	0.367649371525	0.0874316451635	0.218566902617	0.116899579591
a31	0.181315886692	0.385691282775	0.104895984148	0.195673591272	0.13242328383
a11	0.176698400631	0.392064308258	0.128627033236	0.141888234891	0.160722056443
a3	0.17225992481	0.349665100753	0.165584275452	0.135238757297	0.177251962348
a31	0.148973676003	0.349729206651	0.178544288984	0.131967707632	0.190785135249
a27	0.149954843401	0.34758747795	0.174507325495	0.136862254744	0.191088111883
a0	0.1762388474	0.33454984985	0.166250862032	0.137805745315	0.185154687628
</S>	0.1864968581	0.333514694725	0.160206224016	0.135750214258	0.184031986314
