 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
a31	0.026119328838	0.029418090486	0.021724034494	0.040474853426	0.023606122059	0.025584483595	0.11202873096	0.028241700023	0.094121388306	0.033262002497	0.0615997036755	0.074328097087	0.189769115873	0.064645952394	0.0551779748945	0.066559916304	0.053338494487
a11	0.0131898598853	0.0242149307173	0.0162596173273	0.055913588762	0.045634529679	0.0637365948817	0.142621777167	0.031464814063	0.103059734646	0.065239560417	0.0341083771423	0.048943711947	0.18382526012	0.0602514498549	0.0332346164127	0.0451959974349	0.0331055816123
a37	0.0145681290804	0.0260667975358	0.0144958838624	0.0592140185007	0.062067822013	0.108728165947	0.124775019429	0.039637697441	0.101202716002	0.0896910783657	0.0272815186029	0.046295017309	0.115129971867	0.0544551121072	0.0285491251795	0.0601229003024	0.0277190285641
a28	0.0168722114208	0.0184717279473	0.0144110137741	0.0519440570336	0.055494694871	0.111882824649	0.126442862876	0.0568603370137	0.125339581001	0.0721110175552	0.026097222207	0.0655743328363	0.0950125788157	0.0368093131237	0.0304310808998	0.0772856394079	0.0189595002614
a31	0.0142117260936	0.0113406772082	0.00970122415637	0.0335099574112	0.0390004552303	0.072881939343	0.114598823092	0.0554620347379	0.169820113614	0.0470881056184	0.0223346134398	0.117797725925	0.0840572429699	0.0341846675911	0.0332116875018	0.120703020905	0.0200959784461
a21	0.0188096159245	0.0090213657312	0.00624725321712	0.0305123563237	0.0267327971701	0.0485431977743	0.110735550631	0.0547038633793	0.192923192085	0.0352866698195	0.0234681322601	0.169590832755	0.069397538968	0.0387683561069	0.0296346914555	0.113770892997	0.0218536804636
a31	0.0236047765282	0.00964977915107	0.00654683463904	0.0322496406186	0.0233016930567	0.0448989149714	0.11798591321	0.0623377067931	0.184536189295	0.0285844247198	0.0250414613747	0.188740545858	0.0561323819093	0.038195136799	0.0313104311638	0.0989033441299	0.0279808229159
a10	0.0173294155634	0.00839704064436	0.00954370636968	0.0414230940602	0.0291973934829	0.0416780556145	0.117383569937	0.068143345911	0.161581567632	0.0254759357399	0.0265503738629	0.192828844826	0.0658106667391	0.0300435602595	0.0396863013206	0.0972263110566	0.027700833252
a31	0.0137765235438	0.00939774850212	0.0120018728999	0.0493488071101	0.031572428525	0.0426346655488	0.116452816646	0.0659663299503	0.129875874504	0.02792062146	0.0290019924376	0.183181443582	0.0708796178224	0.029301374823	0.0487990887635	0.107979954286	0.031908842864
a3	0.0119071312981	0.012106739543	0.0112001545246	0.0381626014434	0.0258827669017	0.0500881322096	0.126461183795	0.0648707316034	0.129749105995	0.0321738102333	0.0278931368459	0.172660882967	0.0653030111008	0.031889969541	0.0476471485878	0.116995045335	0.0350084503147
