 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.1471354346	0.104325028543	0.049938272993	0.090620530546	0.274345400329	0.17168007802	0.16195525507
a24	0.121293441344	0.099989691633	0.0599627730163	0.0477562754236	0.31896402816	0.258215883116	0.0938179092253
a31	0.160520160976	0.0585369870477	0.0727447128424	0.0268480656828	0.29574886206	0.319876396861	0.0657248251304
a0	0.150062980596	0.0440636391563	0.117377300839	0.0386196750763	0.283329050747	0.291474403389	0.0750729682161
a31	0.125817828192	0.0629955437125	0.165039478746	0.0463871236474	0.274649460669	0.203187635372	0.121922939978
a17	0.187645340609	0.0858053747128	0.159409543202	0.0287614909911	0.239575534356	0.155808118499	0.142994607226
a13	0.214182567174	0.0953007759476	0.123298847123	0.0318216360924	0.262335328252	0.142691957374	0.130368898209
a31	0.172581622391	0.113971046417	0.0941126643497	0.0312047709908	0.276991587017	0.179614627491	0.131523686603
a20	0.123041272464	0.109129693279	0.0771702158566	0.0382139020476	0.303329878206	0.22183976403	0.127275268468
a31	0.0990145600213	0.10186510068	0.0655393606322	0.0433486827599	0.318848298669	0.233155174277	0.138228814756
a23	0.0930895036071	0.103248171773	0.0624712461174	0.06082605636	0.307849539356	0.226826707692	0.145688776519
a8	0.103916653869	0.115337185798	0.0766429362991	0.0870225162933	0.291587534652	0.189314769764	0.136178418306
a20	0.107051294156	0.136975074373	0.0994599814464	0.0866852902978	0.264356863217	0.152602624121	0.152868889169
a31	0.124707000452	0.141937764991	0.0956628645821	0.0829742954326	0.241338619339	0.133992007307	0.17938744909
</S>	0.143555903826	0.138931024196	0.088325645791	0.0790954781163	0.226419110069	0.130058344653	0.193614486595
