 	questo	muro	vuole	uno	specchio	</S>
a31	0.34251759971	0.11833028377	0.167138806101	0.05246769075	0.11434143298	0.205204174592
a24	0.318647371152	0.0639905475833	0.173524814379	0.0640007105213	0.14191779276	0.23791874173
a31	0.38046271919	0.0407935036011	0.124744610163	0.0663310841451	0.139634711287	0.248033378037
a41	0.448040305167	0.0328229971404	0.104793563404	0.0497679770484	0.130820379304	0.233754790945
a39	0.422139751576	0.0318169472001	0.0992499692162	0.0578516479495	0.161477293656	0.227464397703
a43	0.422915375572	0.0399713254334	0.104208647846	0.0754317664165	0.165738867599	0.191734018175
a24	0.434673030151	0.0667207551378	0.103078444812	0.103704129106	0.13329648398	0.158527151368
a37	0.459513088717	0.0887357510793	0.102278076701	0.105953775635	0.0948468097267	0.148672498663
a20	0.515181906906	0.0899232892264	0.11118486738	0.0729310116917	0.0736009332422	0.137177998188
a41	0.597678695635	0.0880007554088	0.112779035399	0.0470030766039	0.0579786426141	0.096559788888
a18	0.654685433878	0.0840533458029	0.100119032816	0.0396609445306	0.0494470668714	0.0720341771387
a31	0.657791498626	0.0672175544143	0.079342670942	0.0496530116462	0.0614840272238	0.0845112663569
a11	0.581557337542	0.0719094067514	0.071457334434	0.0666176311954	0.0814802353413	0.126978084952
a31	0.524509253181	0.0823422860771	0.0712065174759	0.0745835126118	0.0885412828471	0.158817164817
a29	0.503573254394	0.0972260618524	0.0745853920259	0.0803185980706	0.090245975349	0.154050727272
a7	0.457283030131	0.126670903817	0.08809661269	0.0862318829435	0.091608637383	0.150108944331
a31	0.420580143377	0.118809448319	0.0919107609587	0.0942793714345	0.096188544061	0.17823174075
a37	0.411044007792	0.124915013886	0.0911001134616	0.0968750223915	0.0970107336203	0.179055117183
a31	0.389628839331	0.130986292629	0.0935521303935	0.10140571051	0.105074264607	0.179352771614
a20	0.36891319251	0.132119213943	0.0971647184375	0.107937417037	0.111196630269	0.182668828258
</S>	0.381867735255	0.145383917872	0.0966680160187	0.105830619119	0.104861811134	0.165387895279
