 	hai	già	mangiato	</S>
a31	0.37108613141	0.33169020061	0.1808617062	0.11636197405
a37	0.46487465749	0.320615135947	0.126082005647	0.0884282085767
a31	0.42083639023	0.342170411919	0.160119522062	0.0768736706122
a46	0.35131432381	0.347618943804	0.232443421261	0.0686233056707
a31	0.32898604247	0.342602933299	0.247746712527	0.0806643062302
a39	0.364211689357	0.273849351966	0.240487824709	0.121451125803
a20	0.409371091519	0.168587196055	0.261874094103	0.160167603441
a31	0.46304153784	0.198940920552	0.198077185901	0.139940356354
a46	0.44733190128	0.255890372184	0.1623153837	0.134462357418
a31	0.397824837093	0.283565568061	0.173911836033	0.144697765406
a18	0.366874329698	0.29572166802	0.175753281478	0.161650733535
a24	0.308009177233	0.290263210673	0.210327617159	0.191399999578
a46	0.312884686411	0.270503845558	0.226409253453	0.190202218193
</S>	0.329358081206	0.267949471779	0.224685371327	0.178007090596
