 	Marika	è	che	si	sposa	domani	</S>
a27	0.155674538379	0.102027649968	0.19690759845	0.056945535103	0.22831856785	0.153083159897	0.107042970839
a37	0.177734537406	0.0986604018413	0.26054594601	0.0635503451577	0.210909996863	0.132432680576	0.0561660979552
a31	0.256928393362	0.0905883742471	0.262583920697	0.0835494498272	0.122924634134	0.138121264157	0.0453039552217
a11	0.236218491887	0.103781693586	0.231376376569	0.112963333907	0.103834616978	0.169577519098	0.0422479650719
a31	0.179972931716	0.133146469199	0.18957583986	0.126842013862	0.113772283459	0.215401620249	0.0412888489046
a37	0.136364686652	0.1194495728	0.21424667664	0.110469947401	0.107500864553	0.243440434006	0.0685278350715
a31	0.091320764204	0.114505981976	0.21933793852	0.110181361854	0.128692799184	0.244371483022	0.0915896806838
a6	0.069763139828	0.138185722339	0.178671746293	0.091132655038	0.174409097995	0.246589784894	0.101247872455
a20	0.0680737514093	0.129729170118	0.158293101844	0.0586324991127	0.222490706398	0.245141575431	0.117639217752
a31	0.0835287451364	0.137677443733	0.135308898061	0.0548068099709	0.248846484533	0.217735537077	0.122096099051
a20	0.0747387653788	0.147972970998	0.110334812487	0.053328275757	0.260528887511	0.223334971959	0.129761343884
a31	0.10887056706	0.119956715379	0.0855291170957	0.0523016443523	0.25017852317	0.21668561432	0.166477842028
a0	0.145820639087	0.120155037513	0.0812843776319	0.0708715685174	0.195278508657	0.19788528164	0.188704604009
a20	0.137529816096	0.130807830858	0.086474456744	0.0923554799725	0.166801411152	0.203850203613	0.18218080667
a31	0.149060264699	0.107950245746	0.0868478937147	0.103312499924	0.163845659051	0.193331191204	0.19565223889
</S>	0.163314032849	0.094139177933	0.0842628346574	0.103431555462	0.167667298525	0.181419122002	0.205765968745
