 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.0704130240716	0.194614467994	0.10199389987	0.07624955935	0.0890107542	0.0853238374992	0.10038794896	0.118469453295	0.163537050235
a31	0.0628850308849	0.190206503514	0.127976312005	0.0979716026003	0.100453489733	0.0570704515019	0.09114063966	0.162670261382	0.109625717289
a37	0.0601411092683	0.126564226122	0.125841689201	0.0865202126038	0.0906851586043	0.0480768148687	0.0938557120667	0.264981451594	0.103333641572
a20	0.0429088496568	0.100845627404	0.156701554971	0.0740773366679	0.0764295040281	0.0411560576123	0.0907931644689	0.325926617304	0.0911613064097
a28	0.0364202122183	0.0871964538393	0.17653296739	0.0963719817026	0.0978275632094	0.0452550744348	0.076221890563	0.317351724191	0.0668221544896
a37	0.0671482495581	0.101108323804	0.20050717593	0.132922284181	0.12374525687	0.0532738383103	0.0535845668143	0.221168462222	0.046541847747
a18	0.0997809919727	0.153193557215	0.194350265243	0.12709110796	0.131221211023	0.0800038809201	0.0493811409248	0.124046540422	0.0409312925401
a31	0.131764910651	0.195230387325	0.119398082214	0.0850175270533	0.109897255641	0.130364762615	0.0689287276416	0.122980198227	0.0364181431174
a0	0.140982975924	0.21557255553	0.0657895608713	0.0695848912644	0.098665860247	0.178032093422	0.0750479823139	0.129834075009	0.0264900037858
a13	0.128825811221	0.242142578139	0.0742275016504	0.0599893608215	0.101045351482	0.194962075854	0.064591277678	0.112270469703	0.0219455759406
a31	0.11949909606	0.248047695646	0.0744505863101	0.0474267030038	0.102553715227	0.179827012611	0.076092025086	0.133746693514	0.0183564869989
a41	0.131072831047	0.242692339949	0.0839631805034	0.0473432480646	0.100455753542	0.162729163304	0.0875310771953	0.124904269485	0.019308162733
a24	0.169765426822	0.25466395425	0.0979733617678	0.0436958541549	0.0874121831807	0.136148567921	0.0997811427784	0.0824919895617	0.028067522131
a37	0.172075160001	0.244197319217	0.109577732256	0.0444626034516	0.0794198071936	0.106134944107	0.121397367726	0.0780187551206	0.0447162879437
a31	0.163282569874	0.204464860739	0.121226322219	0.0543715188839	0.0813999843312	0.0944391661023	0.132670710309	0.0977918688402	0.0503529877146
a28	0.177641184051	0.166492098313	0.140790831673	0.0650662357613	0.0819521105104	0.0848521680341	0.132515230036	0.0997104594801	0.0509796799715
a11	0.18178241883	0.141044773304	0.155885399224	0.0759214809204	0.0851627600368	0.099647901478	0.125780599745	0.0760499764934	0.0587246886572
a39	0.174210150597	0.134066633701	0.146426798608	0.0864753982401	0.0891787544123	0.107187507893	0.120778755115	0.0733472659645	0.0683287304857
a46	0.160472956986	0.1293141595	0.140345364376	0.0939624218134	0.0950629942708	0.100232342031	0.120861214638	0.0801752060548	0.0795733305619
a49	0.152972521409	0.124307231167	0.127307308099	0.103189998738	0.0992732839569	0.0983889157437	0.112392939813	0.0840613171516	0.0981064827873
a31	0.136628517576	0.125914250722	0.118107772073	0.107117899446	0.101025571919	0.0906641236479	0.0975840478043	0.104224284717	0.118733534662
a33	0.123353142052	0.132437078974	0.118132794778	0.0981186791487	0.099398612373	0.0838988139493	0.0990786735348	0.124096125439	0.121486086887
</S>	0.127145219216	0.136524153087	0.124075159859	0.0921274135744	0.0960963961865	0.0793766525747	0.104392931767	0.123321357119	0.116940733843
