 	li	vestono	i	genitori	</S>
a31	0.114260305001	0.228085089091	0.269777186817	0.183009265114	0.204868147821
a46	0.0650918196302	0.293791112845	0.323938301826	0.190382031815	0.126796731083
a18	0.0617078602287	0.29150705685	0.367700115484	0.187860128932	0.0912248473963
a35	0.0850172280136	0.321866371897	0.347755286895	0.179244927455	0.0661162141188
a15	0.140293180526	0.339547439632	0.288160118232	0.176207948415	0.0557913377843
a39	0.185268732762	0.320465989477	0.267722672144	0.147584730677	0.0789578817128
a31	0.165148438841	0.325749824459	0.275687624715	0.138380061219	0.0950340583309
a11	0.136903237047	0.3066470522	0.281611862238	0.150978393706	0.123859457044
a20	0.141017926949	0.245762483147	0.288641400613	0.138700208602	0.185877977281
a31	0.14885697771	0.219440785349	0.290164319138	0.124377017401	0.2171608908
a39	0.139840136219	0.218647752563	0.304762145046	0.112170783267	0.22457917344
a20	0.140083546282	0.190406855268	0.318758135015	0.109770269356	0.240981204347
a46	0.156614279054	0.161227718996	0.317853889272	0.119839804919	0.244464321982
a31	0.165891308638	0.151011053072	0.317182574024	0.122631220666	0.243283854679
a15	0.146869837553	0.163541801457	0.332880420675	0.126213430382	0.230494512311
a24	0.137923406824	0.170701331239	0.352583218892	0.129112652194	0.20967938457
a20	0.165811242288	0.156867010166	0.341902455631	0.131358233198	0.204061055723
a31	0.181927773096	0.157080555322	0.339172575877	0.124285540866	0.197533551414
a13	0.172550300799	0.163128554241	0.344763715959	0.124251488622	0.195305933711
a46	0.1655860441	0.16580031248	0.336478838653	0.144083960674	0.188050843237
a14	0.1607923979	0.16032961376	0.330379062218	0.157431978358	0.191066939612
a20	0.155513551167	0.15692280712	0.330648366739	0.155969217919	0.200946032537
a31	0.165147120922	0.165991049507	0.335995368246	0.13670821404	0.196158239112
</S>	0.173916450461	0.174241296253	0.340867919123	0.12183894472	0.189135398756
