 	non	ho	cosa	è	da	mangiare	</S>
a31	0.0720899275767	0.206233266274	0.2114722969	0.08253862814	0.057641750522	0.204292307383	0.165731824258
a8	0.0731670840071	0.137931260786	0.237065277932	0.156334816973	0.0667442937353	0.257451916677	0.0713053557113
a31	0.0982667628211	0.139387496491	0.176672886709	0.251967381558	0.0652376708518	0.228628643686	0.0398391611931
a37	0.084193717802	0.122659595414	0.161698418852	0.341895022386	0.0651086411439	0.189402660702	0.035041951907
a20	0.071362613273	0.10515249328	0.151966368747	0.352881776195	0.085551617548	0.190080426767	0.0430047128223
a31	0.0755423964741	0.173507906586	0.138093658309	0.268005926532	0.129914660249	0.158641406149	0.0562940504874
a17	0.0720081456434	0.177144567235	0.122935244539	0.179580845711	0.154856893583	0.178813781183	0.114660521062
a20	0.0833922198491	0.1333852019	0.115839368222	0.103833107504	0.166666334494	0.236478840794	0.160404927754
a31	0.0878447217497	0.1623351753	0.109759907847	0.0849568759013	0.157044723098	0.220630535065	0.177428074585
a39	0.0971363454232	0.1557662091	0.0856814574423	0.0824797881004	0.137877191353	0.225419314088	0.215639719395
a35	0.101679783114	0.1460813623	0.0768978152408	0.0806669099001	0.135616407258	0.235992989763	0.223064764665
a39	0.0954649181713	0.187286879767	0.0791794511469	0.0935522862334	0.140111094306	0.211219143654	0.193186250555
a46	0.0965926177238	0.222919474589	0.0785589137156	0.100993155144	0.146280868835	0.192064242951	0.162590738852
a35	0.106382685641	0.241282334196	0.0817266481719	0.105981675581	0.138046526412	0.18128927725	0.145290861417
a31	0.103797037547	0.211524131532	0.0760699509906	0.108203648394	0.135190584671	0.19616002135	0.169054624606
</S>	0.0933942400735	0.179602385966	0.0678759150953	0.106523284997	0.137883408336	0.213006079675	0.201714681803
