 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
a8	0.10395927073	0.08755145041	0.09323348573	0.10108917135	0.06713553346	0.09983560338	0.07507485843	0.06359222045	0.1574456917	0.151082725854
a31	0.0763299111149	0.100112913458	0.0865296594833	0.10020990363	0.117144880593	0.106386330687	0.137728395774	0.0463337336829	0.134798195108	0.0944260791212
a39	0.0657544076196	0.0923561170007	0.0683031324278	0.08667780897	0.188024596704	0.132844435122	0.170787737688	0.0324439662395	0.0977404582803	0.0650673179095
a31	0.0249802614179	0.0815651810682	0.0685974030339	0.105710705643	0.202567061968	0.162105052941	0.182680899549	0.0285740469854	0.092833385843	0.0503859790965
a27	0.0486252726356	0.0737442915574	0.0719591857693	0.114835060201	0.178045976323	0.135918114814	0.177903298716	0.0336068921751	0.108565671968	0.0567962406311
a11	0.0826063429051	0.0665851684325	0.0754022475898	0.0974106021003	0.192683557108	0.124058394138	0.127895303772	0.036550584325	0.111710641429	0.0850971655113
a37	0.0835117445599	0.0862015741242	0.0846055588633	0.0811655212668	0.199331341036	0.121074520446	0.0926772647907	0.0435123974417	0.104547206076	0.103372867264
a31	0.0873312647906	0.129087215295	0.111779280488	0.0839159160223	0.163362692679	0.108800589882	0.0829019039502	0.0446153442806	0.0902348882187	0.097970914876
a3	0.0818618972127	0.142986962845	0.135615178563	0.0834466076074	0.122523338626	0.105818939227	0.0758226805367	0.0562240203602	0.110983798233	0.0847165887333
a20	0.0667838366618	0.147264492415	0.158823455254	0.0834011150025	0.103760569342	0.114506628569	0.0696537125989	0.0703845687334	0.116397933811	0.0690236835938
a31	0.0561125662552	0.202850988178	0.152720388551	0.0873258374008	0.0985263555807	0.0977634711697	0.0679768062663	0.0789925909578	0.106790854032	0.0509401390839
a11	0.0456475659955	0.235016219726	0.101655159584	0.0809605748669	0.0818187458869	0.105782711043	0.0533720303021	0.0917010028193	0.153282427899	0.0507635607646
a31	0.0345145839864	0.201276317442	0.0832448348613	0.0793007046223	0.0875398417223	0.121511164248	0.057293932734	0.119693989206	0.159303025026	0.0563215892415
a29	0.0344584694787	0.146396135214	0.0916968266871	0.0889509064741	0.0978535172408	0.159705837283	0.0640193167113	0.130706109069	0.137017984575	0.0491948757872
a39	0.0344247819756	0.145225901271	0.0839405052957	0.112009089358	0.0968996442136	0.181518259761	0.0541287835704	0.11379015089	0.132443024525	0.0456198492624
