 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
a31	0.12356067063	0.064897664813	0.1258117049	0.25144773444	0.1104337556	0.065108704437	0.0893708926	0.041370476379	0.12799840836
a24	0.160659480826	0.118742524002	0.166338089167	0.251152338747	0.106925450067	0.0493560295298	0.0794388626707	0.0186908067129	0.0486964183222
a18	0.213493885811	0.153726752899	0.192256673322	0.147544733262	0.113330910089	0.10366497012	0.0410081651229	0.011236455173	0.0237374547255
a31	0.163448987404	0.106327019028	0.166341765641	0.165999435527	0.141877048496	0.189776404879	0.046015907283	0.00678921736187	0.0134242192932
a37	0.119985858134	0.0698050130711	0.14601144548	0.219104165938	0.115479793565	0.232809105873	0.0751663788487	0.00839624800262	0.0132419956677
a21	0.105694946567	0.0871162639087	0.12403889356	0.221049788919	0.081152778455	0.242779305049	0.11434286686	0.0109504300449	0.0128747304406
a31	0.0969641873517	0.110008417708	0.12780277292	0.175577659644	0.085313428485	0.217600111419	0.158245641856	0.0155262680656	0.0129615275209
a37	0.0940633831799	0.104755098497	0.131122327107	0.135747144681	0.0997808884283	0.179907376011	0.207839046263	0.0250350049419	0.021749744329
a19	0.0770917486026	0.120390378939	0.117069493369	0.141238778427	0.105683755876	0.134561683315	0.2257966667	0.0429427289606	0.0352247613397
a37	0.0654473019142	0.151920832553	0.0963351899897	0.158624236342	0.100083498179	0.0933386094843	0.203040735338	0.0729993459815	0.0582102320228
a31	0.0673843426381	0.149546949384	0.0960882798566	0.148196876381	0.0896495078797	0.0895561985761	0.196164454643	0.0936368263578	0.0697765491805
a39	0.0750673138794	0.120748865228	0.115470031146	0.132717796994	0.0819226784932	0.094957095956	0.1817193698	0.103695135829	0.0937017140635
a35	0.0651822656931	0.132294774176	0.108204358649	0.154947340865	0.0753654704977	0.082031846426	0.150876760218	0.111541991938	0.11955520011
a20	0.0491521298977	0.169596825592	0.0910495093497	0.175527077355	0.0865479272326	0.0723127796567	0.134915810871	0.10938360998	0.111514338005
a31	0.0547794937459	0.161770229597	0.113772075097	0.166255789985	0.106141862811	0.0756678162382	0.130838012729	0.097641427443	0.0931332936217
a33	0.0606827328286	0.120693140216	0.141088244412	0.165554332928	0.105174586737	0.0810098207074	0.122645099903	0.097115083017	0.106036965365
a23	0.0505525688095	0.098726951196	0.131097959604	0.191374746509	0.117028633046	0.0820959149993	0.103922980993	0.100956571625	0.124243682693
a31	0.0530311025365	0.0963605728387	0.148831986628	0.18382612777	0.120711706949	0.0851020483152	0.0904247945693	0.0945556563353	0.127156001367
a37	0.0774782781788	0.107953211346	0.183003807369	0.168375508523	0.11337676785	0.0781480657186	0.0687296044742	0.0834006068911	0.119534146449
a31	0.0838056924596	0.110695324382	0.18872321439	0.156161635574	0.131045181217	0.0761073728531	0.0609841147431	0.0916661397804	0.100811330736
a3	0.117975632753	0.108325025261	0.186897636863	0.151418828725	0.115662088472	0.0657314915052	0.0589446176355	0.0980704130608	0.0969742621423
a11	0.150386122118	0.130860239887	0.186809999354	0.177943396975	0.0846997021573	0.0558436138486	0.0506881687185	0.0793798586189	0.0833888914705
a31	0.124914166773	0.143728416896	0.189306423651	0.166702989325	0.0757547653858	0.0652835594502	0.0563178128039	0.089846424289	0.0881454350622
a37	0.140860758058	0.135654732432	0.178993510684	0.157766666108	0.0681125785953	0.0581365942474	0.0565241023914	0.0927251113183	0.11122593567
a11	0.171077747353	0.139154265544	0.163002564095	0.177779365369	0.0601263331318	0.0528746419585	0.0514876304658	0.0702118527941	0.114285583722
a39	0.149293367784	0.144810525781	0.172317070298	0.18812168999	0.0581887243773	0.066362409163	0.0504134507357	0.061332747434	0.109159991889
a20	0.113642499328	0.14603147886	0.187002952766	0.19378300933	0.0586959231258	0.0817930171065	0.048276083034	0.056936946294	0.11383807108
a44	0.102772389843	0.12206619342	0.203087626922	0.199765444043	0.0598514688419	0.0867673152268	0.0480215690856	0.0535854810473	0.124082507404
a31	0.108342822881	0.10707171794	0.198546188307	0.176640510214	0.063692532814	0.0810581205565	0.0605820324617	0.0692627218284	0.134803361141
</S>	0.10988110184	0.11897291107	0.179100252154	0.148858134707	0.066970981207	0.0769577289376	0.0722968455468	0.0864920650292	0.140469985385
